FLT,VIP,LKF,RFC,VI1,DES,TOF,REG,ITY,STD,SDT,EAN,TAR,GAT,CID,MP1,ETD,ABT,ATD,FSA,POP,OPE,RCP,NAT,FLX,MFF,SST
MU5093,,MU5093,昆明-新加坡,,SIN,I,B1609,A320,2017/7/9 22:35,2017/7/9,2:30,311,,,,,,,33-计划,REG,REG,,PAX,,,0
B7290,,B7289,昆明-高雄,,KHH,R,B16219,A321,2017/7/9 12:05,2017/7/9,,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2976,,MU2975,昆明-重庆-无锡,CKG,WUX,D,B1635,A320,2017/7/9 14:25,2017/7/9,15:40,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2206,,MU2205,昆明-银川,,INC,D,B1641,A320,2017/7/9 11:35,2017/7/9,13:54,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2186,,MU2185,昆明-银川,,INC,D,B1641,A320,2017/7/9 19:05,2017/7/9,21:23,,,,,,,,33-计划,REG,REG,,PAX,,,0
JD5156,,JD5155,昆明-丽江,,LJG,D,B1643,A319,2017/7/9 16:05,2017/7/9,16:58,,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8837,,3U8838,昆明-万州-北京,WXN,PEK,D,B1662,A320,2017/7/9 14:15,2017/7/9,15:42,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2996,,MU2995,昆明-重庆-无锡,CKG,WUX,D,B1678,A320,2017/7/9 7:45,2017/7/9,8:59,114,16,,,,,,33-计划,REG,REG,,PAX,,,0
MU2986,,MU2985,昆明-无锡,,WUX,D,B1678,A320,2017/7/9 20:10,2017/7/9,22:42,,,,,,,,33-计划,REG,REG,,PAX,,,0
QW9856,,QW9855,昆明-屯溪-青岛,TXN,TAO,D,B1693,A320,2017/7/9 6:55,2017/7/9,9:07,148,53,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3452,,CZ3452,昆明-深圳,,SZX,D,B1697,A320,2017/7/9 21:20,2017/7/9,23:01,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3451,,CZ3451,昆明-丽江,,LJG,D,B1697,A320,2017/7/9 17:20,2017/7/9,18:11,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU747,,MU5818,昆明-上海-大阪,PVG,KIX,M,B1702,B738,2017/7/9 7:50,2017/7/9,10:37,506,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2570,,MU2570,昆明-北京,,PEK,D,B1703,B738,2017/7/9 16:00,2017/7/9,19:25,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2595,,MU5834,昆明-清迈,,CNX,I,B1703,B738,2017/7/9 6:30,2017/7/9,7:57,104,78,,,,,,33-计划,REG,REG,,PAX,,,0
MU5146,,MU5229,昆明-太原,,TYN,D,B1722,B738,2017/7/9 21:20,2017/7/9,23:39,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5230,,MU5145,昆明-温州,,WNZ,D,B1723,B738,2017/7/9 22:25,2017/7/9,0:51,,,,,,,,33-计划,REG,REG,,PAX,,,0
HU7890,,HU7889,昆明-深圳,,SZX,D,B1728,B738,2017/7/9 22:40,2017/7/9,,,,,,,,,33-计划,REG,REG,,PAX,,,0
SC4770,,SC4769,昆明-厦门,,XMN,D,B1743,B738,2017/7/9 11:20,2017/7/9,13:36,,,,,,,,33-计划,REG,REG,,PAX,,,0
SC8885,,SC8885,昆明-曼谷,,BKK,I,B1745,B738,2017/7/10 1:00,2017/7/10,2:59,,,J16-J19,,,,,33-计划,REG,REG,,PAX,,,0
MU2568,,MU2568,昆明-广州,,CAN,D,B1788,B738,2017/7/9 22:00,2017/7/9,23:42,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2029,,MU748,昆明-曼德勒,,MDL,I,B1788,B738,2017/7/9 14:45,2017/7/9,16:03,509,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2574,,MU2574,昆明-北京,,PEK,D,B1789,B738,2017/7/9 20:30,2017/7/9,23:29,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2573,,MU2573,昆明-万象,,VTE,I,B1789,B738,2017/7/9 14:30,2017/7/9,15:50,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5809,,MU5732,昆明-上海,,SHA,D,B1790,B738,2017/7/9 15:00,2017/7/9,17:46,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5731,,MU5750,昆明-广州,,CAN,D,B1790,B738,2017/7/9 8:00,2017/7/9,9:43,708L,,,,,,,33-计划,REG,MVT,,PAX,,,0
MU555,,MU5810,昆明-加尔,,CCU,I,B1790,B738,2017/7/9 23:35,2017/7/9,2:10,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU783,,MU5750,昆明-南宁-万象,NNG,VTE,M,B1791,B738,2017/7/9 8:30,2017/7/9,9:35,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5771,,MU784,昆明-广州,,CAN,D,B1791,B738,2017/7/9 18:50,2017/7/9,20:30,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5811,,MU5764,昆明-上海,,SHA,D,B1792,B738,2017/7/9 12:00,2017/7/9,14:45,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5763,,MU5812,昆明-深圳,,SZX,D,B1792,B738,2017/7/9 22:00,2017/7/9,23:44,,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8823,,3U8768,昆明-南昌,,KHN,D,B1819,A320,2017/7/9 19:45,2017/7/9,21:34,,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8767,,3U8244,昆明-南宁-温州,NNG,WNZ,D,B1819,A320,2017/7/9 7:00,2017/7/9,7:59,156,15,,,,,,33-计划,REG,REG,,PAX,,,0
3U8668,,3U8514,昆明-成都,,CTU,D,B1820,A320,2017/7/9 18:20,2017/7/9,19:25,,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8513,,3U8228,昆明-重庆-兰州,CKG,ZGC,D,B1820,A320,2017/7/9 7:15,2017/7/9,8:22,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9803,,8L9986,昆明-丽江,,LJG,D,B1825,A320,2017/7/9 7:15,2017/7/9,8:06,,,,,,,,33-计划,REG,REG,,PAX,,,0
OQ2358,,OQ2357,昆明-重庆,,CKG,D,B1827,A320,2017/7/9 22:00,2017/7/9,23:11,,,,,,,,33-计划,REG,REG,,PAX,,,1
OQ2328,,OQ2327,昆明-重庆,,CKG,D,B1827,A320,2017/7/9 9:50,2017/7/9,10:56,,,,,,,,33-计划,REG,REG,,PAX,,,1
CZ6426,,CZ6425,昆明-武汉-大连,WUH,DLC,D,B1828,A320,2017/7/9 13:55,2017/7/9,15:42,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5454,,MU5453,昆明-武汉-宁波,WUH,NGB,D,B1836,A320,2017/7/9 14:15,2017/7/9,16:06,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5498,,MU5497,昆明-青岛,,TAO,D,B1859,A320,2017/7/9 12:10,2017/7/9,15:11,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5077,,MU5077,昆明-曼谷,,BKK,I,B1862,A320,2017/7/9 16:10,2017/7/9,18:11,,,,,,,,33-计划,REG,REG,,PAX,,,0
GJ8871,,GJ8661,昆明-临沂-长春,LYI,CGQ,D,B1867,A320,2017/7/9 8:05,2017/7/9,10:48,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ6924,,CZ6923,昆明-深圳,,SZX,D,B1880,A321,2017/7/9 22:20,2017/7/9,0:02,,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8917,,3U8824,昆明-厦门,,XMN,D,B1881,A320,2017/7/9 6:25,2017/7/9,8:39,,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8107,,3U8918,昆明-常州-青岛,CZX,TAO,D,B1881,A320,2017/7/9 14:05,2017/7/9,16:26,,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8724,,3U8222,昆明-北京,,PEK,D,B1886,A320,2017/7/9 21:50,2017/7/9,0:39,,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8221,,3U8667,昆明-南宁-福州,NNG,FOC,D,B1886,A320,2017/7/9 11:55,2017/7/9,12:58,525R,,,,,,,33-计划,REG,REG,,PAX,,,0
MU741,,MU5740,昆明-曼谷,,BKK,I,B1907,B738,2017/7/9 13:00,2017/7/9,15:08,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5775,,MU7182,昆明-广州,,CAN,D,B1908,B738,2017/7/9 8:40,2017/7/9,10:22,703,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5737,,MU5776,昆明-广州,,CAN,D,B1908,B738,2017/7/9 15:35,2017/7/9,17:20,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5733,,MU5738,昆明-广州,,CAN,D,B1908,B738,2017/7/9 23:15,2017/7/9,0:56,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3416,,CZ3415,昆明-广州,,CAN,D,B1925,B738,2017/7/9 15:10,2017/7/9,16:49,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8281,,KY8254,昆明-上海,,PVG,D,B1926,B738,2017/7/9 14:40,2017/7/9,17:29,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8253,,KY8222,昆明-西安,,XIY,D,B1926,B738,2017/7/9 8:10,2017/7/9,10:01,714,,,,,,,33-计划,REG,REG,,PAX,,,0
SC4874,,SC4873,昆明-济南-烟台,TNA,YNT,D,B1931,B738,2017/7/9 12:50,2017/7/9,15:26,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ6950,,CZ6949,昆明-重庆-乌鲁,CKG,URC,D,B1952,B738,2017/7/9 17:45,2017/7/9,18:57,,,,,,,,33-计划,REG,REG,,PAX,,,0
DR6591,,DR6592,昆明-西安,,XIY,D,B1960,B738,2017/7/9 6:35,2017/7/9,8:25,,,,,,,,33-计划,REG,REG,,PAX,,,0
BK2798,,BK2716,昆明-长沙,,HHA,D,B1963,B738,2017/7/9 18:10,2017/7/9,19:47,,,,,,,,33-计划,REG,REG,,PAX,,,0
BK2715,,BK2797,昆明-南京,,NKG,D,B1963,B738,2017/7/9 10:10,2017/7/9,12:32,,,,,,,,33-计划,REG,REG,,PAX,,,0
FM9430,,FM9429,昆明-衡阳-上海,HNY,PVG,D,B1968,B738,2017/7/9 17:25,2017/7/9,18:54,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5299,,MU5292,昆明-太原-北京,TYN,PEK,D,B1981,B738,2017/7/9 16:15,2017/7/9,18:38,,,,,,,,33-计划,REG,REG,,PAX,,,0
KN5212,,KN2381,昆明-汉中-南苑,HZG,NAY,D,B1989,B738,2017/7/9 11:10,2017/7/9,12:42,,,,,,,,33-计划,REG,REG,,PAX,,,0
KN2382,,KN5211,昆明-石家庄,,SJW,D,B1990,B738,2017/7/9 20:55,2017/7/9,23:32,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8275,,KY8308,昆明-济南,,TNA,D,B1991,B738,2017/7/9 14:10,2017/7/9,16:58,,,,,,,,33-计划,REG,REG,,PAX,,,0
UW9941,,UW9934,昆明-达卡,,DAC,I,B2325,A306,2017/7/10 0:25,2017/7/10,,720,,,,,,,33-计划,REG,REG,,CGO,,,0
MU2434,,MU2433,昆明-宜昌-青岛,YIH,TAO,D,B2333,A319,2017/7/9 20:20,2017/7/9,21:59,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2246,,MU2245,昆明-西宁,,XNN,D,B2356,A320,2017/7/9 23:15,2017/7/9,1:22,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2360,,MU2359,昆明-西宁,,XNN,D,B2372,A320,2017/7/9 10:20,2017/7/9,12:30,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3460,,CZ3459,昆明-深圳,,SZX,D,B2395,A320,2017/7/9 11:35,2017/7/9,13:16,,,,,,,,33-计划,REG,REG,,PAX,,,0
HU7112,,HU7111,昆明-北京,,PEK,D,B2491,B763,2017/7/9 20:25,2017/7/9,23:16,,,,,,,,33-计划,REG,REG,,PAX,,,1
MU5929,,MU5874,昆明-文山,,WNH,D,B2502,B737,2017/7/9 20:25,2017/7/9,21:00,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5873,,MU5930,昆明-宜宾-厦门,YBP,XMN,D,B2502,B737,2017/7/9 8:15,2017/7/9,9:08,127,45,,,,,,33-计划,REG,REG,,PAX,,,0
MU5971,Y,MU5898,昆明-芒市,,LUM,D,B2503,B737,2017/7/9 9:25,2017/7/9,10:19,516,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5967,,MU5757,昆明-临沧,,LNJ,D,B2503,B737,2017/7/9 13:45,2017/7/9,14:27,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5714,,MU5968,昆明-普洱,,SYM,D,B2503,B737,2017/7/9 18:35,2017/7/9,19:18,,,,,,,,33-计划,REG,REG,,PAX,,,0
FM9452,,FM9451,昆明-上海,,SHA,D,B2570,B763,2017/7/9 14:00,2017/7/9,16:39,,,,,,,,33-计划,REG,REG,,PAX,,,0
CA1488,,CA1487,昆明-达县-北京,DAX,PEK,D,B2613,B737,2017/7/9 15:25,2017/7/9,16:46,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3492,,CZ3492,昆明-郑州,,CGO,D,B2620,B737,2017/7/9 15:30,2017/7/9,17:40,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3491,,CZ3491,昆明-版纳,,JHG,D,B2620,B737,2017/7/9 11:35,2017/7/9,12:20,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ6370,,CZ6370,昆明-郑州,,CGO,D,B2622,B737,2017/7/9 21:00,2017/7/9,23:07,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ6369,,CZ6369,昆明-版纳,,JHG,D,B2622,B737,2017/7/9 16:50,2017/7/9,17:36,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5959,,MU5958,昆明-临沧,,LNJ,D,B2639,B737,2017/7/9 16:25,2017/7/9,17:07,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5957,,MU5715,昆明-临沧,,LNJ,D,B2639,B737,2017/7/9 9:35,2017/7/9,10:15,315,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8341,,KY8342,昆明-厦门-南宁,XMN,NNG,D,B2667,B737,2017/7/9 9:15,2017/7/9,11:35,532,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8265,,KY8236,昆明-杭州,,HGH,D,B2669,B737,2017/7/9 16:50,2017/7/9,19:16,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8235,,KY8206,昆明-杭州,,HGH,D,B2669,B737,2017/7/9 8:15,2017/7/9,10:43,146,57,,,,,,33-计划,REG,REG,,PAX,,,0
8L9983,,8L9864,昆明-西安,,XIY,D,B2677,B738,2017/7/9 19:30,2017/7/9,21:19,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9863,,8L9884,昆明-重庆-徐州,CKG,XUZ,D,B2677,B738,2017/7/9 7:00,2017/7/9,8:10,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8247,,KY8244,昆明-芒市,,LUM,D,B2678,B737,2017/7/9 21:55,2017/7/9,22:46,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8243,,KY8230,昆明-普洱,,SYM,D,B2678,B737,2017/7/9 18:15,2017/7/9,18:58,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8229,,KY8270,昆明-腾冲,,TCZ,D,B2678,B737,2017/7/9 8:00,2017/7/9,8:55,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8301,,KY8246,昆明-惠州,,HUZ,D,B2679,B737,2017/7/9 18:40,2017/7/9,20:29,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8245,,KY8248,昆明-芒市,,LUM,D,B2679,B737,2017/7/9 13:10,2017/7/9,14:02,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3541,,CZ3542,昆明-武汉-杭州,WUH,HGH,D,B2695,B738,2017/7/9 7:45,2017/7/9,9:30,,,,,,,,33-计划,REG,REG,,PAX,,,0
CF9017,,CF9018,昆明-南京,,NKG,D,B2827,B757,2017/7/10 0:05,2017/7/10,2:24,,,,,,,,33-计划,REG,REG,,CGO,,,0
KY8205,,KY8266,昆明-济南-哈尔滨,TNA,HRB,D,B5025,B737,2017/7/9 9:05,2017/7/9,11:43,522L,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8297,,KY8298,昆明-石家庄-长春,SJW,CGQ,D,B5026,B737,2017/7/9 9:40,2017/7/9,12:21,521R,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5815,,MU5942,昆明-六盘水-上海,LPF,SHA,D,B5054,B737,2017/7/9 14:25,2017/7/9,15:05,,,,,,,,33-计划,REG,REG,,PAX,,,0
HU7088,,HU7087,昆明-海口,,HAK,D,B5090,B738,2017/7/9 10:35,2017/7/9,12:04,,,,,,,,33-计划,REG,REG,,PAX,,,1
MU5748,,MU5771,昆明-版纳,,JHG,D,B5097,B737,2017/7/9 19:05,2017/7/9,19:52,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5732,,MU5816,昆明-西昌,,XIC,D,B5097,B737,2017/7/9 14:50,2017/7/9,15:35,,,,,,,,33-计划,REG,REG,,PAX,,,0
FM9540,,FM9539,昆明-温州,,WNZ,D,B5130,B738,2017/7/9 12:00,2017/7/9,14:31,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3858,,CZ3857,昆明-汕头,,SWA,D,B5155,B738,2017/7/9 12:15,2017/7/9,14:13,,,,,,,,33-计划,REG,REG,,PAX,,,0
FM9542,,FM9541,昆明-郑州,,CGO,D,B5185,B738,2017/7/9 11:50,2017/7/9,14:04,,,,,,,,33-计划,REG,REG,,PAX,,,0
NS3270,,NS3269,昆明-石家庄,,SJW,D,B5212,B737,2017/7/9 20:25,2017/7/9,22:59,,,,,,,,33-计划,REG,REG,,PAX,,,0
MF8406,,MF8405,昆明-厦门,,XMN,D,B5218,B737,2017/7/9 11:50,2017/7/9,14:05,,,,,,,,33-计划,REG,REG,,PAX,,,5
MU5983,,MU5737,昆明-保山,,BSD,D,B5225,B737,2017/7/9 16:05,2017/7/9,16:51,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5891,,MU2586,昆明-普洱,,SYM,D,B5225,B737,2017/7/9 7:55,2017/7/9,8:38,712,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5740,,MU5892,昆明-大理,,DLU,D,B5225,B737,2017/7/9 11:50,2017/7/9,12:34,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5712,,MU5984,昆明-芒市,,LUM,D,B5225,B737,2017/7/9 21:35,2017/7/9,22:26,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5903,,MU9716,昆明-版纳,,JHG,D,B5231,B737,2017/7/9 8:50,2017/7/9,9:37,702,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5724,,MU5724,昆明-版纳,,JHG,D,B5231,B737,2017/7/9 21:35,2017/7/9,22:21,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5723,,MU5723,昆明-西安,,XIY,D,B5231,B737,2017/7/9 14:10,2017/7/9,16:01,,,,,,,,33-计划,REG,REG,,PAX,,,1
CZ6602,,CZ6601,昆明-郑州,,CGO,D,B5238,B737,2017/7/9 22:10,2017/7/9,0:18,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5989,,MU5962,昆明-昭通-重庆,ZAT,CKG,D,B5242,B737,2017/7/9 11:25,2017/7/9,11:58,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5961,,MU5910,昆明-临沧,,LNJ,D,B5242,B737,2017/7/9 8:10,2017/7/9,8:51,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU9755,,MU5737,昆明-保山,,BSD,D,B5245,B737,2017/7/9 8:30,2017/7/9,9:18,512,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5920,,MU5803,昆明-丽江,,LJG,D,B5245,B737,2017/7/9 18:05,2017/7/9,18:59,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5717,,MU9756,昆明-腾冲,,TCZ,D,B5245,B737,2017/7/9 13:45,2017/7/9,14:38,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9801,,8L9520,昆明-丽江,,LJG,D,B5248,B737,2017/7/9 23:10,2017/7/9,0:00,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9519,,8L9932,昆明-芒市,,LUM,D,B5248,B737,2017/7/9 11:35,2017/7/9,12:25,525L,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9851,,8L9852,昆明-腾冲,,TCZ,D,B5249,B737,2017/7/9 15:55,2017/7/9,16:48,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5883,,MU5844,昆明-湛江,,ZHA,D,B5255,B737,2017/7/9 17:40,2017/7/9,19:16,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5843,,MU5906,昆明-成都,,CTU,D,B5255,B737,2017/7/9 11:00,2017/7/9,12:05,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5706,,MU5884,昆明-版纳,,JHG,D,B5255,B737,2017/7/9 23:25,2017/7/9,0:11,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5973,,MU5747,昆明-芒市,,LUM,D,B5256,B737,2017/7/9 10:25,2017/7/9,11:17,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2571,,MU5974,昆明-加德,,KTM,I,B5256,B737,2017/7/9 16:05,2017/7/9,18:50,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU7184,,MU5461,昆明-北京,,PEK,D,B5257,B737,2017/7/9 21:15,2017/7/9,0:35,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5462,,MU2143,昆明-温州,,WNZ,D,B5257,B737,2017/7/9 11:35,2017/7/9,14:06,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2144,,MU7183,昆明-太原,,TYN,D,B5258,B737,2017/7/9 18:40,2017/7/9,21:02,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU757,,MU5964,昆明-加德,,KTM,I,B5259,B737,2017/7/9 14:25,2017/7/9,17:10,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5963,,MU5711,昆明-临沧,,LNJ,D,B5259,B737,2017/7/9 11:00,2017/7/9,11:41,,,,,,,,33-计划,REG,REG,,PAX,,,0
FM9454,,FM9454,昆明-上海,,SHA,D,B5261,B737,2017/7/9 16:40,2017/7/9,19:22,,,,,,,,33-计划,REG,REG,,PAX,,,0
FM9453,,FM9453,昆明-版纳,,JHG,D,B5261,B737,2017/7/9 13:00,2017/7/9,13:48,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5985,,MU5944,昆明-保山,,BSD,D,B5263,B737,2017/7/9 8:55,2017/7/9,9:44,713,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5803,,MU2562,昆明-上海,,SHA,D,B5263,B737,2017/7/9 20:20,2017/7/9,23:03,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2561,,MU5743,昆明-琅勃,,LPQ,I,B5263,B737,2017/7/9 14:05,2017/7/9,15:18,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5941,,MU5916,昆明-大理,,DLU,D,B5265,B737,2017/7/9 9:25,2017/7/9,10:08,710,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5909,,MU5763,昆明-版纳,,JHG,D,B5265,B737,2017/7/9 22:20,2017/7/9,23:07,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU9743,,MU5928,昆明-昭通-北京,ZAT,PEK,D,B5267,B737,2017/7/9 18:35,2017/7/9,19:10,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5927,,MU5972,昆明-文山,,WNH,D,B5267,B737,2017/7/9 10:20,2017/7/9,10:55,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5905,,MU9737,昆明-版纳,,JHG,D,B5270,B737,2017/7/9 22:05,2017/7/9,22:55,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5739,,MU5986,昆明-广州,,CAN,D,B5270,B737,2017/7/9 11:05,2017/7/9,12:49,503,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5921,,MU5922,昆明-丽江,,LJG,D,B5271,B737,2017/7/9 7:05,2017/7/9,7:59,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9923,,8L9915,昆明-保山,,BSD,D,B5272,B737,2017/7/9 12:55,2017/7/9,13:41,,,,,,,,33-计划,REG,REG,,PAX,,,1
