FLT,VIP,LKF,RFC,VI1,DES,TOF,REG,ITY,STD,SDT,EAN,TAR,GAT,CID,MP1,ETD,ABT,ATD,FSA,POP,OPE,RCP,NAT,FLX,MFF,SST
MU5470,,MU5469,昆明-南昌,,KHN,D,B1611,A320,2017/7/12 10:50,2017/7/12,12:48,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2250,,MU2249,昆明-兰州,,ZGC,D,B1612,A320,2017/7/12 10:35,2017/7/12,12:30,,,,,,,,33-计划,REG,REG,,PAX,,,0
JD5790,,JD5789,昆明-版纳,,JHG,D,B1623,A320,2017/7/12 12:20,2017/7/12,13:07,,,,,,,,33-计划,REG,REG,,PAX,,,0
QW9856,,QW9855,昆明-屯溪-青岛,TXN,TAO,D,B1649,A320,2017/7/12 6:55,2017/7/12,9:07,140,58,,,,,,33-计划,REG,REG,,PAX,,,0
MU2996,,MU2765,昆明-重庆-无锡,CKG,WUX,D,B1655,A320,2017/7/12 7:45,2017/7/12,8:59,502,,,E,,,,33-计划,REG,REG,,PAX,,,0
MU2986,,MU2985,昆明-无锡,,WUX,D,B1655,A320,2017/7/12 19:55,2017/7/12,22:27,,,,,,,,33-计划,REG,REG,,PAX,,,0
CA4418,,CA4174,昆明-成都,,CTU,D,B1686,A320,2017/7/12 8:40,2017/7/12,9:42,139,,,,,,,33-计划,REG,REG,,PAX,,,0
JD5158,,JD5157,昆明-杭州,,HGH,D,B1691,A320,2017/7/12 14:30,2017/7/12,16:54,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2567,,MU2567,昆明-曼德勒,,MDL,I,B1702,B738,2017/7/12 10:30,2017/7/12,11:46,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU713,,MU2030,昆明-科伦坡-马累,CMB,MLE,I,B1702,B738,2017/7/12 15:50,2017/7/12,20:50,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5759,,MU5852,昆明-深圳,,SZX,D,B1703,B738,2017/7/12 10:00,2017/7/12,11:45,,,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5719,,MU5760,昆明-北京,,PEK,D,B1703,B738,2017/7/12 17:20,2017/7/12,20:18,,,,,,,,33-计划,REG,REG,,PAX,,,0
FM9398,,FM9397,昆明-长沙-上海,HHA,PVG,D,B1720,B738,2017/7/12 16:10,2017/7/12,17:49,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5146,,MU5229,昆明-太原,,TYN,D,B1722,B738,2017/7/12 21:20,2017/7/12,23:39,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5299,,MU5292,昆明-太原-北京,TYN,PEK,D,B1723,B738,2017/7/12 16:15,2017/7/12,18:38,,,,,,,,33-计划,REG,REG,,PAX,,,0
BK2798,,BK2716,昆明-长沙,,HHA,D,B1732,B738,2017/7/12 18:10,2017/7/12,19:47,,,,,,,,33-计划,REG,REG,,PAX,,,0
BK2715,,BK2797,昆明-南京,,NKG,D,B1732,B738,2017/7/12 10:10,2017/7/12,12:32,,,,,,,,33-计划,REG,REG,,PAX,,,0
FM9430,,FM9429,昆明-衡阳-上海,HNY,PVG,D,B1740,B738,2017/7/12 17:25,2017/7/12,18:54,,,,,,,,33-计划,REG,REG,,PAX,,,0
SC8828,,SC8828,昆明-济南,,TNA,D,B1745,B738,2017/7/12 23:50,2017/7/12,2:22,,,,,,,,33-计划,REG,REG,,PAX,,,0
SC8827,,SC8827,昆明-德里,,DEL,I,B1745,B738,2017/7/12 10:35,2017/7/12,,,,,,,,,33-计划,REG,REG,,PAX,,,0
KN2382,,KN5211,昆明-石家庄,,SJW,D,B1750,B738,2017/7/12 20:55,2017/7/12,23:32,,,,,,,,33-计划,REG,REG,,PAX,,,0
DZ6313,,DZ6311,昆明-长沙-南通,HHA,NTG,D,B1770,B738,2017/7/12 9:45,2017/7/12,11:24,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5861,,MU5834,昆明-重庆,,CKG,D,B1788,B738,2017/7/12 8:05,2017/7/12,9:23,121,33,,E,,,,33-计划,REG,REG,,PAX,,,0
MU555,,MU2598,昆明-加尔,,CCU,I,B1788,B738,2017/7/12 23:35,2017/7/12,2:10,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2597,,MU5862,昆明-清莱,,CEI,I,B1788,B738,2017/7/12 14:40,2017/7/12,15:53,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2036,,MU2036,昆明-北京,,PEK,D,B1789,B738,2017/7/12 20:30,2017/7/12,23:26,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2035,,MU5772,昆明-达卡,,DAC,I,B1789,B738,2017/7/12 13:00,2017/7/12,14:35,719,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5763,,MU2012,昆明-深圳,,SZX,D,B1791,B738,2017/7/12 22:00,2017/7/12,23:44,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2011,,MU5708,昆明-南宁-仰光,NNG,RGN,M,B1791,B738,2017/7/12 8:30,2017/7/12,9:33,712,,,G,,,,33-计划,REG,REG,,PAX,,,0
MU5811,,MU5824,昆明-上海,,SHA,D,B1792,B738,2017/7/12 12:00,2017/7/12,14:45,511,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5718,,MU5812,昆明-北京,,PEK,D,B1792,B738,2017/7/12 20:55,2017/7/12,23:52,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9975,,8L9960,昆明-广州,,CAN,D,B1798,B738,2017/7/12 18:50,2017/7/12,20:29,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9959,,8L9974,昆明-安庆-宁波,AQG,NGB,D,B1798,B738,2017/7/12 7:25,2017/7/12,9:41,167,11,,C,,,,33-计划,REG,REG,,PAX,,,1
MU2360,,MU2359,昆明-西宁,,XNN,D,B1815,A320,2017/7/12 10:20,2017/7/12,12:30,,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8205,,3U8246,昆明-广州,,CAN,D,B1819,A320,2017/7/12 17:00,2017/7/12,18:40,523R,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8901,,3U8216,昆明-珠海,,ZUH,D,B1820,A320,2017/7/12 6:45,2017/7/12,8:24,325,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8107,,3U8902,昆明-常州-青岛,CZX,TAO,D,B1820,A320,2017/7/12 14:05,2017/7/12,16:26,,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8761,,3U8228,昆明-无锡,,WUX,D,B1822,A320,2017/7/12 15:10,2017/7/12,17:39,526L,,,,,,,33-计划,REG,REG,,PAX,,,0
OQ2358,,OQ2357,昆明-重庆,,CKG,D,B1827,A320,2017/7/12 22:00,2017/7/12,23:11,,,,,,,,33-计划,REG,REG,,PAX,,,1
OQ2328,,OQ2327,昆明-重庆,,CKG,D,B1827,A320,2017/7/12 9:50,2017/7/12,10:56,,,,,,,,33-计划,REG,REG,,PAX,,,1
HO1100,,HO1099,昆明-上海,,SHA,D,B1871,A320,2017/7/12 16:35,2017/7/12,19:18,,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8201,,3U8638,昆明-上海,,PVG,D,B1881,A320,2017/7/12 16:10,2017/7/12,18:45,,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8033,,3U8244,昆明-丽江,,LJG,D,B1886,A320,2017/7/12 6:55,2017/7/12,,155,17,,,,,,33-计划,REG,REG,,PAX,,,0
3U8967,,3U8034,昆明-重庆-大连,CKG,DLC,D,B1886,A320,2017/7/12 12:55,2017/7/12,14:05,,,,,,,,33-计划,REG,REG,,PAX,,,0
9C8962,,9C8961,昆明-黔江-上海,JIQ,SHA,D,B1895,A320,2017/7/12 19:10,2017/7/12,20:39,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5841,,MU5818,昆明-成都,,CTU,D,B1907,B738,2017/7/12 8:00,2017/7/12,9:05,508,,,F,,,,33-计划,REG,REG,,PAX,,,1
MU2031,,MU5842,昆明-仰光,,RGN,I,B1907,B738,2017/7/12 14:00,2017/7/12,16:30,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2263,,MU2264,昆明-西安-沈阳,XIY,SHE,D,B1908,B738,2017/7/12 9:45,2017/7/12,11:36,704,,,E,,,,33-计划,REG,REG,,PAX,,,0
CZ3858,,CZ3857,昆明-汕头,,SWA,D,B1920,B738,2017/7/12 12:15,2017/7/12,14:13,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3416,,CZ3415,昆明-广州,,CAN,D,B1921,B738,2017/7/12 15:10,2017/7/12,16:49,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3541,,CZ3542,昆明-武汉-杭州,WUH,HGH,D,B1925,B738,2017/7/12 7:45,2017/7/12,9:30,147,55,,C,,,,33-计划,REG,REG,,PAX,,,0
SC4874,,SC4873,昆明-济南-烟台,TNA,YNT,D,B1931,B738,2017/7/12 12:50,2017/7/12,15:26,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5230,,MU5145,昆明-温州,,WNZ,D,B1933,B738,2017/7/12 22:25,2017/7/12,0:51,,,,,,,,33-计划,REG,REG,,PAX,,,0
DR6591,,DR6592,昆明-西安,,XIY,D,B1960,B738,2017/7/12 6:35,2017/7/12,8:25,327,,,A,,,,33-计划,REG,REG,,PAX,,,0
SC4770,,SC4769,昆明-厦门,,XMN,D,B1985,B738,2017/7/12 11:20,2017/7/12,13:36,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8321,,KY8302,昆明-成都,,CTU,D,B1991,B738,2017/7/12 8:15,2017/7/12,9:19,148,53,,B,,,,33-计划,REG,REG,,PAX,,,0
KY8275,,KY8322,昆明-济南,,TNA,D,B1991,B738,2017/7/12 14:10,2017/7/12,16:58,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3496,,CZ3495,昆明-郑州,,CGO,D,B2169,B737,2017/7/12 17:40,2017/7/12,19:50,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5328,,MU5327,昆明-九华山-济南,JUH,TNA,D,B2207,A320,2017/7/12 16:20,2017/7/12,18:42,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5576,,MU5575,昆明-郑州-烟台,CGO,YNT,D,B2208,A320,2017/7/12 18:25,2017/7/12,20:39,,,,,,,,33-计划,REG,REG,,PAX,,,0
UW9933,,UW9946,昆明-德里,,DEL,I,B2325,A306,2017/7/12 7:30,2017/7/12,,720,,,,,,,33-计划,REG,REG,,CGO,,,0
UW9937,,UW9942,昆明-马德拉斯,,MAA,I,B2330,A306,2017/7/12 7:30,2017/7/12,,721,,,,,,,33-计划,REG,REG,,CGO,,,0
MU2434,,MU2433,昆明-宜昌-青岛,YIH,TAO,D,B2333,A319,2017/7/12 20:20,2017/7/12,21:59,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5472,,MU5471,昆明-重庆-济南,CKG,TNA,D,B2335,A320,2017/7/12 20:50,2017/7/12,22:06,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ6924,,CZ6923,昆明-深圳,,SZX,D,B2365,A320,2017/7/12 22:20,2017/7/12,0:02,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3460,,CZ3459,昆明-深圳,,SZX,D,B2395,A320,2017/7/12 11:35,2017/7/12,13:16,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3450,,CZ3449,昆明-广州,,CAN,D,B2408,A320,2017/7/12 18:45,2017/7/12,20:23,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2766,,MU5848,昆明-南京-长春,NKG,CGQ,D,B2412,A320,2017/7/12 7:35,2017/7/12,9:57,311,,,E,,,,33-计划,REG,REG,,PAX,,,0
HU7112,,HU7111,昆明-北京,,PEK,D,B2491,B763,2017/7/12 20:25,2017/7/12,23:16,,,,,,,,33-计划,REG,REG,,PAX,,,1
MU5893,,MU5960,昆明-普洱,,SYM,D,B2502,B737,2017/7/12 10:10,2017/7/12,10:55,510,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5877,,MU5894,昆明-杭州,,HGH,D,B2502,B737,2017/7/12 14:45,2017/7/12,15:47,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5971,,MU5898,昆明-芒市,,LUM,D,B2503,B737,2017/7/12 9:25,2017/7/12,10:19,716,,,F,,,,33-计划,REG,REG,,PAX,,,0
MU5967,,MU5757,昆明-临沧,,LNJ,D,B2503,B737,2017/7/12 14:10,2017/7/12,14:52,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5714,,MU5968,昆明-普洱,,SYM,D,B2503,B737,2017/7/12 18:35,2017/7/12,19:18,,,,,,,,33-计划,REG,REG,,PAX,,,0
FM9452,,FM9451,昆明-上海,,SHA,D,B2567,B763,2017/7/12 13:50,2017/7/12,16:29,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3492,,CZ3492,昆明-郑州,,CGO,D,B2622,B737,2017/7/12 15:30,2017/7/12,17:40,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3491,,CZ3491,昆明-版纳,,JHG,D,B2622,B737,2017/7/12 11:35,2017/7/12,12:20,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU9713,,MU5962,昆明-宜宾-武汉,YBP,WUH,D,B2639,B737,2017/7/12 12:35,2017/7/12,13:28,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5961,,MU5757,昆明-临沧,,LNJ,D,B2639,B737,2017/7/12 8:10,2017/7/12,8:51,116,26,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5929,,MU5874,昆明-文山,,WNH,D,B2640,B737,2017/7/12 20:25,2017/7/12,21:00,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5873,,MU5870,昆明-宜宾-厦门,YBP,XMN,D,B2640,B737,2017/7/12 8:15,2017/7/12,9:08,507,,,E,,,,33-计划,REG,REG,,PAX,,,0
KY8205,,KY8266,昆明-济南-哈尔滨,TNA,HRB,D,B2667,B737,2017/7/12 9:05,2017/7/12,11:43,524L,,,A,,,,33-计划,REG,REG,,PAX,,,0
KY8265,,KY8236,昆明-杭州,,HGH,D,B2669,B737,2017/7/12 16:50,2017/7/12,19:16,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8235,,KY8342,昆明-杭州,,HGH,D,B2669,B737,2017/7/12 8:15,2017/7/12,10:43,329,,,A,,,,33-计划,REG,REG,,PAX,,,0
8L9865,,8L9884,昆明-济南,,TNA,D,B2677,B738,2017/7/12 7:10,2017/7/12,9:49,164,12,,B,,,,33-计划,REG,REG,,PAX,,,0
KY8247,,KY8244,昆明-芒市,,LUM,D,B2678,B737,2017/7/12 21:55,2017/7/12,22:46,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8245,,KY8248,昆明-芒市,,LUM,D,B2678,B737,2017/7/12 13:10,2017/7/12,14:02,519R,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8243,,KY8246,昆明-普洱,,SYM,D,B2678,B737,2017/7/12 18:15,2017/7/12,18:58,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8301,,KY8230,昆明-惠州,,HUZ,D,B2679,B737,2017/7/12 18:40,2017/7/12,20:29,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8229,,KY8298,昆明-腾冲,,TCZ,D,B2679,B737,2017/7/12 8:00,2017/7/12,8:55,326,,,A,,,,33-计划,REG,REG,,PAX,,,0
CZ3470,,CZ3469,昆明-武汉,,WUH,D,B2695,B738,2017/7/12 17:15,2017/7/12,19:02,,,,,,,,33-计划,REG,REG,,PAX,,,0
O36943,,O36944,昆明-杭州,,HGH,D,B2817,B757,2017/7/13 1:15,2017/7/13,3:38,,,,,,,,33-计划,REG,REG,,CGO,,,0
CF9017,,CF9018,昆明-南京,,NKG,D,B2827,B757,2017/7/13 0:05,2017/7/13,2:24,,,,,,,,33-计划,REG,REG,,CGO,,,0
CZ6370,,CZ6370,昆明-郑州,,CGO,D,B2916,B737,2017/7/12 21:00,2017/7/12,23:07,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ6369,,CZ6369,昆明-版纳,,JHG,D,B2916,B737,2017/7/12 16:50,2017/7/12,17:36,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8341,,KY8206,昆明-厦门-南宁,XMN,NNG,D,B5025,B737,2017/7/12 9:15,2017/7/12,11:35,145,59,,A,,,,33-计划,REG,REG,,PAX,,,0
KY8297,,KY8246,昆明-石家庄-长春,SJW,CGQ,D,B5026,B737,2017/7/12 9:40,2017/7/12,12:21,525L,,,A,,,,33-计划,REG,REG,,PAX,,,0
MF8476,,MF8475,昆明-福州,,FOC,D,B5028,B737,2017/7/12 20:15,2017/7/12,22:38,,,,,,,,33-计划,REG,REG,,PAX,,,3
MU5987,,MU5930,昆明-保山,,BSD,D,B5054,B737,2017/7/12 8:15,2017/7/12,9:03,114,16,,E,,,,33-计划,REG,REG,,PAX,,,0
FM9542,,FM9541,昆明-郑州,,CGO,D,B5131,B738,2017/7/12 11:50,2017/7/12,14:04,,,,,,,,33-计划,REG,REG,,PAX,,,0
MF8406,,MF8405,昆明-厦门,,XMN,D,B5152,B738,2017/7/12 11:50,2017/7/12,14:05,,,,,,,,33-计划,REG,REG,,PAX,,,5
CZ6562,,CZ6561,昆明-义乌,,YIW,D,B5155,B738,2017/7/12 20:35,2017/7/12,22:54,,,,,,,,33-计划,REG,REG,,PAX,,,0
NS3270,,NS3269,昆明-石家庄,,SJW,D,B5212,B737,2017/7/12 20:25,2017/7/12,22:59,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU9755,,MU5986,昆明-保山,,BSD,D,B5225,B737,2017/7/12 8:30,2017/7/12,9:18,702,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5981,,MU9756,昆明-保山,,BSD,D,B5225,B737,2017/7/12 13:00,2017/7/12,13:47,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5760,,MU5982,昆明-大理,,DLU,D,B5225,B737,2017/7/12 17:05,2017/7/12,17:49,,,,,,,,33-计划,REG,REG,,PAX,,,0
CA1488,Y,CA1481,昆明-达县-北京,DAX,PEK,D,B5227,B738,2017/7/12 15:25,2017/7/12,16:46,,,,,,,,33-计划,REG,REG,,PAX,,,0
CA1482,,CA1487,昆明-运城-天津,YCU,TSN,D,B5228,B737,2017/7/12 15:35,2017/7/12,17:34,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5921,,MU5970,昆明-丽江,,LJG,D,B5231,B737,2017/7/12 7:05,2017/7/12,7:59,703,,,E,,,,33-计划,REG,REG,,PAX,,,0
CZ6602,,CZ6601,昆明-郑州,,CGO,D,B5238,B737,2017/7/12 22:10,2017/7/12,0:18,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU9005,,MU2576,昆明-文山,,WNH,D,B5242,B737,2017/7/12 7:30,2017/7/12,8:06,505,,,,,,,33-计划,REG,REG,,SPE,,,0
MU7181,,MU5922,昆明-北京,,PEK,D,B5245,B737,2017/7/12 9:30,2017/7/12,12:55,132,36,,,,,,33-计划,REG,REG,,PAX,,,0
MU5748,,MU7182,昆明-版纳,,JHG,D,B5245,B737,2017/7/12 19:05,2017/7/12,19:52,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9897,,8L9712,昆明-温州,,WNZ,D,B5249,B737,2017/7/12 16:55,2017/7/12,19:24,544,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5927,,MU5747,昆明-文山,,WNH,D,B5255,B737,2017/7/12 10:20,2017/7/12,10:55,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5920,,MU5928,昆明-丽江,,LJG,D,B5255,B737,2017/7/12 17:50,2017/7/12,18:44,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU9743,,MU5771,昆明-昭通-北京,ZAT,PEK,D,B5256,B737,2017/7/12 18:35,2017/7/12,19:10,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5901,,MU5910,昆明-版纳,,JHG,D,B5256,B737,2017/7/12 8:20,2017/7/12,9:08,134,32,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5732,,MU5741,昆明-西昌,,XIC,D,B5256,B737,2017/7/12 15:00,2017/7/12,15:45,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2144,,MU7183,昆明-太原,,TYN,D,B5257,B737,2017/7/12 18:40,2017/7/12,21:02,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU7184,,MU5461,昆明-北京,,PEK,D,B5258,B737,2017/7/12 21:15,2017/7/12,0:35,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5462,,MU2143,昆明-温州,,WNZ,D,B5258,B737,2017/7/12 11:35,2017/7/12,14:06,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5883,,MU5836,昆明-湛江,,ZHA,D,B5259,B737,2017/7/12 17:40,2017/7/12,19:16,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5835,,MU5804,昆明-汕头,,SWA,D,B5259,B737,2017/7/12 11:10,2017/7/12,13:15,701,,,F,,,,33-计划,REG,REG,,PAX,,,0
FM9454,Y,FM9454,昆明-上海,,SHA,D,B5261,B737,2017/7/12 16:40,2017/7/12,19:22,,,,,,,,33-计划,REG,REG,,PAX,,,0
FM9453,,FM9453,昆明-版纳,,JHG,D,B5261,B737,2017/7/12 13:00,2017/7/12,13:48,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5925,,MU5722,昆明-丽江,,LJG,D,B5263,B737,2017/7/12 7:30,2017/7/12,8:24,117,28,,,,,,33-计划,REG,REG,,PAX,,,0
MU5724,,MU5926,昆明-版纳,,JHG,D,B5263,B737,2017/7/12 21:35,2017/7/12,22:21,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5815,,MU5816,昆明-六盘水-上海,LPF,SHA,D,B5265,B737,2017/7/12 14:25,2017/7/12,15:05,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5983,,MU5964,昆明-保山,,BSD,D,B5267,B737,2017/7/12 16:05,2017/7/12,16:51,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5963,,MU2586,昆明-临沧,,LNJ,D,B5267,B737,2017/7/12 10:55,2017/7/12,11:36,715,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5803,,MU5984,昆明-上海,,SHA,D,B5267,B737,2017/7/12 20:20,2017/7/12,23:03,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5941,,MU5914,昆明-大理,,DLU,D,B5270,B737,2017/7/12 9:25,2017/7/12,10:08,506,,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5915,,MU5763,昆明-版纳,,JHG,D,B5270,B737,2017/7/12 21:35,2017/7/12,22:22,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5909,,MU9737,昆明-版纳,,JHG,D,B5271,B737,2017/7/12 22:20,2017/7/12,23:07,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5739,,MU5733,昆明-广州,,CAN,D,B5271,B737,2017/7/12 11:05,2017/7/12,12:49,133,34,,,,,,33-计划,REG,REG,,PAX,,,0
8L9803,,8L9624,昆明-丽江,,LJG,D,B5272,B737,2017/7/12 7:15,2017/7/12,8:06,522R,,,B,,,,33-计划,REG,REG,,PAX,,,0
8L9801,,8L9804,昆明-丽江,,LJG,D,B5272,B737,2017/7/12 23:55,2017/7/12,0:45,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5965,,MU5946,昆明-沧源,,CWJ,D,B5276,B737,2017/7/12 11:25,2017/7/12,12:13,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5945,,MU9716,昆明-澜沧,,JMJ,D,B5276,B737,2017/7/12 7:40,2017/7/12,8:32,509,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5959,,MU5966,昆明-临沧,,LNJ,D,B5276,B737,2017/7/12 16:25,2017/7/12,17:07,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5706,,MU5960,昆明-版纳,,JHG,D,B5276,B737,2017/7/12 23:25,2017/7/12,0:11,,,,,,,,33-计划,REG,REG,,PAX,,,0
