FLT,VIP,LKF,RFC,ORG,VI1,TOF,REG,ITY,TAR,CAR,ABP,STP,STA,ETA,TDT,ATA,RCP,FSA,SDT,POP,OPE,NAT,FLX,MFF,SST
"MU758","","MU5706","加德-昆明","KTM","","I","B5255","B737","","","","18:50","22:10","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"3U8528","","","西安-昆明","XIY","","D","B6772","A320","","","","19:50","22:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"EU2226","","EU2224","版纳-昆明","JHG","","D","B6229","A319","","","","21:15","22:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2245","","MU2246","西宁-昆明","XNN","","D","B6693","A320","","","","19:50","22:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU555","","MU555","杭州-昆明","HGH","","D","B6870","A320","","","","19:00","22:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5706","","","北京-昆明","PEK","","D","B5515","B738","","","","18:40","22:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5914","","","版纳-昆明","JHG","","D","B5276","B737","","","","21:20","22:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"KY8362","","","合艾-昆明","HDY","","I","B1507","B738","","","","18:50","22:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5733","","","丽江-昆明","LJG","","D","B5265","B737","","","","21:30","22:25","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9980","","","深圳-昆明","SZX","","D","B6959","A320","","","","19:55","22:30","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CA4417","","","成都-昆明","CTU","","D","B9918","A320","","","","20:45","22:30","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5810","","","上海-昆明","SHA","","D","B7589","B738","","","","19:10","22:30","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5854","","","成都-昆明","CTU","","D","B1790","B738","","","","20:50","22:30","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5884","","","湛江-昆明","ZHA","","D","B5263","B737","","","","20:30","22:30","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"3U8762","","","无锡-昆明","WUX","","D","B1665","A320","","","","19:25","22:35","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"GJ8872","","","长春-临沂-昆明","CGQ","LYI","D","B8433","A320","","","","19:25","22:35","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9892","","","大连-武汉-昆明","DLC","WUH","D","B5409","B738","","","","20:30","22:40","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CA8929","","","大连-郑州-昆明","DLC","CGO","D","B5639","B738","","","","20:00","22:40","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"KY8282","","","上海-昆明","PVG","","D","B6493","B738","","","","19:15","22:40","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"ZH9451","","","广州-昆明","CAN","","D","B5362","B737","","","","20:05","22:45","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"KY8234","","","太原-昆明","TYN","","D","B5702","B738","","","","20:00","22:55","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2600","","","金边-昆明","PNH","","I","B5817","B737","","","","20:05","23:00","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5455","","MU2591","宁波-昆明","NGB","","D","B6758","A320","","","","20:00","23:00","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5804","","","上海-昆明","SHA","","D","B5819","B737","","","","19:45","23:00","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5986","","","保山-昆明","BSD","","D","B5054","B737","","","","22:00","23:00","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ3997","","","北京-昆明","PEK","","D","B6111","A333","","","","19:30","23:03","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"3U8667","","","成都-昆明","CTU","","D","B6732","A320","","","","21:25","23:05","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2586","","","胡市-昆明","SGN","","I","B5245","B737","","","","20:10","23:05","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5782","","","厦门-昆明","XMN","","D","B5795","B738","","","","20:25","23:05","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5930","","","文山-昆明","WNH","","D","B2640","B737","","","","21:50","23:05","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"KY8206","","","哈尔滨-济南-昆明","HRB","TNA","D","B5025","B737","","","","19:55","23:10","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2995","","","无锡-重庆-昆明","WUX","CKG","D","B2411","A320","","","","21:30","23:10","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ8509","","","长春-青岛-昆明","CGQ","TAO","D","B9915","A320","","","","19:45","23:13","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"3U8620","","","版纳-昆明","JHG","","D","B6448","A319","","","","22:00","23:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CA4459","","","成都-昆明","CTU","","D","B6916","A320","","","","21:40","23:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"KY8298","","","长春-石家庄-昆明","CGQ","SJW","D","B2679","B737","","","","20:10","23:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2264","","","沈阳-西安-昆明","SHE","XIY","D","B1702","B738","","","","21:00","23:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5078","","MU5078","曼谷-昆明","BKK","","I","B1610","A320","","","","20:50","23:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"KY8210","","","版纳-昆明","JHG","","D","B7870","B737","","","","22:20","23:25","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"ZH9714","","","太原-昆明","TYN","","D","B6935","A320","","","","20:20","23:25","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5726","","","乌鲁-昆明","URC","","D","B7170","B738","","","","19:25","23:25","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9712","","","汕头-桂林-昆明","SWA","KWL","D","B1588","B738","","","","21:50","23:25","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9886","","","徐州-昆明","XUZ","","D","B6016","B738","","","","20:30","23:30","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2572","","","加德-昆明","KTM","","I","B5256","B737","","","","20:20","23:30","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"SC8885","","SC8885","乌鲁-昆明","URC","","D","B1745","B738","","","","19:20","23:30","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9748","","","宿务市-昆明","CEB","","I","B6800","B738","","","","19:15","23:30","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"ZH9415","","","深圳-昆明","SZX","","D","B5360","B737","","","","21:00","23:35","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9972","","","海口-昆明","HAK","","D","B6198","A319","","","","21:45","23:40","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5932","","","迪庆-昆明","DIG","","D","B5816","B737","","","","22:35","23:40","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MF8429","","","厦门-昆明","XMN","","D","B5602","B738","","","","21:00","23:45","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5846","","","成都-昆明","CTU","","D","B5815","B737","","","","22:10","23:45","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ3419","","","广州-昆明","CAN","","D","B6289","A320","","","","21:25","23:48","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9586","","","巴厘岛-南宁-昆明","DPS","NNG","M","B7167","B738","","","","22:35","23:50","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"DR6524","","","丽江-昆明","LJG","","D","B6109","B737","","","","22:55","23:50","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"KY8302","","","惠州-昆明","HUZ","","D","B5026","B737","","","","21:30","23:50","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5477","","","上海-昆明","PVG","","D","B5941","A33H","","","","20:30","23:50","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9680","","","槟城-昆明","PEN","","I","B7993","B738","","","","20:20","23:55","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"DR6534","","","武汉-昆明","WUH","","D","B7865","B738","","","","21:45","23:55","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5922","","","丽江-昆明","LJG","","D","B5270","B737","","5","","22:55","23:55","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"KY8266","","","杭州-昆明","HGH","","D","B2669","B737","","","","20:55","0:05","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"CZ3542","","","杭州-武汉-昆明","HGH","WUH","D","B1737","B738","","","","21:55","0:08","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"3U8554","","","乌鲁-重庆-昆明","URC","CKG","D","B6719","A320","","","","22:35","0:10","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"KY8270","","","丽江-版纳-昆明","LJG","JHG","D","B1459","B737","","","","22:55","0:10","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"KY8334","","","大连-西安-昆明","DLC","XIY","D","B7089","B738","","","","21:45","0:10","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"MU5824","","","郑州-昆明","CGO","","D","B6143","B738","","","","21:25","0:10","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"SC8844","","","大阪-济南-昆明","KIX","TNA","M","B7977","B738","","","","20:50","0:10","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"QW9855","","","青岛-屯溪-昆明","TAO","TXN","D","B8442","A320","","","","21:20","0:10","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"MU5746","","","三亚-昆明","SYX","","D","B7592","B738","","","","22:10","0:15","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"MU5972","","","芒市-昆明","LUM","","D","B5802","B737","","","","23:15","0:15","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"DR6516","","","天津-襄阳-昆明","TSN","XFN","D","B5811","B737","","","","22:30","0:20","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"MU5708","","","北京-昆明","PEK","","D","B7600","B738","","","","20:40","0:20","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"MU5750","","","盐城-长沙-昆明","YNZ","HHA","D","B1791","B738","","","","22:10","0:20","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"3U8246","","","合肥-昆明","HFE","","D","B8326","A320","","","","21:40","0:20","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"KY8240","","","青岛-昆明","TAO","","D","B7873","B738","","","","20:50","0:25","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"MU748","","","大阪-上海-昆明","KIX","PVG","M","B1788","B738","","","","21:05","0:25","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"8L9872","","","宁波-宜昌-昆明","NGB","YIH","D","B8446","A320","","","","22:30","0:30","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"DR6522","","","成都-昆明","CTU","","D","B1595","B738","","","","22:50","0:30","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"GJ8661","","","杭州-贵阳-昆明","HGH","KWE","D","B8147","A320","","","","23:20","0:30","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"MU2785","","","南京-昆明","NKG","","D","B9902","A320","","","","21:30","0:30","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"HO1093","","","上海-昆明","SHA","","D","B6381","A320","","","","21:05","0:35","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"MU5902","","","版纳-昆明","JHG","","D","B5267","B737","","","","23:30","0:35","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"MU5916","","","版纳-昆明","JHG","","D","B6141","B737","","","","23:30","0:35","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"MU5722","","","北京-黔江-昆明","PEK","JIQ","D","B5225","B737","","","","22:50","0:35","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"8L9884","","","南京-昆明","NKG","","D","B5359","B738","","","","21:50","0:40","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"KY8250","","","丽江-版纳-昆明","LJG","JHG","D","B7872","B737","","","","23:35","0:40","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"MU5772","","","广州-昆明","CAN","","D","B1792","B738","","","","22:10","0:40","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"KY8232","","","丽江-昆明","LJG","","D","B7871","B737","","","","23:45","0:45","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"HU7311","","","北京-昆明","PEK","","D","B5480","B738","","","","21:25","0:50","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"KY8248","","","芒市-昆明","LUM","","D","B2678","B737","","","","23:45","0:50","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"MU5906","","","版纳-昆明","JHG","","D","B5295","B737","","","","23:50","0:50","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"MU5913","","","版纳-昆明","JHG","","D","B5807","B737","","","","23:45","0:50","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"MU5912","","","版纳-昆明","JHG","","D","B5293","B737","","","","23:55","0:55","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"VJ5324","","","芽庄-昆明","CXR","","D","","A320","","","","","0:55","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"SC4925","","","济南-昆明","TNA","","D","B7978","B738","","","","21:45","1:00","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"VN736","","VN737","芽庄-昆明","CXR","","I","","A321","","","","0:25","1:05","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"8L9974","","","郑州-昆明","CGO","","D","B5732","B738","","","","22:30","1:10","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"8L9984","","","西安-昆明","XIY","","D","B2677","B738","","","","22:55","1:10","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"SC8423","","","青岛-南昌-昆明","TAO","KHN","D","B7885","B738","","","","22:55","1:10","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"8L9690","","","合肥-昆明","HFE","","D","B8445","A320","","","","22:30","1:10","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"8L9890","","","上海-昆明","PVG","","D","B5971","A333","","","","21:55","1:15","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"CA4174","","","北京-昆明","PEK","","D","B6822","A320","","","","21:40","1:15","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"3U8824","","","南昌-昆明","KHN","","D","B1881","A320","","","","23:00","1:20","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"8L9992","","","乌鲁-兰州-昆明","URC","ZGC","D","B7991","B738","","","","23:10","1:20","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"MU5814","","","上海-昆明","SHA","","D","B6147","B738","","","","22:00","1:20","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"MU5848","","","成都-昆明","CTU","","D","B1635","A320","","","","23:45","1:25","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"3U8108","","","青岛-常州-昆明","TAO","CZX","D","B6778","A320","","","","22:35","1:30","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"3U8968","","","大连-重庆-昆明","DLC","CKG","D","B6449","A319","","","","23:55","1:30","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"8L9946","","","成都-昆明","CTU","","D","B7989","B738","","","","23:50","1:30","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"MU5720","","","北京-昆明","PEK","","D","B7591","B738","","","","21:55","1:30","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"8L9986","","","呼和-太原-昆明","HET","TYN","D","B1563","B737","","","","22:45","1:35","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"A67108","","","郑州-昆明","CGO","","D","B8318","A321","","","","22:45","1:35","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"DR6512","","","版纳-昆明","JHG","","D","B5830","B737","","","","0:30","1:35","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"8L9870","","","青岛-武汉-昆明","TAO","WUH","D","B6015","B738","","","","23:25","1:40","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"8L9913","","","版纳-昆明","JHG","","D","B6221","A319","","","","0:40","1:40","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
"3U8228","","","长春-南京-昆明","CGQ","NKG","D","B6956","A320","","","","22:55","1:50","","","","","33-计划","2017/7/2","REG","REG","PAX","","","00"
