FLT,VIP,LKF,RFC,VI1,TOF,REG,TAR,ITY,ABP,STA,ETA,TDT,ATA,FSA,POP,RCP,OPE,SDT,NAT,FLX,MFF,SST,HDL,ORG,CAR,CLA
3U8130,,3U8967,版纳-昆明,,D,B6449,,A319,,12:20,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,JHG,12,正班
3U8202,,,上海-昆明,,D,B6772,,A320,,23:45,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,PVG,15,正班
3U8216,,,郑州-昆明,,D,B1662,,A320,,20:00,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CGO,14,正班
3U8222,,3U8724,福州-南宁-昆明,NNG,D,B8656,,A320,,20:50,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,FOC,10,正班
3U8514,,3U8668,兰州-重庆-昆明,CKG,D,B8325,,A320,,17:20,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,ZGC,14,正班
3U8528,,,西安-昆明,,D,B6778,,A320,,22:15,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,XIY,11,正班
3U8529,,3U8205,杭州-昆明,,D,B8326,,A320,,12:05,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,HGH,15,正班
3U8620,,,版纳-昆明,,D,B6175,,A319,,21:25,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,JHG,12,正班
3U8638,,,岘港-广州-昆明,CAN,M,B1661,,A320,,8:45,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,DAD,3,正班
3U8661,,3U8215,成都-昆明,,D,B1662,,A320,,9:00,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CTU,14,正班
3U8667,,,成都-昆明,,D,B8325,,A320,,23:05,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CTU,13,正班
3U8670,,3U8823,石家庄-成都-昆明,CTU,D,B6719,,A320,,18:45,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,SJW,15,正班
3U8723,,3U8221,北京-昆明,,D,B8656,,A320,,10:55,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,PEK,14,正班
3U8762,,,无锡-昆明,,D,B1821,,A320,,22:35,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,WUX,11,正班
3U8768,,3U8901,温州-南宁-昆明,NNG,D,B6732,,A320,,16:05,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,WNZ,11,正班
3U8818,,3U8619,拉萨-丽江-昆明,LJG,D,B6448,,A319,,16:20,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,LXA,12,正班
3U8838,,3U8837,北京-万州-昆明,WXN,D,B8331,,A320,,13:15,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,PEK,13,正班
3U8848,,3U8527,哈尔滨-郑州-昆明,CGO,D,B6325,,A320,,21:50,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,HRB,10,正班
3U8854,,3U8853,哈尔滨-徐州-昆明,XUZ,D,B6590,,A321,,15:00,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,HRB,11,正班
3U8866,,3U8201,宁波-昆明,,D,B6772,,A320,,14:15,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,NGB,11,正班
3U8902,,,珠海-昆明,,D,B6732,,A320,,23:00,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,ZUH,11,正班
3U8918,,,厦门-昆明,,D,B8329,,A320,,12:50,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,XMN,10,正班
3U8930,,3U8662,沈阳-长沙-昆明,HHA,D,B8500,,A320,,21:10,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,SHE,11,正班
3U8948,,3U8761,济南-昆明,,D,B1821,,A320,,13:55,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,TNA,13,正班
8L9520,,8L9906,芒市-昆明,,D,B5292,,B737,,15:55,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,LUM,11,正班
8L9556,,8L9991,海口-昆明,,D,B1798,,B738,,8:50,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,HAK,10,正班
8L9596,,8L9987,吉隆坡-昆明,,I,B8446,,A320,,17:15,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,KUL,4,正班
8L9624,,8L9955,杭州-昆明,,D,B6015,,B738,,17:55,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,HGH,12,正班
8L9644,,8L9904,芒市-昆明,,D,B5825,,B737,,9:55,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,LUM,14,正班
8L9648,,8L9555,天津-淮安-昆明,HIA,D,B1825,,A320,,18:50,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,TSN,13,正班
8L9652,,8L9979,郑州-昆明,,D,B5732,,B738,,9:45,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CGO,11,正班
8L9656,,,哈尔滨-忻州-昆明,WUT,D,B7167,,B738,,20:30,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,HRB,10,正班
8L9802,,,丽江-昆明,,D,B1563,,B737,,8:15,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,LJG,14,正班
8L9806,,8L9805,丽江-昆明,,D,B6947,,A320,,12:30,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,LJG,14,正班
8L9842,,8L9519,普洱-昆明,,D,B5292,,B737,,12:15,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,SYM,11,正班
8L9850,,8L9921,迪庆-昆明,,D,B5805,,B737,,10:10,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,DIG,15,正班
8L9852,,8L9851,腾冲-昆明,,D,B5249,,B737,,13:50,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,TCZ,14,正班
8L9856,,8L9947,绵阳-昆明,,D,B1587,,B738,,9:15,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,MIG,11,正班
8L9858,,8L9914,腾冲-昆明,,D,B5272,,B737,,15:55,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,TCZ,13,正班
8L9862,,8L9875,合肥-昆明,,D,B2677,,B738,,15:20,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,HFE,11,正班
8L9864,,8L9983,徐州-重庆-昆明,CKG,D,B5359,,B738,,17:30,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,XUZ,11,正班
8L9866,,8L9889,济南-昆明,,D,B7989,,B738,,14:40,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,TNA,10,正班
8L9874,,,杭州-赣州-昆明,KOW,D,B5407,,B738,,16:40,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,HGH,13,正班
8L9876,,,厦门-昆明,,D,B2677,,B738,,23:55,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,XMN,12,正班
8L9888,,8L9801,上海-宜春-昆明,YIC,D,B6198,,A319,,20:05,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,SHA,15,正班
8L9892,,8L9583,大连-武汉-昆明,WUH,D,B6800,,B738,,22:40,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,DLC,13,正班
8L9894,,8L9985,珠海-昆明,,D,B6959,,A320,,12:10,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,ZUH,14,正班
8L9903,,8L9945,版纳-昆明,,D,B5825,,B737,,22:05,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,JHG,10,正班
8L9909,,8L9857,版纳-昆明,,D,B5272,,B737,,11:30,,,,33-计划,REG,,REG,2017/6/25,PAX,,,01,YAG,JHG,10,正班
8L9913,,8L9908,版纳-昆明,,D,B5272,,B737,,20:50,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,JHG,12,正班
8L9922,,,沧源-昆明,,D,B5805,,B737,,13:55,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CWJ,10,正班
8L9942,,8L9971,大理-昆明,,D,B6221,,A319,,17:45,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,DLU,12,正班
8L9948,,8L9975,成都-昆明,,D,B1587,,B738,,14:45,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CTU,12,正班
8L9956,,8L9883,郑州-昆明,,D,B5409,,B738,,16:50,,,,33-计划,REG,,REG,2017/6/25,PAX,,,01,YAG,CGO,10,正班
8L9960,,8L9993,宁波-安庆-昆明,AQG,D,B5449,,B738,,17:45,,,,33-计划,REG,,REG,2017/6/25,PAX,,,01,YAG,NGB,13,正班
8L9966,,,三亚-昆明,,D,B5971,,A333,,12:35,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,SYX,11,正班
8L9972,,,海口-昆明,,D,B6221,,A319,,23:40,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,HAK,10,正班
8L9980,,,深圳-昆明,,D,B5732,,B738,,22:30,,,,33-计划,REG,,REG,2017/6/25,PAX,,,01,YAG,SZX,13,正班
8L9988,,8L9675,北京-昆明,,D,B8445,,A320,,10:00,,,,33-计划,REG,,REG,2017/6/25,PAX,,,01,YAG,PEK,10,正班
8L9994,,8L9623,西安-昆明,,D,B6015,,B738,,8:50,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,XIY,11,正班
9C8823,,9C8824,上海-遵义-昆明,ZYI,D,B1840,,A320,,15:35,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,SHA,14,正班
9C8827,,9C8828,上海-芷江-昆明,HJJ,D,B8871,,A320,,11:15,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,SHA,11,正班
9C8829,,9C8830,上海-常德-昆明,CGD,D,B8581,,A320,,18:35,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,SHA,10,正班
9C8937,,9C8938,石家庄-昆明,,D,B6840,,A320,,13:45,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,SJW,11,正班
A67106,,A67107,南昌-昆明,,D,B8318,,A321,,17:10,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,KHN,13,正班
A67114,,,长春-临沂-昆明,LYI,D,B8432,,A320,,23:30,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CGQ,13,正班
AK101,,AK100,吉隆坡-昆明,,I,9MAFF,,A320,,16:55,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,KUL,3,正班
B7289,,B7290,高雄-昆明,,R,B16211,,A321,,10:35,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,CES,KHH,2,正班
BK2716,,BK2798,南京-昆明,,D,B5181,,B738,,16:50,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,NKG,11,正班
BK2744,,BK2898,版纳-昆明,,D,B5843,,B738,,17:15,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,JHG,10,正班
BK2797,,BK2715,长沙-昆明,,D,B5181,,B738,,9:10,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,HHA,10,正班
BK2897,,BK2743,天津-昆明,,D,B5843,,B738,,13:20,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,TSN,12,正班
CA1401,,CA1402,天津-昆明,,D,B1418,,B738,,19:15,,,,33-计划,REG,,REG,2017/6/25,PAX,,,01,YAG,TSN,14,正班
CA1403,,CA1404,北京-昆明,,D,B5851,,B738,,10:35,,,,33-计划,REG,,REG,2017/6/25,PAX,,,01,YAG,PEK,12,正班
CA1467,,CA1468,天津-昆明,,D,B6499,,B738,,20:05,,,,33-计划,REG,,REG,2017/6/25,PAX,,,01,YAG,TSN,11,正班
CA1481,,CA1482,天津-运城-昆明,YCU,D,B5849,,B738,,17:05,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,TSN,14,正班
CA1487,,CA1488,北京-达县-昆明,DAX,D,B5213,,B737,,14:20,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,PEK,14,正班
CA1751,,CA1956,杭州-昆明,,D,B6032,,A319,,10:30,,,,33-计划,REG,,REG,2017/6/25,PAX,,,01,YAG,HGH,13,正班
CA1753,,CA1754,杭州-昆明,,D,B6676,,A320,,18:35,,,,33-计划,REG,,REG,2017/6/25,PAX,,,01,YAG,HGH,11,正班
CA1937,,CA1938,上海-昆明,,D,B6918,,A320,,19:20,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,PVG,10,正班
CA1955,,CA1752,温州-昆明,,D,B8337,,A320,,11:10,,,,33-计划,REG,,REG,2017/6/25,PAX,,,01,YAG,WNZ,10,正班
CA415,,CA415,成都-昆明,,D,B6227,,A319,,9:15,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CTU,11,正班
CA416,,CA416,仰光-昆明,,I,B6227,,A319,,15:45,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,RGN,3,正班
CA4172,Y,CA4173,北京-昆明,,D,B6847,,A320,,15:25,,,,33-计划,REG,,REG,2017/6/25,PAX,,,01,YAG,PEK,12,正班
CA4176,,CA4460,沈阳-昆明,,D,B1852,,A320,,16:30,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,SHE,15,正班
CA4276,,CA4275,哈尔滨-昆明,,D,B8338,,A320,,14:20,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,HRB,12,正班
CA4413,,CA4414,成都-昆明,,D,B6828,,A320,,12:05,,,,33-计划,REG,,REG,2017/6/25,PAX,,,01,YAG,CTU,12,正班
CA4417,,,成都-昆明,,D,B6967,,A320,,22:30,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CTU,15,正班
CA4459,,,成都-昆明,,D,B6822,,A320,,23:15,,,,33-计划,REG,,REG,2017/6/25,PAX,,,01,YAG,CTU,11,正班
CA8937,,,大连-武当山-昆明,WDS,D,B5642,,B738,,22:30,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,DLC,14,正班
CF9018,,CF9017,南京-昆明,,D,B2824,,B757,,8:55,,,,33-计划,REG,,REG,2017/6/25,CGO,,,00,UNK,NKG,,货运包机
CZ3247,,CZ3248,桂林-昆明,,D,B5339,,B738,,13:48,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,KWL,13,正班
CZ3407,,CZ3408,广州-昆明,,D,B1653,,A320,,16:28,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CAN,13,正班
CZ3409,,CZ3410,广州-昆明,,D,B6067,,B738,,10:43,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CAN,11,正班
CZ3415,,CZ3416,广州-昆明,,D,B5020,,B738,,14:08,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CAN,15,正班
CZ3419,,,广州-昆明,,D,B6289,,A320,,23:48,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CAN,14,正班
CZ3431,,CZ3432,海口-昆明,,D,B8548,,A321,,9:48,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,HAK,10,正班
CZ3449,,CZ3450,广州-昆明,,D,B5699,,B738,,17:33,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CAN,12,正班
CZ3451,,CZ3451,深圳-昆明,,D,B2369,,A320,,16:08,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,SZX,15,正班
CZ3452,,CZ3452,丽江-昆明,,D,B2369,,A320,,20:08,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,LJG,13,正班
CZ3459,,CZ3460,深圳-昆明,,D,B2365,,A320,,10:23,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,SZX,11,正班
CZ3467,,CZ3468,长沙-昆明,,D,B6293,,A320,,20:23,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,HHA,12,正班
CZ3469,,CZ3470,武汉-昆明,,D,B5070,,B737,,16:08,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,WUH,12,正班
CZ3481,,CZ3481,广州-昆明,,D,B6203,,A319,,9:18,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CAN,13,正班
CZ3482,,CZ3482,大理-昆明,,D,B6203,,A319,,12:58,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,DLU,12,正班
CZ3487,,CZ3487,广州-昆明,,D,B6019,,A319,,15:08,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CAN,14,正班
CZ3488,,CZ3488,丽江-昆明,,D,B6019,,A319,,19:08,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,LJG,11,正班
CZ3489,,CZ3490,广州-昆明,,D,B6683,,A321,,20:58,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CAN,13,正班
CZ3491,,CZ3491,郑州-昆明,,D,B2620,,B737,,10:33,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CGO,12,正班
CZ3492,,CZ3492,版纳-昆明,,D,B2620,,B737,,14:23,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,JHG,13,正班
CZ3495,,CZ3496,郑州-昆明,,D,B5675,,B738,,16:33,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CGO,10,正班
CZ3677,,CZ3678,上海-昆明,,D,B9930,,A320,,10:53,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,PVG,13,正班
CZ3747,,CZ3748,珠海-昆明,,D,B5676,,B738,,20:28,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,ZUH,10,正班
CZ3857,,CZ3858,汕头-昆明,,D,B5837,,B738,,10:58,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,SWA,11,正班
CZ3863,,CZ3864,汕头-南宁-昆明,NNG,D,B5640,,B738,,19:53,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,SWA,10,正班
CZ3901,,CZ3902,北京-昆明,,D,B6098,,A333,,12:23,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,PEK,10,正班
CZ3997,,,北京-昆明,,D,B6098,,A333,,23:03,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,PEK,10,正班
CZ6159,Y,CZ6160,北京-昆明,,D,B6317,,A321,,18:13,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,PEK,10,正班
CZ6269,,CZ6270,哈尔滨-西安-昆明,XIY,D,B8847,,A32E,,14:43,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,HRB,14,正班
CZ6415,,CZ6416,沈阳-西安-昆明,XIY,D,B6776,,A320,,18:58,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,SHE,12,正班
CZ6425,,CZ6426,大连-武汉-昆明,WUH,D,B1829,,A320,,12:43,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,DLC,14,正班
CZ6427,,CZ6428,大连-长沙-昆明,HHA,D,B1651,,A320,,16:38,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,DLC,14,正班
CZ6459,,CZ6460,长春-重庆-昆明,CKG,D,B6812,,A320,,14:48,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CGQ,13,正班
CZ6561,,CZ6562,义乌-昆明,,D,B5641,,B738,,19:23,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,YIW,13,正班
CZ6597,,CZ6598,三亚-昆明,,D,B8640,,A321,,19:58,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,SYX,12,正班
CZ6601,,CZ6602,郑州-昆明,,D,B5233,,B737,,20:58,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CGO,15,正班
CZ6799,,CZ6800,上海-昆明,,D,B8848,,A321,,18:13,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,PVG,11,正班
CZ6923,,CZ6924,深圳-昆明,,D,B1880,,A321,,21:03,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,SZX,14,正班
CZ6949,,CZ6950,乌鲁-重庆-昆明,CKG,D,B5762,,B738,,16:38,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,URC,11,正班
CZ6977,,CZ6978,武汉-昆明,,D,B2917,,B737,,20:43,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,WUH,11,正班
CZ8509,,,长春-青岛-昆明,TAO,D,B6583,,A320,,23:13,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CGQ,12,正班
DR6502,Y,DR6505,芒市-昆明,,D,B5830,,B737,,15:55,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,LUM,14,正班
DR6504,,DR6579,芒市-昆明,,D,B5829,,B737,,19:40,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,LUM,13,正班
DR6506,,DR6511,芒市-昆明,,D,B5830,,B737,,21:40,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,LUM,15,正班
DR6508,,DR6501,芒市-昆明,,D,B5830,,B737,,12:00,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,LUM,10,正班
DR6510,,DR6515,版纳-昆明,,D,B5811,,B737,,11:40,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,JHG,14,正班
DR6524,,,丽江-昆明,,D,B6109,,B737,,23:50,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,LJG,11,正班
DR6530,,,呼和-太原-昆明,TYN,D,B1595,,B738,,17:50,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,HET,15,正班
DR6534,,,武汉-昆明,,D,B7865,,B738,,23:55,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,WUH,14,正班
DR6570,,DR6537,北海-昆明,,D,B1597,,B738,,11:20,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,BHY,13,正班
DR6580,,DR6523,芒市-昆明,,D,B6109,,B737,,14:55,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,LUM,13,正班
EU2223,,EU2721,成都-昆明,,D,B6229,,A319,,8:20,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CTU,15,正班
EU2226,,EU2224,版纳-昆明,,D,B6229,,A319,,22:15,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,JHG,12,正班
EU2722,,EU2225,厦门-柳州-昆明,LZH,D,B6229,,A319,,18:25,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,XMN,10,正班
FM9429,,FM9430,上海-衡阳-昆明,HNY,D,B6993,,B738,,16:20,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,CES,PVG,7,正班
FM9451,,FM9452,上海-昆明,,D,B2567,,B763,,12:30,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,CES,SHA,6,正班
FM9453,,FM9453,上海-昆明,,D,B5261,,B737,,11:45,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,CES,SHA,6,正班
FM9454,,FM9454,版纳-昆明,,D,B5261,,B737,,15:45,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,CES,JHG,6,正班
FM9539,,FM9540,温州-昆明,,D,B5140,,B738,,10:45,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,CES,WNZ,6,正班
FM9541,,FM9542,郑州-昆明,,D,B5320,,B738,,10:35,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,CES,CGO,5,正班
FU6509,,FU6510,福州-昆明,,D,B1905,,B738,,21:20,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,FOC,10,正班
GJ8837,,GJ8838,杭州-珠海-昆明,ZUH,D,B8147,,A320,,13:45,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,HGH,12,正班
GJ8872,,,长春-临沂-昆明,LYI,D,B1676,,A320,,22:35,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,CGQ,12,正班
GS7661,,GS7662,西安-昆明,,D,B9983,,A320,,21:50,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,XIY,11,正班
GS7855,,GS7856,天津-昆明,,D,B9963,,A320,,12:05,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,TSN,13,正班
GS7857,,GS7858,天津-西安-昆明,XIY,D,B8776,,A330,,13:10,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,TSN,10,正班
GS7875,,GS7876,天津-西安-昆明,XIY,D,B6865,,A320,,18:55,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,TSN,13,正班
HO1017,,HO1018,上海-大庸-昆明,DYG,D,B6717,,A320,,18:55,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,PVG,14,正班
HO1047,,HO1048,杭州-毕节-昆明,BFJ,D,B6965,,A320,,18:45,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,HGH,12,正班
HO1099,,HO1100,上海-昆明,,D,B6670,,A320,,15:30,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,SHA,13,正班
HO1121,,HO1122,上海-昆明,,D,B6396,,A320,,11:50,,,,33-计划,REG,,REG,2017/6/25,PAX,,,01,YAG,SHA,13,正班
HO1681,,HO1682,南京-毕节-昆明,BFJ,D,B6949,,A320,,13:50,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,NKG,10,正班
HU7087,,HU7088,海口-昆明,,D,B1793,,B737,,9:35,,,,33-计划,REG,,REG,2017/6/25,PAX,,,01,YAG,HAK,14,正班
HU7111,,HU7112,北京-昆明,,D,B5439,,B738,,19:10,,,,33-计划,REG,,REG,2017/6/25,PAX,,,01,YAG,PEK,10,正班
HU7163,,HU7164,深圳-昆明,,D,B1795,,B738,,10:25,,,,33-计划,REG,,REG,2017/6/25,PAX,,,01,YAG,SZX,10,正班
HU7211,Y,HU7212,北京-昆明,,D,B2739,164,B787,,11:35,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,PEK,13,正班
JD5155,,JD5156,丽江-昆明,,D,B1621,,A320,,15:05,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,LJG,12,正班
JD5157,,JD5158,杭州-昆明,,D,B8678,,A330,,13:15,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,HGH,11,正班
JD5165,Y,JD5791,丽江-昆明,,D,B6403,,A319,,10:40,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,LJG,14,正班
JD5789,,JD5790,版纳-昆明,,D,B8072,,A320,,11:20,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,JHG,12,正班
JD5792,,JD5166,芒市-昆明,,D,B6403,,A319,,14:40,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,LUM,11,正班
KA760,,KA761,香港-昆明,,R,BHSU,,A320,,14:20,,,,33-计划,REG,,REG,2017/6/25,PAX,,,01,YAG,HKG,4,正班
KN2381,,KN5212,石家庄-昆明,,D,B1523,,B738,,10:00,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,CES,SJW,5,正班
KN5211,,KN2382,南苑-汉中-昆明,HZG,D,B1753,,B738,,19:55,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,CES,NAY,6,正班
KY8204,,,南京-昆明,,D,B2667,,B737,,19:00,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,NKG,15,正班
