FLT,VIP,TAR,LKF,RFC,VI1,DES,TOF,REG,ITY,GAT,CID,MP1,STD,ETD,ABT,ATD,FSA,SDT,EAN,POP,OPE,RCP,NAT,FLX,MFF,SST
"GJ8838","","","GJ8837","昆明-珠海-杭州","ZUH","HGH","D","B8560","A320","","","","18:05","","","","33-计划","2017/7/4","19:53","REG","REG","","PAX","","","00"
"GJ8871","","722b","GJ8661","昆明-临沂-长春","LYI","CGQ","D","B8335","A320","","","","8:05","","","","33-计划","2017/7/4","10:48","REG","REG","","PAX","","","00"
"GJ8882","","","GJ8881","昆明-杭州","","HGH","D","B8146","A320","","","","21:25","","","","33-计划","2017/7/4","23:54","REG","REG","","PAX","","","00"
"GS7662","","","GS7661","昆明-西安","","XIY","D","B1619","A320","","","","22:50","","","","33-计划","2017/7/4","0:37","REG","REG","","PAX","","","00"
"GS7856","","","GS7855","昆明-天津","","TSN","D","B8959","A330","","","","13:25","","","","33-计划","2017/7/4","16:17","REG","REG","","PAX","","","00"
"HO1018","","","HO1017","昆明-大庸-上海","DYG","PVG","D","B6395","A320","","","","19:55","","","","33-计划","2017/7/4","21:16","REG","REG","","PAX","","","00"
"HO1048","","","HO1047","昆明-毕节-杭州","BFJ","HGH","D","B6640","A320","","","","19:55","","","","33-计划","2017/7/4","20:39","REG","REG","","PAX","","","00"
"HO1094","","722a","HO1093","昆明-上海","","SHA","D","B6670","A320","","","","7:40","","","","33-计划","2017/7/4","10:24","REG","REG","","PAX","","","00"
"HO1100","","","HO1099","昆明-上海","","SHA","D","B6768","A320","","","","16:35","","","","33-计划","2017/7/4","19:18","REG","REG","","PAX","","","00"
"HO1122","","","HO1121","昆明-上海","","SHA","D","B6618","A320","","","","12:55","","","","33-计划","2017/7/4","15:37","REG","REG","","PAX","","","00"
"HU7112","","","HU7111","昆明-北京","","PEK","D","B7379","B738","","","","20:25","","","","33-计划","2017/7/4","23:16","REG","REG","","PAX","","","00"
"HU7164","","","HU7163","昆明-深圳","","SZX","D","B5521","B738","","","","11:25","","","","33-计划","2017/7/4","13:06","REG","REG","","PAX","","","00"
"HU7212","","","HU7211","昆明-北京","","PEK","D","B6060","B738","","","","12:55","","","","33-计划","2017/7/4","15:46","REG","REG","","PAX","","","00"
"HU7236","","","HU7235","昆明-广州","","CAN","D","B5373","B738","","","","22:20","","","","33-计划","2017/7/4","23:59","REG","REG","","PAX","","","00"
"HU7312","","149","HU7311","昆明-北京","","PEK","D","B1997","B738","51","","","7:10","","","","33-计划","2017/7/4","10:07","REG","REG","","PAX","","","00"
"JD5156","","","JD5155","昆明-丽江","","LJG","D","B1622","A320","","","","16:05","","","","33-计划","2017/7/4","16:58","REG","REG","","PAX","","","00"
"JD5158","","","JD5157","昆明-杭州","","HGH","D","B8679","A330","","","","14:30","","","","33-计划","2017/7/4","16:54","REG","REG","","PAX","","","00"
"JD5166","","","JD5792","昆明-丽江","","LJG","D","B6181","A319","","","","15:50","","","","33-计划","2017/7/4","16:41","REG","REG","","PAX","","","00"
"JD5790","","","JD5789","昆明-版纳","","JHG","D","B8170","A320","","","","12:20","","","","33-计划","2017/7/4","13:07","REG","REG","","PAX","","","00"
"JD5791","","","JD5165","昆明-芒市","","LUM","D","B6181","A319","","","","11:45","","","","33-计划","2017/7/4","12:35","REG","REG","","PAX","","","00"
"KA761","","","KA760","昆明-香港","","HKG","R","BHLE","A330","","","","15:20","","","","33-计划","2017/7/4","","REG","REG","","PAX","","","00"
"KN2382","","","KN5211","昆明-石家庄","","SJW","D","B1750","B738","","","","20:55","","","","33-计划","2017/7/4","23:32","REG","REG","","PAX","","","00"
"KN5212","","","KN2381","昆明-汉中-南苑","HZG","NAY","D","B1751","B738","","","","11:10","","","","33-计划","2017/7/4","12:42","REG","REG","","PAX","","","00"
"KY8203","","","KY8220","昆明-南京","","NKG","D","B5673","B738","","","","12:00","","","","33-计划","2017/7/4","14:20","REG","REG","","PAX","","","00"
"KY8205","","535","KY8342","昆明-济南-哈尔滨","TNA","HRB","D","B2669","B737","","","","9:05","","","","33-计划","2017/7/4","11:43","REG","REG","","PAX","","","00"
"KY8209","","","KY8252","昆明-版纳","","JHG","D","B7870","B737","","","","12:55","","","","33-计划","2017/7/4","13:44","REG","REG","","PAX","","","00"
"KY8219","","","KY8204","昆明-深圳","","SZX","D","B5673","B738","","","","21:25","","","","33-计划","2017/7/4","23:10","REG","REG","","PAX","","","00"
"KY8221","","","KY8274","昆明-重庆","","CKG","D","B6493","B738","","","","17:25","","","","33-计划","2017/7/4","18:41","REG","REG","","PAX","","","00"
"KY8231","","","KY8256","昆明-丽江","","LJG","D","B7872","B737","","","","16:40","","","","33-计划","2017/7/4","17:33","REG","REG","","PAX","","","00"
"KY8233","","","KY8308","昆明-太原","","TYN","D","B6495","B738","","","","13:55","","","","33-计划","2017/7/4","16:23","REG","REG","","PAX","","","00"
"KY8235","","144","KY8266","昆明-杭州","","HGH","D","B2667","B737","61","","","8:15","","","","33-计划","2017/7/4","10:43","REG","REG","","PAX","","","00"
"KY8239","","","KY8284","昆明-青岛","","TAO","D","B5702","B738","","","","16:20","","","","33-计划","2017/7/4","19:23","REG","REG","","PAX","","","00"
"KY8243","","","KY8340","昆明-普洱","","SYM","D","B2678","B737","","","","18:15","","","","33-计划","2017/7/4","18:58","REG","REG","","PAX","","","00"
"KY8245","","316","KY8250","昆明-芒市","","LUM","D","B5026","B737","","","","15:00","","","","33-计划","2017/7/4","15:52","REG","REG","","PAX","","","00"
"KY8247","","","KY8244","昆明-芒市","","LUM","D","B2678","B737","","","","21:55","","","","33-计划","2017/7/4","22:46","REG","REG","","PAX","","","00"
"KY8249","","","KY8316","昆明-丽江","","LJG","D","B7871","B737","","","","20:10","","","","33-计划","2017/7/4","21:04","REG","REG","","PAX","","","00"
"KY8251","","147","KY8210","昆明-保山","","BSD","D","B7870","B737","55","","","7:55","","","","33-计划","2017/7/4","8:44","REG","REG","","PAX","","","00"
"KY8253","","148","KY8276","昆明-西安","","XIY","D","B1991","B738","53","","","8:10","","","","33-计划","2017/7/4","10:01","REG","REG","","PAX","","","00"
"KY8255","","325","KY8232","昆明-临沧","","LNJ","D","B7872","B737","","","","8:50","","","","33-计划","2017/7/4","9:33","REG","REG","","PAX","","","00"
"KY8257","","145","KY8334","昆明-郑州","","CGO","D","B7873","B738","59","","","8:25","","","","33-计划","2017/7/4","10:40","REG","REG","","PAX","","","00"
"KY8265","","","KY8236","昆明-杭州","","HGH","D","B2667","B737","","","","16:50","","","","33-计划","2017/7/4","19:16","REG","REG","","PAX","","","00"
"KY8269","","","KY8314","昆明-丽江","","LJG","D","B1459","B737","","","","19:10","","","","33-计划","2017/7/4","20:04","REG","REG","","PAX","","","00"
"KY8273","","","KY8286","昆明-武汉","","WUH","D","B6493","B738","","","","10:20","","","","33-计划","2017/7/4","12:13","REG","REG","","PAX","","","00"
"KY8281","","","KY8254","昆明-上海","","PVG","D","B1991","B738","","","","14:40","","","","33-计划","2017/7/4","17:29","REG","REG","","PAX","","","00"
"KY8283","","526L","KY8222","昆明-上海","","PVG","D","B5702","B738","","","","7:40","","","","33-计划","2017/7/4","10:27","REG","REG","","PAX","","","00"
"KY8285","","","KY8222","昆明-广州","","CAN","D","B6493","B738","","","","22:40","","","","33-计划","2017/7/4","0:23","REG","REG","","PAX","","","00"
"KY8295","","146","KY8282","昆明-重庆-南通","CKG","NTG","D","B6492","B738","57","","","7:05","","","","33-计划","2017/7/4","8:19","REG","REG","","PAX","","","00"
"KY8297","","143","KY8298","昆明-石家庄-长春","SJW","CGQ","D","B2679","B737","63","","","9:40","","","","33-计划","2017/7/4","12:21","REG","REG","","PAX","","","00"
"KY8301","","","KY8246","昆明-惠州","","HUZ","D","B5026","B737","","","","18:40","","","","33-计划","2017/7/4","20:29","REG","REG","","PAX","","","00"
"KY8307","","","KY8258","昆明-南昌","","KHN","D","B7873","B738","","","","16:50","","","","33-计划","2017/7/4","18:49","REG","REG","","PAX","","","00"
"KY8313","","522L","KY8314","昆明-腾冲","","TCZ","D","B1459","B737","","","","8:00","","","","33-计划","2017/7/4","8:53","REG","REG","","PAX","","","00"
"KY8315","","142","KY8270","昆明-腾冲","","TCZ","D","B7871","B737","62","","","7:20","","","","33-计划","2017/7/4","8:13","REG","REG","","PAX","","","00"
"KY8321","","721","KY8302","昆明-成都","","CTU","D","B6491","B738","","","","8:15","","","","33-计划","2017/7/4","9:19","REG","REG","","PAX","","","00"
"KY8333","","326","KY8240","昆明-西安-大连","XIY","DLC","D","B1507","B738","","","","9:50","","","","33-计划","2017/7/4","11:43","REG","REG","","PAX","","","00"
"KY8337","","521R","KY8234","昆明-临汾","","LFQ","D","B5672","B738","","","","10:40","","","","33-计划","2017/7/4","12:58","REG","REG","","PAX","","","00"
"KY8341","","526R","KY8206","昆明-厦门-南宁","XMN","NNG","D","B5025","B737","","","","9:15","","","","33-计划","2017/7/4","11:35","REG","REG","","PAX","","","00"
"MF8406","","","MF8405","昆明-厦门","","XMN","D","B5383","B738","","","","11:50","","","","33-计划","2017/7/4","14:05","REG","REG","","PAX","","","00"
"MF8418","","","MF8417","昆明-厦门","","XMN","D","B5308","B738","","","","15:40","","","","33-计划","2017/7/4","17:56","REG","REG","","PAX","","","00"
"MF8428","","","MF8427","昆明-福州","","FOC","D","B5319","B738","","","","12:20","","","","33-计划","2017/7/4","14:45","REG","REG","","PAX","","","00"
"MF8430","","329","MF8429","昆明-厦门","","XMN","D","B5308","B738","","","","8:05","","","","33-计划","2017/7/4","10:21","REG","REG","","PAX","","","00"
"MF8462","","","MF8461","昆明-武汉-杭州","WUH","HGH","D","B6887","B738","","","","19:15","","","","33-计划","2017/7/4","21:04","REG","REG","","PAX","","","00"
"MF8476","","","MF8641","昆明-福州","","FOC","D","B5382","B738","","","","20:15","","","","33-计划","2017/7/4","22:38","REG","REG","","PAX","","","00"
"MF8642","","","MF8475","昆明-珠海-泉州","ZUH","JJN","D","B5319","B738","","","","20:10","","","","33-计划","2017/7/4","21:50","REG","REG","","PAX","","","00"
"MI915","","","MI916","昆明-新加坡","","SIN","I","9VMGE","B738","","","","19:15","","","","33-计划","2017/7/4","","REG","REG","","PAX","","","00"
"MU2027","","103","MU556","昆明-台北","","TPE","R","B1791","B738","76","","","8:15","","","","33-计划","2017/7/4","12:36","REG","REG","","PAX","","","00"
"MU2029","","","MU5842","昆明-曼德勒","","MDL","I","B6145","B738","","","","14:45","","","","33-计划","2017/7/4","16:03","REG","REG","","PAX","","","00"
"MU2031","","","MU5862","昆明-仰光","","RGN","I","B1907","B738","","","","13:55","","","","33-计划","2017/7/4","16:25","REG","REG","","PAX","","","00"
"MU2035","","","MU2035","昆明-达卡","","DAC","I","B1792","B738","","","","13:00","","","","33-计划","2017/7/4","14:35","REG","REG","","PAX","","","00"
"MU2036","","","MU2036","昆明-北京","","PEK","D","B1792","B738","","","","20:30","","","","33-计划","2017/7/4","23:26","REG","REG","","PAX","","","00"
"MU2144","","","MU7183","昆明-太原","","TYN","D","B5258","B737","","","","18:40","","","","33-计划","2017/7/4","21:02","REG","REG","","PAX","","","00"
"MU215","","106","MU216","昆明-南京-温哥华","NKG","YVR","M","B5941","A33H","","","","9:10","","","","33-计划","2017/7/4","11:28","REG","REG","","PAX","","","00"
"MU2182","","","MU2181","昆明-西安","","XIY","D","B6929","A320","","","","11:15","","","","33-计划","2017/7/4","13:06","REG","REG","","PAX","","","00"
"MU2206","","","MU2205","昆明-银川","","INC","D","B1608","B738","","","","11:35","","","","33-计划","2017/7/4","13:54","REG","REG","","PAX","","","00"
"MU2208","","","MU2207","昆明-西安","","XIY","D","B1812","A325","","","","18:10","","","","33-计划","2017/7/4","19:59","REG","REG","","PAX","","","00"
"MU2246","","","MU2245","昆明-西宁","","XNN","D","B2372","A320","","","","23:15","","","","33-计划","2017/7/4","1:22","REG","REG","","PAX","","","00"
"MU2250","","","MU2249","昆明-兰州","","ZGC","D","B2209","A320","","","","10:35","","","","33-计划","2017/7/4","12:30","REG","REG","","PAX","","","00"
"MU2263","","509","MU5810","昆明-西安-沈阳","XIY","SHE","D","B5796","B738","","","","9:45","","","","33-计划","2017/7/4","11:36","REG","REG","","PAX","","","00"
"MU2360","","","MU2359","昆明-西宁","","XNN","D","B2372","A320","","","","10:20","","","","33-计划","2017/7/4","12:30","REG","REG","","PAX","","","00"
"MU2362","","","MU2361","昆明-西安","","XIY","D","B8977","A325","","","","21:30","","","","33-计划","2017/7/4","23:21","REG","REG","","PAX","","","00"
"MU2494","","","MU2497","昆明-武汉-温州","WUH","WNZ","D","B7376","B738","","","","11:20","","","","33-计划","2017/7/4","13:09","REG","REG","","PAX","","","00"
"MU2496","","","MU2495","昆明-成都","","CTU","D","B5589","B737","","","","10:10","","","","33-计划","2017/7/4","11:14","REG","REG","","PAX","","","00"
"MU2498","","","MU2493","昆明-武汉","","WUH","D","B7376","B738","","","","23:20","","","","33-计划","2017/7/4","1:09","REG","REG","","PAX","","","00"
"MU2561","","","MU9742","昆明-琅勃","","LPQ","I","B5271","B737","","","","14:05","","","","33-计划","2017/7/4","15:18","REG","REG","","PAX","","","00"
"MU2575","","702","MU5932","昆明-河内","","HAN","I","B5807","B737","","","","15:05","","","","33-计划","2017/7/4","16:15","REG","REG","","PAX","","","00"
"MU2581","","502","MU2567","昆明-岘港","","DAD","I","B1788","B738","","","","13:20","","","","33-计划","2017/7/4","15:12","REG","REG","","PAX","","","00"
"MU2585","","","MU5737","昆明-胡市","","SGN","I","B5809","B737","","","","15:50","","","","33-计划","2017/7/4","18:31","REG","REG","","PAX","","","00"
"MU2588","","","MU2588","昆明-北京","","PEK","D","B1790","B738","","","","20:25","","","","33-计划","2017/7/4","23:22","REG","REG","","PAX","","","00"
"MU2589","","104","MU5772","昆明-万象","","VTE","I","B1789","B738","78","","","8:05","","","","33-计划","2017/7/4","9:25","REG","REG","","PAX","","","00"
"MU2595","","715","MU5708","昆明-清迈","","CNX","I","B6147","B738","","J01-J02","","6:30","","","","33-计划","2017/7/4","7:57","REG","MVT","","PAX","","","00"
"MU2599","","","MU9731","昆明-金边","","PNH","I","B5822","B737","","","","16:20","","","","33-计划","2017/7/4","18:39","REG","REG","","PAX","","","00"
"MU2705","","","MU2705","昆明-丽江","","LJG","D","B6456","A319","","","","11:30","","","","33-计划","2017/7/4","12:24","REG","REG","","PAX","","","00"
"MU2706","","","MU2706","昆明-南京","","NKG","D","B6456","A319","","","","15:35","","","","33-计划","2017/7/4","17:57","REG","REG","","PAX","","","00"
"MU2716","","","MU2715","昆明-长沙-南京","HHA","NKG","D","B2221","A320","","","","17:10","","","","33-计划","2017/7/4","18:52","REG","REG","","PAX","","","00"
"MU2726","","134","MU2785","昆明-南京","","NKG","D","B2221","A320","32","","","8:30","","","","33-计划","2017/7/4","10:48","REG","REG","","PAX","","","00"
"MU2736","","","MU2735","昆明-长沙-南京","HHA","NKG","D","B6759","A320","","","","19:35","","","","33-计划","2017/7/4","21:14","REG","REG","","PAX","","","00"
"MU2746","","","MU2745","昆明-长沙-南京","HHA","NKG","D","B6463","A319","","","","21:10","","","","33-计划","2017/7/4","22:47","REG","REG","","PAX","","","00"
"MU2755","","","MU2755","昆明-版纳","","JHG","D","B6457","A319","","","","21:05","","","","33-计划","2017/7/4","21:51","REG","REG","","PAX","","","00"
"MU2756","","","MU2756","昆明-南京","","NKG","D","B6463","A319","","","","10:40","","","","33-计划","2017/7/4","12:59","REG","REG","","PAX","","","00"
"MU2766","","125","MU2995","昆明-南京-长春","NKG","CGQ","D","B8222","A320","41","","","7:35","","","","33-计划","2017/7/4","9:57","REG","REG","","PAX","","","00"
"MU2786","","","MU2725","昆明-南京","","NKG","D","B2410","A320","","","","16:30","","","","33-计划","2017/7/4","18:50","REG","REG","","PAX","","","00"
"MU2976","","","MU2975","昆明-重庆-无锡","CKG","WUX","D","B1635","A320","","","","14:25","","","","33-计划","2017/7/4","15:40","REG","REG","","PAX","","","00"
"MU2986","","","MU2985","昆明-无锡","","WUX","D","B1636","A320","","","","20:10","","","","33-计划","2017/7/4","22:42","REG","REG","","PAX","","","00"
"MU2996","","108","MU5848","昆明-重庆-无锡","CKG","WUX","D","B1636","A320","","","","7:45","","","","33-计划","2017/7/4","8:59","REG","REG","","PAX","","","00"
"MU5077","","","MU5077","昆明-曼谷","","BKK","I","B6801","A320","","","","16:10","","","","33-计划","2017/7/4","18:11","REG","REG","","PAX","","","00"
"MU5093","","","MU5093","昆明-新加坡","","SIN","I","B6873","A320","","","","22:35","","","","33-计划","2017/7/4","2:30","REG","REG","","PAX","","","00"
"MU5146","","","MU5229","昆明-太原","","TYN","D","B1773","B738","","","","21:30","","","","33-计划","2017/7/4","23:49","REG","REG","","PAX","","","00"
"MU5230","","","MU5145","昆明-温州","","WNZ","D","B1933","B738","","","","22:25","","","","33-计划","2017/7/4","0:51","REG","REG","","PAX","","","00"
"MU5299","","","MU5292","昆明-太原-北京","TYN","PEK","D","B1723","B738","","","","16:15","","","","33-计划","2017/7/4","18:38","REG","REG","","PAX","","","00"
"MU5328","","","MU5327","昆明-九华山-济南","JUH","TNA","D","B6003","A320","","","","16:20","","","","33-计划","2017/7/4","18:42","REG","REG","","PAX","","","00"
"MU5438","","","MU5437","昆明-南充-上海","NAO","PVG","D","B6423","A319","","","","15:40","","","","33-计划","2017/7/4","17:08","REG","REG","","PAX","","","00"
"MU5450","","","MU5463","昆明-重庆","","CKG","D","B6830","A320","","","","22:15","","","","33-计划","2017/7/4","23:29","REG","REG","","PAX","","","00"
"MU5454","","","MU5453","昆明-武汉-宁波","WUH","NGB","D","B6007","A320","","","","14:15","","","","33-计划","2017/7/4","16:06","REG","REG","","PAX","","","00"
"MU5456","","115","MU5455","昆明-宁波","","NGB","D","B6797","A322","18","","","9:30","","","","33-计划","2017/7/4","12:05","REG","REG","","PAX","","","00"
"MU5462","","","MU2143","昆明-温州","","WNZ","D","B2682","B737","","","","11:35","","","","33-计划","2017/7/4","14:06","REG","REG","","PAX","","","00"
"MU5464","","","MU5449","昆明-合肥-上海","HFE","PVG","D","B6830","A320","","","","9:35","","","","33-计划","2017/7/4","11:44","REG","REG","","PAX","","","00"
"MU5470","","","MU5469","昆明-南昌","","KHN","D","B8229","A320","","","","10:50","","","","33-计划","2017/7/4","12:48","REG","REG","","PAX","","","00"
"MU5472","","","MU5471","昆明-重庆-济南","CKG","TNA","D","B6373","A320","","","","20:50","","","","33-计划","2017/7/4","22:06","REG","REG","","PAX","","","00"
"MU5475","","","MU5476","昆明-合肥","","HFE","D","B8557","A320","","","","12:00","","","","33-计划","2017/7/4","14:11","REG","REG","","PAX","","","00"
"MU5480","","","MU5479","昆明-武汉-青岛","WUH","TAO","D","B2333","A319","","","","20:20","","","","33-计划","2017/7/4","22:14","REG","REG","","PAX","","","00"
"MU5498","","","MU5497","昆明-青岛","","TAO","D","B1863","A320","","","","11:55","","","","33-计划","2017/7/4","14:56","REG","REG","","PAX","","","00"
"MU5532","","","MU5465","昆明-南昌-上海","KHN","PVG","D","B1611","A320","","","","16:10","","","","33-计划","2017/7/4","18:07","REG","REG","","PAX","","","00"
"MU5548","","","MU5547","昆明-景德镇-杭州","JDZ","HGH","D","B6001","A320","","","","17:25","","","","33-计划","2017/7/4","19:31","REG","REG","","PAX","","","00"
"MU555","","","MU555","昆明-加尔","","CCU","I","B6011","A320","","","","23:35","","","","33-计划","2017/7/4","2:10","REG","REG","","PAX","","","00"
"MU556","","113","MU555","昆明-杭州","","HGH","D","B6870","A320","64","","","7:05","","","","33-计划","2017/7/4","9:35","REG","REG","","PAX","","","00"
"MU5576","","","MU5575","昆明-郑州-烟台","CGO","YNT","D","B2338","A320","","","","18:25","","","","33-计划","2017/7/4","20:39","REG","REG","","PAX","","","00"
"MU5588","","","MU5505","昆明-福州-上海","FOC","PVG","D","B8572","A325","","","","16:05","","","","33-计划","2017/7/4","18:39","REG","REG","","PAX","","","00"
"MU5618","","","MU5617","昆明-南昌","","KHN","D","B8229","A320","","","","22:20","","","","33-计划","2017/7/4","0:16","REG","REG","","PAX","","","00"
"MU5645","","","MU5645","昆明-版纳","","JHG","D","B6880","A320","","","","18:55","","","","33-计划","2017/7/4","19:42","REG","REG","","PAX","","","00"
"MU5646","","","MU5646","昆明-杭州","","HGH","D","B6880","A320","","","","23:00","","","","33-计划","2017/7/4","1:26","REG","REG","","PAX","","","00"
"MU5656","","","MU5712","昆明-杭州","","HGH","D","B6335","A320","","","","21:15","","","","33-计划","2017/7/4","23:42","REG","REG","","PAX","","","00"
"MU5706","","","MU758","昆明-版纳","","JHG","D","B5256","B737","","","","23:25","","","","33-计划","2017/7/4","0:11","REG","REG","","PAX","","","00"
"MU5711","","","MU5655","昆明-北京","","PEK","D","B6335","A320","","","","11:50","","","","33-计划","2017/7/4","14:50","REG","REG","","PAX","","","00"
"MU5712","","","MU9737","昆明-芒市","","LUM","D","B5054","B737","","","","21:35","","","","33-计划","2017/7/4","22:26","REG","REG","","PAX","","","00"
"MU5713","","116","MU5746","昆明-北京","","PEK","D","B7600","B738","26","","","8:30","","","","33-计划","2017/7/4","11:30","REG","REG","","PAX","","","00"
"MU5714","","","MU5968","昆明-普洱","","SYM","D","B2640","B737","","","","18:35","","","","33-计划","2017/7/4","19:18","REG","REG","","PAX","","","00"
"MU5715","","","MU784","昆明-北京","","PEK","D","B6146","B738","","","","20:10","","","","33-计划","2017/7/4","23:08","REG","REG","","PAX","","","00"
"MU5717","","","MU5894","昆明-腾冲","","TCZ","D","B5263","B737","","","","13:40","","","","33-计划","2017/7/4","14:33","REG","REG","","PAX","","","00"
"MU5718","","","MU5758","昆明-北京","","PEK","D","B1789","B738","","","","21:00","","","","33-计划","2017/7/4","23:57","REG","REG","","PAX","","","00"
"MU5719","","","MU5802","昆明-北京","","PEK","D","B7599","B738","","","","17:20","","","","33-计划","2017/7/4","20:18","REG","REG","","PAX","","","00"
"MU5721","","","MU9756","昆明-黔江-北京","JIQ","PEK","D","B5242","B737","","","","12:35","","","","33-计划","2017/7/4","14:06","REG","REG","","PAX","","","00"
"MU5723","","","MU5958","昆明-西安","","XIY","D","B5255","B737","","","","14:10","","","","33-计划","2017/7/4","16:01","REG","REG","","PAX","","","00"
"MU5724","","","MU5982","昆明-版纳","","JHG","D","B5276","B737","","","","21:35","","","","33-计划","2017/7/4","22:21","REG","REG","","PAX","","","00"
"MU5731","","133","MU5824","昆明-广州","","CAN","D","B7592","B738","34","","","8:00","","","","33-计划","2017/7/4","9:43","REG","REG","","PAX","","","00"
"MU5732","","","MU5882","昆明-西昌","","XIC","D","B5259","B737","","","","14:50","","","","33-计划","2017/7/4","15:35","REG","REG","","PAX","","","00"
"MU5733","","","MU742","昆明-广州","","CAN","D","B1908","B738","","","","23:15","","","","33-计划","2017/7/4","0:56","REG","REG","","PAX","","","00"
"MU5734","","","MU5734","昆明-版纳","","JHG","D","B5821","B737","","","","22:05","","","","33-计划","2017/7/4","22:51","REG","REG","","PAX","","","00"
"MU5737","","","MU5740","昆明-广州","","CAN","D","B5756","B738","","","","15:35","","","","33-计划","2017/7/4","17:20","REG","REG","","PAX","","","00"
"MU5739","","510","MU5952","昆明-广州","","CAN","D","B5054","B737","","","","11:05","","","","33-计划","2017/7/4","12:49","REG","REG","","PAX","","","00"
"MU5740","","503","MU5972","昆明-大理","","DLU","D","B5809","B737","","","","11:50","","","","33-计划","2017/7/4","12:34","REG","REG","","PAX","","","00"
"MU5741","","","MU2570","昆明-广州","","CAN","D","B6147","B738","","","","13:05","","","","33-计划","2017/7/4","14:47","REG","REG","","PAX","","","00"
"MU5742","","","MU2576","昆明-保山","","BSD","D","B5807","B737","","","","20:05","","","","33-计划","2017/7/4","20:52","REG","REG","","PAX","","","00"
"MU5743","","","MU5743","昆明-广州","","CAN","D","B5293","B737","","","","13:35","","","","33-计划","2017/7/4","15:18","REG","REG","","PAX","","","00"
"MU5744","","","MU5744","昆明-丽江","","LJG","D","B5293","B737","","","","21:15","","","","33-计划","2017/7/4","22:08","REG","REG","","PAX","","","00"
"MU5745","","","MU5748","昆明-三亚","","SYX","D","B7589","B738","","","","19:00","","","","33-计划","2017/7/4","20:47","REG","REG","","PAX","","","00"
"MU5747","","501","MU5732","昆明-天津","","TSN","D","B7589","B738","","","","9:45","","","","33-计划","2017/7/4","12:45","REG","REG","","PAX","","","00"
"MU5748","","","MU5715","昆明-版纳","","JHG","D","B5282","B737","","","","19:05","","","","33-计划","2017/7/4","19:52","REG","REG","","PAX","","","00"
"MU5749","","","MU5717","昆明-长沙-盐城","HHA","YNZ","D","B6249","B738","","","","13:15","","","","33-计划","2017/7/4","14:53","REG","REG","","PAX","","","00"
"MU5757","","","MU2590","昆明-深圳","","SZX","D","B1789","B738","","","","14:00","","","","33-计划","2017/7/4","15:47","REG","REG","","PAX","","","00"
"MU5759","","119","MU5708","昆明-深圳","","SZX","D","B7591","B738","30","","","10:00","","","","33-计划","2017/7/4","11:45","REG","REG","","PAX","","","00"
"MU5760","","","MU5826","昆明-大理","","DLU","D","B6142","B737","","","","17:05","","","","33-计划","2017/7/4","17:49","REG","REG","","PAX","","","00"
"MU5763","","","MU5812","昆明-深圳","","SZX","D","B1703","B738","","","","22:00","","","","33-计划","2017/7/4","23:44","REG","REG","","PAX","","","00"
"MU5764","","","MU5811","昆明-芒市","","LUM","D","B5821","B737","","","","12:10","","","","33-计划","2017/7/4","13:01","REG","REG","","PAX","","","00"
"MU5771","","","MU5714","昆明-广州","","CAN","D","B7600","B738","","","","18:50","","","","33-计划","2017/7/4","20:30","REG","REG","","PAX","","","00"
"MU5799","","114","MU2765","昆明-洛阳-大连","LYA","DLC","D","B6639","A320","16","","","8:45","","","","33-计划","2017/7/4","10:54","REG","REG","","PAX","","","00"
"MU5801","","110","MU5720","昆明-上海","","SHA","D","B7599","B738","","","","8:00","","","","33-计划","2017/7/4","10:41","REG","REG","","PAX","","","00"
"MU5802","","","MU5803","昆明-腾冲","","TCZ","D","B5263","B737","","","","17:15","","","","33-计划","2017/7/4","18:07","REG","REG","","PAX","","","00"
"MU5803","","","MU5964","昆明-上海","","SHA","D","B5225","B737","","","","20:20","","","","33-计划","2017/7/4","23:03","REG","REG","","PAX","","","00"
"MU5805","","","MU714","昆明-上海","","SHA","D","B5701","B738","","","","9:00","","","","33-计划","2017/7/4","11:44","REG","REG","","PAX","","","00"
"MU5809","","","MU5732","昆明-上海","","SHA","D","B7592","B738","","","","15:00","","","","33-计划","2017/7/4","17:46","REG","REG","","PAX","","","00"
"MU5811","","","MU5764","昆明-上海","","SHA","D","B1703","B738","","","","12:00","","","","33-计划","2017/7/4","14:45","REG","REG","","PAX","","","00"
"MU5812","","","MU5763","昆明-迪庆","","DIG","D","B6141","B737","","","","20:50","","","","33-计划","2017/7/4","21:50","REG","REG","","PAX","","","00"
"MU5813","","","MU5830","昆明-上海","","SHA","D","B8855","A320","","","","17:30","","","","33-计划","2017/7/4","20:12","REG","REG","","PAX","","","00"
"MU5817","","126","MU2264","昆明-兴义-上海","ACX","SHA","D","B5683","B738","43","","","9:35","","","","33-计划","2017/7/4","10:18","REG","REG","","PAX","","","00"
"MU5821","","128","MU5822","昆明-东胜-哈尔滨","DSN","HRB","D","B7170","B738","44","","","8:20","","","","33-计划","2017/7/4","10:49","REG","REG","","PAX","","","00"
"MU5823","","","MU2028","昆明-郑州","","CGO","D","B1791","B738","","","","17:35","","","","33-计划","2017/7/4","19:49","REG","REG","","PAX","","","00"
"MU5829","","127","MU5814","昆明-郑州","","CGO","D","B8855","A320","45","","","8:20","","","","33-计划","2017/7/4","10:36","REG","REG","","PAX","","","00"
