FLT,RFC,REG,VIP,LKF,VI1,ITY,TAR,TOF,FSA,OPE,POP,RCP,NAT,SDT,FLX,MFF,SST,HDL,STD,DES
3U8668,昆明-成都,B6325,,3U8710,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 18:20,CTU
3U8669,昆明-成都-石家庄,B6953,,3U8528,CTU,A320,150,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:30,SJW
3U8685,昆明-长沙-哈尔滨,B6810,,3U8686,HHA,A321,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 16:00,HRB
3U8709,昆明-万象,B6325,,3U8824,,A320,102,I,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 8:50,VTE
3U8761,昆明-无锡,B8500,,3U8948,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 15:10,WUX
3U8767,昆明-南宁-温州,B1822,,,NNG,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:00,WNZ
3U8807,昆明-徐州-沈阳,B6697,,3U8762,XUZ,A320,316,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:50,SHE
3U8817,昆明-丽江-拉萨,B6045,,3U8818,LJG,A319,533,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:30,LXA
3U8823,昆明-南昌,B6953,,3U8670,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 19:45,KHN
3U8837,昆明-万州-北京,B1820,,3U8838,WXN,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 14:15,PEK
3U8865,昆明-宁波,B6732,,3U8958,,A320,112,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:20,NGB
3U8917,昆明-厦门,B8329,,3U8667,,A320,315,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 6:25,XMN
3U8947,昆明-济南,B8500,,3U8202,,A320,154,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 6:55,TNA
3U8967,昆明-重庆-大连,B6449,,3U8130,CKG,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 12:55,DLC
8L9541,昆明-凯里,B7989,,8L9894,,B738,,D,33-计划,REG,REG,,SPE,2017/6/29,,,0,YAG,2017/6/29 14:10,KJH
8L9545,昆明-太原-大同,B2677,,8L9876,TYN,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:10,DAT
8L9555,昆明-海口,B5732,,8L9624,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 23:10,HAK
8L9557,昆明-锦州-哈尔滨,B1586,,8L9890,JNZ,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 6:10,HRB
8L9583,昆明-马尼拉,B7167,,8L9588,,B738,,I,33-计划,REG,REG,,PAX,2017/6/30,,,0,YAG,2017/6/30 0:25,MNL
8L9587,昆明-南宁-雅加达,B7167,,8L9656,NNG,B738,540,M,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:10,CGK
8L9623,昆明-杭州,B5732,,8L9994,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 10:45,HGH
8L9639,昆明-甲米,B5409,,8L9892,,B738,111,I,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 9:30,KBV
8L9647,昆明-淮安-天津,B1825,,8L9986,HIA,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:10,TSN
8L9651,昆明-郑州,B6016,,8L9556,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 9:50,CGO
8L9675,昆明-富国岛,B8446,,8L9874,,A320,,I,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 18:15,PQC
8L9685,昆明-凯里-郑州,B5810,,8L9942,KJH,B737,321,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:00,CGO
8L9689,昆明-合肥,B2677,,8L9546,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 18:45,HFE
8L9747,昆明-宿务市,B8445,,8L9988,,A320,,I,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 14:15,CEB
8L9801,昆明-丽江,B5248,,8L9903,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 23:55,LJG
8L9803,昆明-丽江,B5249,,8L9907,,B737,716,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:15,LJG
8L9827,昆明-泸沽湖,B5248,,8L9850,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 11:05,NLH
8L9841,昆明-普洱,B5272,,8L9905,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 9:00,SYM
8L9849,昆明-迪庆,B5248,,8L9913,,B737,541,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:05,DIG
8L9855,昆明-绵阳,B1588,,8L9948,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 15:55,MIG
8L9857,昆明-腾冲,B5823,,8L9958,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 13:55,TCZ
8L9863,昆明-重庆-徐州,B5359,,8L9898,CKG,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:00,XUZ
8L9865,昆明-济南,B6198,,8L9984,,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:10,TNA
8L9869,昆明-武汉-青岛,B7992,,8L9598,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 14:20,TAO
8L9873,昆明-赣州-杭州,B8446,,8L9884,KOW,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:00,HGH
8L9883,昆明-南京,B6198,,8L9866,,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 18:00,NKG
8L9885,昆明-徐州,B7991,,8L9624,,B738,539,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 9:10,XUZ
8L9887,昆明-宜春-上海,B1798,,8L9992,YIC,B738,322,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 8:30,SHA
8L9889,昆明-上海,B5449,,8L9652,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 17:00,PVG
8L9891,昆明-武汉-大连,B7990,,8L9870,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 10:00,DLC
8L9893,昆明-珠海,B7989,,8L9976,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:15,ZUH
8L9904,昆明-版纳,B5248,,8L9828,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 15:10,JHG
8L9906,昆明-版纳,B5272,,8L9913,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 22:55,JHG
8L9912,昆明-版纳,B5810,,8L9686,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 22:40,JHG
8L9914,昆明-版纳,B5272,,8L9934,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 18:00,JHG
8L9916,昆明-版纳,B5292,,8L9802,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 10:05,JHG
8L9931,昆明-芒市,B1563,,8L9932,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 17:30,LUM
8L9933,昆明-腾冲,B5272,,8L9842,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 13:20,TCZ
8L9935,昆明-芒市,B6212,,8L9946,,A319,718,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 13:05,LUM
8L9945,昆明-成都,B6212,,8L9936,,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 23:55,CTU
8L9947,昆明-成都,B1588,,8L9856,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 10:25,CTU
8L9955,昆明-郑州,B1798,,8L9888,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 21:55,CGO
8L9957,昆明-武汉,B5823,,8L9924,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:10,WUH
8L9965,昆明-三亚,B6800,,8L9888,,B738,534,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:15,SYX
8L9971,昆明-海口,B5359,,8L9864,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 18:45,HAK
8L9973,昆明-郑州,B5407,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 7:05,CGO
8L9979,昆明-深圳,B5971,,8L9980,,A333,520,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 16:20,SZX
8L9985,昆明-太原-呼和,B6959,,8L9996,TYN,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 15:30,HET
8L9987,昆明-北京,B1825,,8L9648,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 21:30,PEK
8L9993,昆明-西安,B6809,,8L9956,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 22:00,XIY
8L9995,昆明-银川,B6959,,,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 7:45,INC
9C8596,昆明-绵阳-沈阳,B8581,,9C8595,MIG,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 20:35,SHE
9C8730,昆明-扬州泰州,B6708,,9C8729,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 17:55,YTY
9C8824,昆明-遵义-上海,B1893,,9C8823,ZYI,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 16:35,SHA
9C8828,昆明-芷江-上海,B9965,,9C8827,HJJ,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 12:15,SHA
9C8830,昆明-常德-上海,B6820,,9C8829,CGD,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 19:35,SHA
9C8938,昆明-石家庄,B6851,,9C8937,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 14:50,SJW
A67105,昆明-南昌,B8285,,A67108,,A321,153,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 9:40,KHN
A67107,昆明-郑州,B8318,,A67106,,A321,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 18:25,CGO
AK100,昆明-吉隆坡,9MAFF,,AK101,,A320,,I,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 17:55,KUL
BK2743,昆明-版纳,B5573,,BK2897,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 14:25,JHG
BK2798,昆明-长沙,B6026,,BK2846,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 18:10,HHA
BK2845,昆明-合肥,B6026,,BK2797,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 10:25,HFE
BK2898,昆明-天津,B5573,,BK2744,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 18:20,TSN
CA1402,昆明-天津,B1782,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 20:20,TSN
CA1404,昆明-北京,B7180,,CA1403,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 11:40,PEK
CA1468,昆明-天津,B1528,,CA1467,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 18:05,TSN
CA1488,昆明-达县-北京,B5213,,CA1487,DAX,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 15:25,PEK
CA1752,昆明-杭州,B8493,,CA1955,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 12:20,HGH
CA1754,昆明-杭州,B6023,,CA1753,,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 19:40,HGH
CA1938,昆明-上海,B9922,,CA1937,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 20:25,PVG
CA1956,昆明-温州,B6032,,CA1751,,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 12:05,WNZ
CA1988,昆明-温州,B8429,,CA1987,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 21:10,WNZ
CA415,昆明-仰光,B6479,,CA415,,A319,,I,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 10:45,RGN
CA416,昆明-成都,B6479,,CA416,,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 17:05,CTU
CA4171,昆明-北京,B8490,,CA4417,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 7:20,PEK
CA4173,昆明-北京,B8490,,CA4172,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 17:05,PEK
CA4175,昆明-沈阳,B1852,Y,CA4174,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:20,SHE
CA4275,昆明-哈尔滨,B6793,,CA4276,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 15:35,HRB
CA4414,昆明-成都,B8745,,CA4413,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 13:25,CTU
CA4418,昆明-成都,B9918,,CA4459,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 8:40,CTU
CA4460,昆明-成都,B1852,,CA4176,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 21:00,CTU
CA8930,昆明-郑州-大连,B5553,,CA8937,CGO,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 10:25,DLC
CF9017,昆明-南京,B2824,,CF9018,,B757,,D,33-计划,REG,REG,,CGO,2017/6/30,,,0,UNK,2017/6/30 0:05,NKG
CZ3248,昆明-桂林,B5643,,CZ3247,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 15:00,KWL
CZ3408,昆明-广州,B6685,,CZ3407,,A321,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 17:35,CAN
CZ3410,昆明-广州,B6662,,CZ3409,,A321,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 11:55,CAN
CZ3416,昆明-广州,B1925,,CZ3415,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 15:00,CAN
CZ3420,昆明-广州,B6201,,CZ3419,,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:35,CAN
CZ3432,昆明-海口,B6627,,CZ3431,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 10:55,HAK
CZ3460,昆明-深圳,B2393,,CZ3459,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 11:35,SZX
CZ3468,昆明-长沙,B6946,,CZ3467,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 21:30,HHA
CZ3470,昆明-武汉,B5068,,CZ3469,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 17:15,WUH
CZ3481,昆明-大理,B6021,,CZ3481,,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 10:30,DLU
CZ3482,昆明-广州,B6021,,CZ3482,,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 14:10,CAN
CZ3487,昆明-丽江,B6242,,CZ3487,,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 16:15,LJG
CZ3488,昆明-广州,B6242,,CZ3488,,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 20:10,CAN
CZ3490,昆明-广州,B1781,,CZ3489,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 22:10,CAN
CZ3496,昆明-郑州,B2916,,CZ3495,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 17:40,CGO
CZ3541,昆明-武汉-杭州,B5741,,CZ3542,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:55,HGH
CZ3678,昆明-上海,B6702,,CZ3677,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 12:05,PVG
CZ3748,昆明-珠海,B5166,,CZ3747,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 21:40,ZUH
CZ3858,昆明-汕头,B5718,,CZ3857,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 12:15,SWA
CZ3864,昆明-南宁-汕头,B5718,,CZ3863,NNG,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 21:10,SWA
CZ3902,昆明-北京,B6111,Y,CZ3901,,A333,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 13:45,PEK
CZ3998,昆明-北京,B6098,,CZ3997,,A333,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 9:15,PEK
CZ6160,昆明-北京,B6398,,CZ6159,,A321,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 20:05,PEK
CZ6294,昆明-太原-大连,B6896,,CZ6293,TYN,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 17:50,DLC
CZ6369,昆明-版纳,B2620,,CZ6369,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 16:50,JHG
CZ6370,昆明-郑州,B2620,,CZ6370,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 21:00,CGO
CZ6416,昆明-西安-沈阳,B6785,,CZ6415,XIY,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 20:05,SHE
CZ6426,昆明-武汉-大连,B9912,,CZ6425,WUH,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 13:55,DLC
CZ6460,昆明-重庆-长春,B9960,,CZ6459,CKG,A321,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 16:10,CGQ
CZ6598,昆明-三亚,B8425,,CZ6597,,A321,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 21:05,SYX
CZ6602,昆明-郑州,B5232,,CZ6601,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 22:10,CGO
CZ6924,昆明-深圳,B1626,,CZ6923,,A321,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 22:20,SZX
CZ6950,昆明-重庆-乌鲁,B1950,,CZ6949,CKG,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 17:45,URC
CZ6978,昆明-武汉,B5070,,CZ6977,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 21:50,WUH
CZ8510,昆明-青岛-长春,B6945,,CZ8509,TAO,A322,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 8:10,CGQ
DR5315,昆明-长治-天津,B5830,,DR6512,CIH,B737,157,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:25,TSN
DR6501,昆明-芒市,B5812,,DR6508,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 13:10,LUM
DR6503,昆明-芒市,B5812,,DR6502,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 17:00,LUM
DR6505,昆明-芒市,B5830,,DR5316,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 18:30,LUM
DR6507,昆明-芒市,B5812,,DR6524,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 9:10,LUM
DR6509,昆明-版纳,B5829,,DR6516,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 8:40,JHG
DR6511,昆明-版纳,B5830,,DR6506,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 22:40,JHG
DR6515,昆明-襄阳-天津,B5829,,DR6510,XFN,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 13:30,TSN
DR6521,昆明-成都,B1595,,DR6562,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:00,CTU
DR6523,昆明-丽江,B6109,,,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 17:10,LJG
DR6529,昆明-太原-呼和,B7866,,DR6522,TYN,B738,155,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:35,HET
DR6533,昆明-武汉,B7865,,DR6534,,B738,156,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:20,WUH
DR6537,昆明-兰州,B7866,,DR6530,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 18:55,ZGC
DR6557,昆明-呼和-沈阳,B1960,,DR6592,HET,B738,713,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 11:55,SHE
DR6559,昆明-太原-大连,B1593,,DR6570,TYN,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 12:40,DLC
DR6569,昆明-北海,B1593,,DR6538,,B738,158,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:20,BHY
DR6577,昆明-榆林-沈阳,B5811,,DR6578,UYN,B737,317,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 7:15,SHE
DR6579,昆明-芒市,B5812,,DR6504,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 20:40,LUM
DR6591,昆明-西安,B1597,,DR6560,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 6:35,XIY
DZ6289,昆明-绵阳,,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 9:45,MIG
DZ6312,昆明-珠海,,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 23:30,ZUH
EU2224,昆明-成都,B6940,,EU2226,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 23:25,CTU
EU2225,昆明-版纳,B6940,,EU2722,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 19:25,JHG
EU2721,昆明-柳州-厦门,B6940,,EU2223,LZH,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 9:20,XMN
FD583,昆明-廊曼,HSBBE,,FD582,,A320,,I,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 12:30,DMK
FM9398,昆明-长沙-上海,B1900,,FM9397,HHA,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,CES,2017/6/29 16:10,PVG
FM9430,昆明-衡阳-上海,B1720,,FM9429,HNY,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,CES,2017/6/29 17:25,PVG
FM9452,昆明-上海,B2563,,FM9451,,B763,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,CES,2017/6/29 13:50,SHA
FM9453,昆明-版纳,B5261,,FM9453,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,CES,2017/6/29 13:00,JHG
FM9454,昆明-上海,B5261,,FM9454,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,CES,2017/6/29 16:50,SHA
