FLT,RFC,LKF,VIP,REG,VI1,TOF,ITY,TAR,GAT,FSA,POP,SDT,RCP,NAT,FLX,MFF,SST,STA,ORG,STP
TG612,曼谷-清迈-昆明,TG613,,HST,CNX,I,B773,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 14:05,BKK,2017/7/8 11:30
TV6007,兰州-丽江-昆明,TV6008,,B8417,LJG,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:45,ZGC,2017/7/8 10:45
TV9820,芒市-昆明,TV9894,,B6425,,D,A319,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:50,LUM,2017/7/8 16:45
TV9893,拉萨-昆明,TV9819,,B6425,,D,A319,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:25,LXA,2017/7/8 11:00
UO273,香港-昆明,UO274,,BLCE,,R,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:25,HKG,2017/7/8 7:50
UW9938,马德拉斯-昆明,UW9933,,B2325,,I,A306,,,33-计划,REG,2017/7/8,,CGO,,,0,2017/7/8 9:50,MAA,2017/7/8 6:30
VJ5324,芽庄-昆明,VJ5325,,VNA675,,I,A320,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 1:25,CXR,2017/7/8 22:30
VN736,芽庄-昆明,VN737,,,,I,A321,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 1:05,CXR,2017/7/9 0:25
XXX1708,南宁-昆明,XXX1708,,VPBCY,,D,GL5T,,,33-计划,REG,2017/7/8,,SPE,,,0,2017/7/8 13:40,NNG,2017/7/8 12:45
ZH9265,西安-昆明,ZH9266,,B6690,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:05,XIY,2017/7/8 8:35
ZH9411,深圳-昆明,ZH9412,,B5322,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 9:40,SZX,2017/7/8 7:10
ZH9413,深圳-昆明,ZH9414,,B5775,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:30,SZX,2017/7/8 14:05
ZH9415,深圳-昆明,,,B5775,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:35,SZX,2017/7/8 21:00
ZH9451,广州-昆明,,,B5401,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:45,CAN,2017/7/8 20:05
ZH9453,广州-昆明,ZH9454,,B6853,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:10,CAN,2017/7/8 13:35
ZH9455,广州-昆明,ZH9456,,B5772,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:30,CAN,2017/7/8 18:50
ZH9531,无锡-昆明,ZH9532,,B5773,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:15,WUX,2017/7/8 15:10
ZH9533,无锡-昆明,ZH9534,,B1841,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 14:05,WUX,2017/7/8 11:05
ZH9561,南京-昆明,ZH9562,,B1519,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:10,NKG,2017/7/8 8:20
ZH9714,沈阳-太原-昆明,,,B9939,TYN,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:25,SHE,2017/7/8 20:20
ZH9773,南昌-昆明,ZH9774,,B6691,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:25,KHN,2017/7/8 10:10
ZH9789,泉州-昆明,,,B9908,,D,A322,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:45,JJN,2017/7/8 14:05
ZH9793,泉州-昆明,ZH9794,,B6615,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:40,JJN,2017/7/8 10:00
