FLT,REG,VIP,TAR,ITY,LKF,RFC,ORG,VI1,TOF,STP,ABP,STA,ETA,TDT,FSA,ATA,SDT,RCP,OPE,POP,CAR,NAT,FLX,MFF,SST,HDL
"CZ3452","B2396","","","A320","CZ3452","丽江-昆明","LJG","","D","2017/7/10 19:15","","20:08","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CA1987","B6677","","","A320","CA1988","温州-昆明","WNZ","","D","2017/7/10 16:50","","20:05","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"SC4737","B7087","","","B738","SC4738","青岛-昆明","TAO","","D","2017/7/10 16:30","","20:05","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5952","B5802","","","B737","MU5915","腾冲-昆明","TCZ","","D","2017/7/10 18:55","","20:00","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5800","B2412","","","A320","MU5855","大连-洛阳-昆明","DLC","LYA","D","2017/7/10 17:40","","20:00","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"CZ6597","B8425","","","A321","CZ6598","三亚-昆明","SYX","","D","2017/7/10 17:50","","19:58","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU2755","B6456","","","A319","MU2755","南京-昆明","NKG","","D","2017/7/10 17:05","","19:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5712","B6880","","","A320","MU5656","北京-昆明","PEK","","D","2017/7/10 16:20","","19:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"CZ6370","B2620","","","B737","CZ6370","版纳-昆明","JHG","","D","2017/7/10 18:55","","19:53","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ3863","B5718","","","B738","CZ3864","汕头-南宁-昆明","SWA","NNG","D","2017/7/10 18:35","","19:53","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"KN5211","B1751","","","B738","KN2382","南苑-汉中-昆明","NAY","HZG","D","2017/7/10 17:55","","19:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU2745","B8017","","","A319","MU2746","南京-长沙-昆明","NKG","HHA","D","2017/7/10 17:50","","19:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5724","B5683","","","B738","","西安-昆明","XIY","","D","2017/7/10 17:35","","19:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5812","B1790","","","B738","MU5763","上海-昆明","SHA","","D","2017/7/10 16:30","","19:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU2032","B1788","","","B738","MU9737","仰光-昆明","RGN","","I","2017/7/10 17:25","","19:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5758","B6148","","","B738","MU5718","深圳-昆明","SZX","","D","2017/7/10 17:20","","19:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU734","B5267","","","B737","MU5734","香港-昆明","HKG","","R","2017/7/10 17:05","","19:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"DR6504","B5812","","","B737","DR6579","芒市-昆明","LUM","","D","2017/7/10 18:40","","19:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5718","B5819","","","B737","MU5812","普洱-昆明","SYM","","D","2017/7/10 18:35","","19:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5988","B5265","","","B737","","保山-昆明","BSD","","D","2017/7/10 18:25","","19:30","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5471","B2335","","","A320","MU5472","济南-重庆-昆明","TNA","CKG","D","2017/7/10 17:50","","19:25","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5744","B5276","","","B737","MU5744","广州-昆明","CAN","","D","2017/7/10 16:55","","19:25","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU216","B8231","","","A33H","","温哥华-南京-昆明","YVR","NKG","M","2017/7/10 16:30","","19:25","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"HO1091","B6618","","","A320","HO1092","上海-昆明","SHA","","D","2017/7/10 16:10","","19:25","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ6561","B5837","","","B738","CZ6562","义乌-昆明","YIW","","D","2017/7/10 16:30","","19:23","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU742","B5647","","","B738","","曼谷-昆明","BKK","","I","2017/7/10 16:45","","19:20","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"NS3269","B5215","","","B737","NS3270","石家庄-昆明","SJW","","D","2017/7/10 16:15","","19:20","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CA1937","B9922","","","A320","CA1938","上海-昆明","PVG","","D","2017/7/10 16:00","","19:20","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5763","B5816","","","B737","","大理-昆明","DLU","","D","2017/7/10 18:10","","19:15","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU9737","B5815","","","B737","MU5909","芒市-昆明","LUM","","D","2017/7/10 18:05","","19:15","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"CA1401","B1418","","","B738","CA1402","天津-昆明","TSN","","D","2017/7/10 15:40","","19:15","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"KY8316","B7872","","","B737","KY8249","腾冲-昆明","TCZ","","D","2017/7/10 18:05","","19:10","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU2594","B6249","","","B738","MU5715","清迈-昆明","CNX","","I","2017/7/10 17:30","","19:10","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"HU7111","B2723","","","B787","HU7112","北京-昆明","PEK","","D","2017/7/10 15:40","","19:10","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ3488","B6283","","","A320","CZ3488","丽江-昆明","LJG","","D","2017/7/10 18:05","","19:08","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MF8641","B5633","","","B738","MF8476","泉州-珠海-昆明","JJN","ZUH","D","2017/7/10 17:05","","19:05","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MF8475","B5386","","","B738","MF8642","福州-昆明","FOC","","D","2017/7/10 15:55","","19:05","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU2568","B5515","","","B738","MU2568","曼德勒-昆明","MDL","","I","2017/7/10 17:30","","19:00","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"3U8670","B8500","","","A320","","石家庄-成都-昆明","SJW","CTU","D","2017/7/10 17:20","","19:00","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"KY8204","B5673","","","B738","KY8219","南京-昆明","NKG","","D","2017/7/10 16:00","","19:00","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ6415","B6782","","","A320","CZ6416","沈阳-西安-昆明","SHE","XIY","D","2017/7/10 16:50","","18:58","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU2985","B6637","","","A320","MU2986","无锡-重庆-昆明","WUX","CKG","D","2017/7/10 17:25","","18:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU2433","B2333","","","A319","MU2434","青岛-宜昌-昆明","TAO","YIH","D","2017/7/10 17:00","","18:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"GS7875","B6903","","","A320","GS7876","天津-西安-昆明","TSN","XIY","D","2017/7/10 16:40","","18:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU2598","B5243","","","B737","MU5712","清莱-昆明","CEI","","I","2017/7/10 17:35","","18:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU2036","B6143","Y","","B738","MU2036","达卡-昆明","DAC","","I","2017/7/10 16:35","","18:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5742","B7599","","","B738","","广州-昆明","CAN","","D","2017/7/10 16:20","","18:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5960","B5822","","","B737","","临沧-昆明","LNJ","","D","2017/7/10 17:55","","18:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5984","B5271","","","B737","","保山-昆明","BSD","","D","2017/7/10 17:40","","18:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU2574","B6147","","","B738","MU2574","万象-昆明","VTE","","I","2017/7/10 17:15","","18:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5944","B5282","","","B737","MU5724","大理-昆明","DLU","","D","2017/7/10 17:50","","18:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5715","B5245","","","B737","","芒市-昆明","LUM","","D","2017/7/10 17:35","","18:35","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU746","B1703","","","B738","MU5847","金边-南宁-昆明","PNH","NNG","M","2017/7/10 17:15","","18:35","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"9C8829","B8872","","","A320","9C8830","上海-常德-昆明","SHA","CGD","D","2017/7/10 16:30","","18:35","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CA1753","B6033","","","A319","CA1754","杭州-昆明","HGH","","D","2017/7/10 15:25","","18:35","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"HO1019","B6640","","","A320","HO1020","杭州-大庸-昆明","HGH","DYG","D","2017/7/10 16:35","","18:30","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU2735","B2219","","","A320","MU2736","南京-长沙-昆明","NKG","HHA","D","2017/7/10 16:30","","18:30","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"HU7235","B5137","","","B738","HU7236","广州-昆明","CAN","","D","2017/7/10 16:00","","18:30","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5874","B2640","","","B737","MU5929","厦门-宜宾-昆明","XMN","YBP","D","2017/7/10 17:20","","18:25","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"EU2722","B6163","","","A319","EU2225","厦门-柳州-昆明","XMN","LZH","D","2017/7/10 16:55","","18:25","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5461","B5258","","","B737","MU7184","温州-昆明","WNZ","","D","2017/7/10 15:20","","18:25","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5990","B5255","","","B737","MU5905","重庆-昭通-昆明","CKG","ZAT","D","2017/7/10 17:30","","18:20","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"8L9648","B6943","","","A320","8L9983","天津-淮安-昆明","TSN","HIA","D","2017/7/10 15:15","","18:20","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MF8461","B5308","","","B738","MF8462","杭州-武汉-昆明","HGH","WUH","D","2017/7/10 15:55","","18:15","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ6159","B6059","","","A332","CZ6160","北京-昆明","PEK","","D","2017/7/10 14:50","","18:13","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ6799","B8849","","","A321","CZ6800","上海-昆明","PVG","","D","2017/7/10 14:50","","18:13","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU7182","B5756","","","B738","MU5745","北京-昆明","PEK","","D","2017/7/10 14:25","","18:00","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"KY8296","B7089","","","B738","","南通-重庆-昆明","NTG","CKG","D","2017/7/10 16:20","","17:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"TV9820","B6467","","","A319","TV9894","芒市-昆明","LUM","","D","2017/7/10 16:45","","17:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"KY8352","B1459","","","B737","KY8269","芒市-昆明","LUM","","D","2017/7/10 16:45","","17:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU2185","B1641","","","A320","MU2186","银川-昆明","INC","","D","2017/7/10 15:05","","17:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5748","B1702","","","B738","MU5771","天津-昆明","TSN","","D","2017/7/10 14:15","","17:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"KY8262","B6495","","","B738","KY8285","台州-重庆-昆明","HYN","CKG","D","2017/7/10 16:10","","17:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"8L9960","B7167","","","B738","8L9975","宁波-安庆-昆明","NGB","AQG","D","2017/7/10 15:40","","17:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5645","B6333","","","A320","MU5645","杭州-昆明","HGH","","D","2017/7/10 14:35","","17:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5771","B5242","","","B737","MU5742","西昌-昆明","XIC","","D","2017/7/10 16:45","","17:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"HO1095","B6670","","","A320","HO1096","上海-毕节-昆明","SHA","BFJ","D","2017/7/10 16:40","","17:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"DR5314","B5829","","","B737","DR6505","天津-恩施-昆明","TSN","ENH","D","2017/7/10 15:40","","17:35","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5329","B6760","","","A320","MU5330","合肥-昆明","HFE","","D","2017/7/10 15:00","","17:35","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"CZ3449","B6290","Y","","A320","CZ3450","广州-昆明","CAN","","D","2017/7/10 15:10","","17:33","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"KY8230","B2679","","","B737","KY8301","腾冲-昆明","TCZ","","D","2017/7/10 16:20","","17:25","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5940","B5820","","","B737","","拉萨-迪庆-昆明","LXA","DIG","D","2017/7/10 16:20","","17:25","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5575","B6587","","","A320","MU5576","烟台-郑州-昆明","YNT","CGO","D","2017/7/10 14:30","","17:25","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"8L9864","B2677","","","B738","8L9689","徐州-重庆-昆明","XUZ","CKG","D","2017/7/10 15:50","","17:20","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"3U8514","B1819","","","A320","","兰州-重庆-昆明","ZGC","CKG","D","2017/7/10 15:45","","17:20","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"BK2744","B5562","","","B738","BK2898","版纳-昆明","JHG","","D","2017/7/10 16:15","","17:15","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5836","B5231","","","B737","MU5748","汕头-昆明","SWA","","D","2017/7/10 14:45","","17:15","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"A67106","B8285","","","A321","A67105","南昌-昆明","KHN","","D","2017/7/10 14:45","","17:10","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU2207","B9903","","","A325","MU2208","西安-昆明","XIY","","D","2017/7/10 14:45","","17:10","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"8L9956","B1588","","","B738","","郑州-昆明","CGO","","D","2017/7/10 14:10","","17:00","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5803","B5293","","","B737","MU5920","腾冲-昆明","TCZ","","D","2017/7/10 15:55","","16:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"8L9710","B6800","","","B738","8L9597","南京-连城-昆明","NKG","LCX","D","2017/7/10 14:35","","16:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"8L9596","B7992","","","B738","","吉隆坡-昆明","KUL","","I","2017/7/10 13:35","","16:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"AK101","9MAFF","","","A320","AK100","吉隆坡-昆明","KUL","","I","2017/7/10 13:00","","16:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"BK2716","B6026","","","B738","BK2798","南京-昆明","NKG","","D","2017/7/10 14:00","","16:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"ZH9789","B6359","","","A320","ZH9456","泉州-昆明","JJN","","D","2017/7/10 14:05","","16:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5714","B7589","","","B738","MU5853","北京-昆明","PEK","","D","2017/7/10 13:10","","16:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5968","B2502","","","B737","MU5714","临沧-昆明","LNJ","","D","2017/7/10 15:45","","16:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"8L9874","B8445","","","A320","8L9677","杭州-赣州-昆明","HGH","KOW","D","2017/7/10 14:25","","16:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ6949","B1953","","","B738","CZ6950","乌鲁-重庆-昆明","URC","CKG","D","2017/7/10 15:05","","16:38","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ6427","B1829","","","A320","CZ6428","大连-长沙-昆明","DLC","HHA","D","2017/7/10 14:40","","16:38","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ3495","B5042","","","B738","CZ3496","郑州-昆明","CGO","","D","2017/7/10 13:55","","16:33","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"ZH9413","B5400","","","B738","ZH9414","深圳-昆明","SZX","","D","2017/7/10 14:05","","16:30","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CA4176","B6916","","","A320","CA4460","沈阳-昆明","SHE","","D","2017/7/10 12:10","","16:30","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ3407","B6662","","","A321","CZ3408","广州-昆明","CAN","","D","2017/7/10 13:55","","16:28","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"3U8818","B6175","","","A319","3U8245","拉萨-丽江-昆明","LXA","LJG","D","2017/7/10 15:10","","16:20","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"FM9429","B1900","","","B738","FM9430","上海-衡阳-昆明","PVG","HNY","D","2017/7/10 14:20","","16:20","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5719","B5802","","","B737","MU5802","丽江-昆明","LJG","","D","2017/7/10 15:15","","16:15","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"CZ3469","B2694","","","B738","CZ3470","武汉-昆明","WUH","","D","2017/7/10 13:50","","16:08","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ3451","B2396","","","A320","CZ3451","深圳-昆明","SZX","","D","2017/7/10 13:45","","16:08","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"3U8768","B6348","","","A320","3U8662","温州-南宁-昆明","WNZ","NNG","D","2017/7/10 14:40","","16:05","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5802","B7592","","","B738","MU5823","上海-昆明","SHA","","D","2017/7/10 12:35","","16:05","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5760","B7600","","","B738","MU5719","深圳-昆明","SZX","","D","2017/7/10 13:20","","16:00","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"DR6502","B6110","","","B737","","芒市-昆明","LUM","","D","2017/7/10 14:55","","15:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"KY8246","B5026","","","B737","KY8243","芒市-昆明","LUM","","D","2017/7/10 14:50","","15:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU2715","B6803","","","A320","MU2716","南京-长沙-昆明","NKG","HHA","D","2017/7/10 13:45","","15:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"KY8274","B6493","","","B738","KY8221","武汉-昆明","WUH","","D","2017/7/10 13:40","","15:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"FM9454","B5261","","","B737","FM9454","版纳-昆明","JHG","","D","2017/7/10 14:45","","15:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"CA416","B6038","","","A319","CA416","仰光-昆明","RGN","","I","2017/7/10 13:45","","15:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ6369","B2620","","","B737","CZ6369","郑州-昆明","CGO","","D","2017/7/10 13:00","","15:43","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5982","B5225","","","B737","MU5760","保山-昆明","BSD","","D","2017/7/10 14:40","","15:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5856","B5819","","","B737","MU5897","成都-昆明","CTU","","D","2017/7/10 14:05","","15:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU7183","B2682","","","B737","MU2144","北京-昆明","PEK","","D","2017/7/10 12:00","","15:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
