FLT,REG,VIP,TAR,ITY,LKF,RFC,ORG,VI1,TOF,STP,ABP,STA,ETA,TDT,FSA,ATA,SDT,RCP,OPE,POP,CAR,NAT,FLX,MFF,SST,HDL
"CZ6370","B2620","","","B737","CZ6370","版纳-昆明","JHG","","D","2017/7/7 18:55","","19:53","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2755","B6463","","","A319","MU2755","南京-昆明","NKG","","D","2017/7/7 17:05","","19:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5712","B6333","Y","","A320","MU5656","北京-昆明","PEK","","D","2017/7/7 16:20","","19:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CZ6597","B8425","","","A321","CZ6598","三亚-昆明","SYX","","D","2017/7/7 17:50","","19:58","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5800","B6890","","","A320","MU5855","大连-洛阳-昆明","DLC","LYA","D","2017/7/7 17:40","","20:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CA1987","B8743","","","A320","CA1988","温州-昆明","WNZ","","D","2017/7/7 16:50","","20:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"SC4737","B1509","","","B738","SC4738","青岛-昆明","TAO","","D","2017/7/7 16:30","","20:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CZ3452","B2396","","","A320","CZ3452","丽江-昆明","LJG","","D","2017/7/7 19:15","","20:08","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5952","B5821","","","B737","MU5915","腾冲-昆明","TCZ","","D","2017/7/7 18:55","","20:10","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"8L9888","B5407","","","B738","8L9955","上海-宜春-昆明","SHA","YIC","D","2017/7/7 18:05","","20:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5734","B5807","","","B737","MU5734","广州-昆明","CAN","","D","2017/7/7 17:40","","20:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5229","B1772","","","B738","MU5146","温州-昆明","WNZ","","D","2017/7/7 17:15","","20:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5818","B5701","","","B738","","上海-兴义-昆明","SHA","ACX","D","2017/7/7 19:25","","20:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CZ3467","B6946","","","A320","CZ3468","长沙-昆明","HHA","","D","2017/7/7 18:25","","20:23","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CZ3747","B5743","","","B738","CZ3748","珠海-昆明","ZUH","","D","2017/7/7 18:40","","20:28","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2361","B9971","","","A325","MU2362","西安-昆明","XIY","","D","2017/7/7 18:15","","20:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5926","B5267","","","B737","","丽江-昆明","LJG","","D","2017/7/7 19:30","","20:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"8L9846","B6959","","","A320","","杭州-赣州-昆明","HGH","KOW","D","2017/7/7 18:15","","20:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5463","B6012","","","A320","MU5450","上海-合肥-昆明","PVG","HFE","D","2017/7/7 17:50","","20:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CZ6977","B1921","","","B738","CZ6978","武汉-昆明","WUH","","D","2017/7/7 18:25","","20:43","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5850","B1792","","","B738","MU5763","成都-昆明","CTU","","D","2017/7/7 19:05","","20:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"3U8222","B1819","","","A320","3U8724","福州-南宁-昆明","FOC","NNG","D","2017/7/7 19:35","","20:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"OQ2357","B1826","","","A320","OQ2358","重庆-昆明","CKG","","D","2017/7/7 19:25","","20:53","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8244","B2679","","","B737","KY8247","普洱-昆明","SYM","","D","2017/7/7 19:50","","20:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CZ3489","B6623","","","A320","CZ3490","广州-昆明","CAN","","D","2017/7/7 18:30","","20:58","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"3U8130","B6448","","","A319","","版纳-昆明","JHG","","D","2017/7/7 19:55","","21:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9656","B7988","","","B738","","哈尔滨-忻州-昆明","HRB","WUT","D","2017/7/7 18:05","","21:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5093","B8227","Y","","A320","MU5093","兰州-昆明","ZGC","","D","2017/7/7 18:50","","21:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"DZ6314","B1533","","","B738","DZ6312","南通-长沙-昆明","NTG","HHA","D","2017/7/7 19:00","","21:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"3U8930","B6732","","","A320","3U8662","沈阳-长沙-昆明","SHE","HHA","D","2017/7/7 18:55","","21:10","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5145","B7966","","","B738","MU5230","太原-昆明","TYN","","D","2017/7/7 18:20","","21:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5617","B6829","","","A320","MU5618","南昌-昆明","KHN","","D","2017/7/7 18:45","","21:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU9732","B5815","","","B737","MU9732","拉萨-昆明","LXA","","D","2017/7/7 18:55","","21:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"FU6509","B1562","","","B737","FU6510","福州-昆明","FOC","","D","2017/7/7 18:15","","21:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5738","B5647","","","B738","","广州-昆明","CAN","","D","2017/7/7 18:55","","21:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5898","B2639","","","B737","","普洱-昆明","SYM","","D","2017/7/7 20:20","","21:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU9714","B2502","","","B737","","武汉-宜宾-昆明","WUH","YBP","D","2017/7/7 20:25","","21:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"SC4719","B5119","","","B738","SC4720","重庆-昆明","CKG","","D","2017/7/7 19:55","","21:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"ZH9455","B5401","","","B738","ZH9456","广州-昆明","CAN","","D","2017/7/7 18:50","","21:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2765","B6637","","","A320","","长春-南京-昆明","CGQ","NKG","D","2017/7/7 18:35","","21:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU768","B5903","","","A332","","旧金山-青岛-昆明","SFO","TAO","M","2017/7/7 18:00","","21:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"HU7889","B1797","","","B738","HU7890","深圳-昆明","SZX","","D","2017/7/7 19:05","","21:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"DR6506","B5830","","","B737","DR6511","芒市-昆明","LUM","","D","2017/7/7 20:25","","21:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8222","B6493","","","B738","","重庆-昆明","CKG","","D","2017/7/7 20:05","","21:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9542","B5292","","","B737","8L9801","文山-昆明","WNH","","D","2017/7/7 21:15","","21:45","","","33-计划","","2017/7/7","","REG","REG","","SPE","","","00","YAG"
"3U8848","B1881","","","A320","3U8527","哈尔滨-郑州-昆明","HRB","CGO","D","2017/7/7 19:05","","21:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"GS7661","B9983","","","A320","GS7662","西安-昆明","XIY","","D","2017/7/7 19:25","","21:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5878","B2640","","","B737","","杭州-昆明","HGH","","D","2017/7/7 18:45","","21:55","","","","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"KY8342","B2667","","","B737","","南宁-厦门-昆明","NNG","XMN","D","2017/7/7 19:15","","22:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5646","B6797","","","A322","MU5646","版纳-昆明","JHG","","D","2017/7/7 20:50","","22:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU754","B5819","","","B737","","暹粒-昆明","REP","","I","2017/7/7 19:30","","22:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"8L9903","B5268","","","B737","8L9555","版纳-昆明","JHG","","D","2017/7/7 21:00","","22:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"DR6578","B6109","","","B737","","沈阳-榆林-昆明","SHE","UYN","D","2017/7/7 19:10","","22:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KE885","HL8225","","","B738","KE886","首尔-昆明","ICN","","I","2017/7/7 18:30","","22:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2493","B1422","","","B738","MU2498","温州-武汉-昆明","WNZ","WUH","D","2017/7/7 19:55","","22:10","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5822","B5515","","","B738","","哈尔滨-东胜-昆明","HRB","DSN","D","2017/7/7 19:20","","22:10","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU758","B5256","","","B737","","加德-昆明","KTM","","I","2017/7/7 18:50","","22:10","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"3U8528","B1822","","","A320","","西安-昆明","XIY","","D","2017/7/7 19:50","","22:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"EU2226","B6229","","","A319","EU2224","版纳-昆明","JHG","","D","2017/7/7 21:15","","22:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2245","B6929","","","A320","MU2246","西宁-昆明","XNN","","D","2017/7/7 19:50","","22:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU555","B6805","","","A320","","杭州-昆明","HGH","","D","2017/7/7 19:00","","22:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5706","B5926","","","A33E","MU773","北京-昆明","PEK","","D","2017/7/7 18:40","","22:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"3U8958","B6772","","","A320","","台北-昆明","TPE","","R","2017/7/7 19:10","","22:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8276","B6495","","","B738","","济南-昆明","TNA","","D","2017/7/7 19:05","","22:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5884","B5265","","","B737","","湛江-昆明","ZHA","","D","2017/7/7 20:20","","22:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5914","B5245","","","B737","","版纳-昆明","JHG","","D","2017/7/7 21:20","","22:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5733","B5271","","","B737","","丽江-昆明","LJG","","D","2017/7/7 21:30","","22:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"8L9804","B5249","","","B737","8L9906","丽江-昆明","LJG","","D","2017/7/7 21:30","","22:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9980","B5449","","","B738","","深圳-昆明","SZX","","D","2017/7/7 19:55","","22:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CA4417","B6793","","","A320","","成都-昆明","CTU","","D","2017/7/7 20:45","","22:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5810","B7600","","","B738","","上海-昆明","SHA","","D","2017/7/7 19:10","","22:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"3U8762","B8329","","","A320","","无锡-昆明","WUX","","D","2017/7/7 19:25","","22:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CA8937","B5642","","","B738","","大连-武当山-昆明","DLC","WDS","D","2017/7/7 20:25","","22:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"GJ8690","B1866","","","A320","","长春-徐州-昆明","CGQ","XUZ","D","2017/7/7 19:40","","22:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5854","B5921","","","A33E","MU777","成都-昆明","CTU","","D","2017/7/7 21:00","","22:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"8L9892","B5732","","","B738","","大连-武汉-昆明","DLC","WUH","D","2017/7/7 20:30","","22:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8282","B5702","","","B738","","上海-昆明","PVG","","D","2017/7/7 19:15","","22:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"ZH9451","B5363","","","B738","","广州-昆明","CAN","","D","2017/7/7 20:05","","22:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9924","B5825","","","B737","8L9945","保山-昆明","BSD","","D","2017/7/7 21:45","","22:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8234","B6492","","","B738","","太原-昆明","TYN","","D","2017/7/7 20:00","","22:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5455","B2229","","","A320","","宁波-昆明","NGB","","D","2017/7/7 20:00","","23:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5804","B5293","","","B737","","上海-昆明","SHA","","D","2017/7/7 19:45","","23:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"SC8830","B1508","","","B738","SC8830","德里-昆明","DEL","","I","2017/7/7 18:15","","23:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CZ3997","B6098","","","A333","","北京-昆明","PEK","","D","2017/7/7 19:30","","23:03","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5782","B7170","","","B738","","厦门-昆明","XMN","","D","2017/7/7 20:25","","23:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5930","B2503","","","B737","","文山-昆明","WNH","","D","2017/7/7 21:50","","23:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5986","B5809","","","B737","","保山-昆明","BSD","","D","2017/7/7 22:00","","23:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5834","B1908","","","B738","","兰州-昆明","ZGC","","D","2017/7/7 20:50","","23:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"KY8206","B5025","","","B737","","哈尔滨-济南-昆明","HRB","TNA","D","2017/7/7 19:55","","23:10","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2995","B6872","","","A320","","无锡-重庆-昆明","WUX","CKG","D","2017/7/7 21:30","","23:10","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CZ8509","B9915","","","A320","","长春-青岛-昆明","CGQ","TAO","D","2017/7/7 19:45","","23:13","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CA4459","B6846","","","A320","","成都-昆明","CTU","","D","2017/7/7 21:40","","23:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8298","B2678","","","B737","","长春-石家庄-昆明","CGQ","SJW","D","2017/7/7 20:10","","23:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2264","B1788","","","B738","","沈阳-西安-昆明","SHE","XIY","D","2017/7/7 21:00","","23:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5078","B8973","","","A320","MU5078","曼谷-昆明","BKK","","I","2017/7/7 20:50","","23:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"KY8210","B7872","","","B737","","版纳-昆明","JHG","","D","2017/7/7 22:20","","23:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"ZH9714","B6937","","","A322","","沈阳-太原-昆明","SHE","TYN","D","2017/7/7 20:20","","23:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5726","B1907","","","B738","","乌鲁-昆明","URC","","D","2017/7/7 19:25","","23:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"A67114","B8432","","","A320","","长春-临沂-昆明","CGQ","LYI","D","2017/7/7 20:15","","23:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2572","B5816","","","B737","","加德-昆明","KTM","","I","2017/7/7 20:20","","23:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"SC8885","B6988","","","B738","SC8885","乌鲁-昆明","URC","","D","2017/7/7 19:20","","23:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9634","B6800","","","B738","","沙巴-昆明","BKI","","I","2017/7/7 19:10","","23:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"ZH9415","B5381","","","B737","","深圳-昆明","SZX","","D","2017/7/7 21:00","","23:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"3U8667","B6956","","","A320","","成都-昆明","CTU","","D","2017/7/7 22:00","","23:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9972","B1587","","","B738","","海口-昆明","HAK","","D","2017/7/7 21:45","","23:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5932","B5828","Y","","B737","","迪庆-昆明","DIG","","D","2017/7/7 22:35","","23:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"3U8202","B6322","","","A320","","上海-昆明","PVG","","D","2017/7/7 20:25","","23:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MF8429","B5563","","","B738","","厦门-昆明","XMN","","D","2017/7/7 21:00","","23:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5846","B5820","","","B737","","成都-昆明","CTU","","D","2017/7/7 22:10","","23:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CZ3419","B6288","","","A320","","广州-昆明","CAN","","D","2017/7/7 21:25","","23:48","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"DR6524","B5811","","","B737","","丽江-昆明","LJG","","D","2017/7/7 22:55","","23:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8302","B1991","","","B738","","惠州-昆明","HUZ","","D","2017/7/7 21:30","","23:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"DR5340","B7865","","","B738","","包头-兰州-昆明","BAV","ZGC","D","2017/7/7 21:40","","23:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5922","B5259","","","B737","","丽江-昆明","LJG","","D","2017/7/7 22:55","","23:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"3U8246","B6778","","","A320","","合肥-昆明","HFE","","D","2017/7/7 21:20","","0:05","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"KY8266","B2669","","","B737","","杭州-昆明","HGH","","D","2017/7/7 20:55","","0:05","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"UW9934","B2330","","","A306","UW9941","德里-昆明","DEL","","I","2017/7/7 20:15","","0:05","","","33-计划","","2017/7/8","","REG","REG","","CGO","","","00","YAG"
"CZ3542","B5112","","","B738","","杭州-武汉-昆明","HGH","WUH","D","2017/7/7 21:55","","0:08","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"3U8554","B8331","","","A320","","乌鲁-重庆-昆明","URC","CKG","D","2017/7/7 22:35","","0:10","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"KY8270","B1459","","","B737","","丽江-版纳-昆明","LJG","JHG","D","2017/7/7 22:55","","0:10","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"KY8334","B1507","","","B738","","大连-西安-昆明","DLC","XIY","D","2017/7/7 21:45","","0:10","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"MU5824","B7591","","","B738","","郑州-昆明","CGO","","D","2017/7/7 21:25","","0:10","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","CES"
"SC8844","B7885","","","B738","","大阪-济南-昆明","KIX","TNA","M","2017/7/7 20:50","","0:10","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"QW9855","B8986","","","A320","","青岛-屯溪-昆明","TAO","TXN","D","2017/7/7 21:20","","0:10","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"MU5746","B5756","","","B738","","三亚-昆明","SYX","","D","2017/7/7 22:10","","0:15","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","CES"
"MU5972","B5263","","","B737","","芒市-昆明","LUM","","D","2017/7/7 23:15","","0:15","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","CES"
"8L9898","B5359","","","B738","","温州-昆明","WNZ","","D","2017/7/7 21:10","","0:20","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"DR6516","B5829","","","B737","","天津-襄阳-昆明","TSN","XFN","D","2017/7/7 22:30","","0:20","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"MU5708","B1789","","","B738","","北京-昆明","PEK","","D","2017/7/7 20:40","","0:20","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","CES"
"MU5750","B1790","","","B738","","盐城-长沙-昆明","YNZ","HHA","D","2017/7/7 22:10","","0:20","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","CES"
"KY8240","B6491","","","B738","","青岛-昆明","TAO","","D","2017/7/7 20:50","","0:25","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"MU748","B1702","","","B738","","大阪-上海-昆明","KIX","PVG","M","2017/7/7 21:05","","0:25","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","CES"
"8L9598","B7167","","","B738","","曼谷-昆明","BKK","","I","2017/7/7 22:10","","0:30","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"8L9872","B6221","","","A319","","宁波-宜昌-昆明","NGB","YIH","D","2017/7/7 22:30","","0:30","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"DR6522","B1595","","","B738","","成都-昆明","CTU","","D","2017/7/7 22:50","","0:30","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"GJ8661","B8146","","","A320","","杭州-贵阳-昆明","HGH","KWE","D","2017/7/7 23:20","","0:30","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"MU2785","B6639","","","A320","","南京-昆明","NKG","","D","2017/7/7 21:30","","0:30","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","CES"
"HO1093","B6619","","","A320","","上海-昆明","SHA","","D","2017/7/7 21:05","","0:35","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"MU5902","B5255","","","B737","","版纳-昆明","JHG","","D","2017/7/7 23:30","","0:35","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","CES"
"MU5916","B5821","","","B737","","版纳-昆明","JHG","","D","2017/7/7 23:30","","0:35","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","CES"
"8L9876","B8446","","","A320","","厦门-昆明","XMN","","D","2017/7/7 21:50","","0:35","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"8L9884","B1588","","","B738","","南京-昆明","NKG","","D","2017/7/7 21:50","","0:40","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"KY8250","B7871","","","B737","","丽江-版纳-昆明","LJG","JHG","D","2017/7/7 23:35","","0:40","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"MU5772","B7592","","","B738","","广州-昆明","CAN","","D","2017/7/7 22:10","","0:40","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","CES"
"8L9998","B5805","","","B737","","乌鲁-兰州-昆明","URC","ZGC","D","2017/7/7 22:25","","0:40","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"KY8232","B7870","","","B737","","丽江-昆明","LJG","","D","2017/7/7 23:45","","0:45","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"8L9890","B1825","","","A320","","上海-昆明","PVG","","D","2017/7/7 21:35","","0:50","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"KY8248","B2679","","","B737","","芒市-昆明","LUM","","D","2017/7/7 23:45","","0:50","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"MU5906","B5817","","","B737","","版纳-昆明","JHG","","D","2017/7/7 23:50","","0:50","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","CES"
"MU5913","B5807","","","B737","","版纳-昆明","JHG","","D","2017/7/7 23:45","","0:50","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","CES"
"MU5766","B7589","","","B738","","大连-郑州-昆明","DLC","CGO","D","2017/7/7 22:05","","0:50","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","CES"
"HU7311","B1795","","","B738","","北京-昆明","PEK","","D","2017/7/7 21:30","","0:55","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"8L9976","B6016","","","B738","","广州-昆明","CAN","","D","2017/7/7 22:30","","0:55","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"MU5704","B5796","","","B738","","北京-济宁-昆明","PEK","JNG","D","2017/7/7 21:55","","0:55","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","CES"
"SC4925","B7979","","","B738","","济南-昆明","TNA","","D","2017/7/7 21:45","","1:00","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"8L9974","B1798","","","B738","","郑州-昆明","CGO","","D","2017/7/7 22:30","","1:10","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"8L9984","B2677","","","B738","","西安-昆明","XIY","","D","2017/7/7 22:55","","1:10","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"SC8835","B7976","","","B738","","青岛-景德镇-昆明","TAO","JDZ","D","2017/7/7 22:55","","1:10","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"CA4174","B6881","","","A320","","北京-昆明","PEK","","D","2017/7/7 21:40","","1:15","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"MU5910","B5097","","","B737","","版纳-昆明","JHG","","D","2017/7/8 0:10","","1:15","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","CES"
"QG8816","PK-GQO","","","A320","QG8815","巴厘岛-昆明","DPS","","I","2017/7/7 19:20","","1:15","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
