FLT,RFC,VI1,LKF,ITY,REG,VIP,TAR,TOF,FSA,OPE,POP,RCP,NAT,SDT,FLX,MFF,SST,HDL,STD,DES
3U8129,昆明-版纳,,3U8216,A319,B6445,,532,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 9:25,JHG
3U8201,昆明-上海,,3U8866,A320,B8948,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 16:10,PVG
3U8205,昆明-广州,,3U8638,A320,B6956,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 17:00,CAN
3U8215,昆明-郑州,,3U8762,A320,B1661,,533,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 13:20,CGO
3U8221,昆明-南宁-福州,NNG,3U8723,A320,B8331,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 11:55,FOC
3U8513,昆明-重庆-兰州,CKG,3U8667,A320,B1887,,151,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:15,ZGC
3U8527,昆明-西安,,3U8848,A320,B6732,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 23:20,XIY
3U8530,昆明-杭州,,3U8529,A320,B6323,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 13:05,HGH
3U8553,昆明-重庆-乌鲁,CKG,3U8108,A320,B6955,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 8:45,URC
3U8619,昆明-版纳,,3U8818,A319,B6054,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 21:00,JHG
3U8662,昆明-成都,,3U8930,A320,B6778,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 23:00,CTU
3U8668,昆明-成都,,3U8514,A320,B1887,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 18:20,CTU
3U8669,昆明-成都-石家庄,CTU,3U8528,A320,B6348,,150,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:30,SJW
3U8724,昆明-北京,,3U8222,A320,B8331,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 21:50,PEK
3U8761,昆明-无锡,,3U8948,A320,B1885,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 15:10,WUX
3U8767,昆明-南宁-温州,NNG,3U8768,A320,B6953,,317,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:00,WNZ
3U8817,昆明-丽江-拉萨,LJG,3U8620,A319,B6054,,713,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:30,LXA
3U8823,昆明-南昌,,3U8670,A320,B6348,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 19:45,KHN
3U8837,昆明-万州-北京,WXN,3U8838,A320,B6697,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 14:15,PEK
3U8847,昆明-郑州-哈尔滨,CGO,3U8222,A320,B6732,,534,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:50,HRB
3U8853,昆明-徐州-哈尔滨,XUZ,3U8854,A321,B1891,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 16:15,HRB
3U8865,昆明-宁波,,3U8554,A320,B8948,,318,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:20,NGB
3U8901,昆明-珠海,,3U8768,A320,B6953,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 17:10,ZUH
3U8917,昆明-厦门,,3U8824,A320,B8329,,315,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 6:25,XMN
3U8929,昆明-长沙-沈阳,HHA,3U8244,A320,B6778,,535,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 8:05,SHE
3U8947,昆明-济南,,3U8968,A320,B1885,,149,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 6:55,TNA
3U8967,昆明-重庆-大连,CKG,3U8130,A319,B6445,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 13:10,DLC
8L9519,昆明-芒市,,8L9894,B737,B5810,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 13:20,LUM
8L9555,昆明-海口,,8L9903,A320,B1825,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 23:10,HAK
8L9583,昆明-马尼拉,,8L9648,A320,B8445,,,I,33-计划,REG,REG,,PAX,2017/6/19,,,0,YAG,2017/6/19 0:25,MNL
8L9595,昆明-吉隆坡,,8L9972,A320,B8446,,109,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 9:00,KUL
8L9623,昆明-杭州,,8L9890,B738,B1798,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 10:45,HGH
8L9639,昆明-甲米,,8L9874,B738,B5449,,717,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 9:30,KBV
8L9643,昆明-芒市,,8L9936,A319,B6198,,165,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:05,LUM
8L9647,昆明-淮安-天津,HIA,8L9748,A320,B8445,,103,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:10,TSN
8L9651,昆明-郑州,,8L9956,B738,B1588,,522R,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 9:50,CGO
8L9655,昆明-忻州-哈尔滨,WUT,8L9974,B738,B7990,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 6:10,HRB
8L9709,昆明-连城-南京,LCX,8L9872,B738,B6809,,158,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 6:40,NKG
8L9801,昆明-丽江,,8L9913,B737,B5810,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 23:10,LJG
8L9805,昆明-丽江,,8L9806,A320,B8732,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 14:00,LJG
8L9841,昆明-普洱,,8L9802,B737,B1565,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 9:25,SYM
8L9849,昆明-迪庆,,8L9946,B737,B5825,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:05,DIG
8L9851,昆明-腾冲,,8L9922,B737,B5825,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 16:55,TCZ
8L9855,昆明-绵阳,,8L9948,B738,B5732,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 15:50,MIG
8L9857,昆明-腾冲,,8L9644,A319,B6198,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 13:00,TCZ
8L9861,昆明-合肥,,8L9980,B738,B5359,,161,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 8:45,HFE
8L9863,昆明-重庆-徐州,CKG,8L9884,B738,B2677,,159,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:00,XUZ
8L9865,昆明-济南,,8L9892,B738,B7989,,162,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:10,TNA
8L9869,昆明-武汉-青岛,WUH,8L9905,B737,B5292,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 14:20,TAO
8L9873,昆明-赣州-杭州,KOW,8L9986,A320,B6943,,721,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:00,HGH
8L9875,昆明-厦门,,8L9858,A319,B6198,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 17:20,XMN
8L9883,昆明-南京,,8L9866,B738,B7989,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 17:55,NKG
8L9887,昆明-宜春-上海,YIC,8L9911,B737,B5248,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 8:30,SHA
8L9889,昆明-上海,,8L9966,B738,B1586,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 16:55,PVG
8L9891,昆明-武汉-大连,WUH,8L9886,B738,B6016,,543,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 9:50,DLC
8L9893,昆明-珠海,,8L9712,B737,B5810,,160,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:15,ZUH
8L9897,昆明-温州,,8L9862,B738,B5359,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 16:55,WNZ
8L9904,昆明-版纳,,8L9988,A320,B1825,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 15:10,JHG
8L9906,昆明-版纳,,8L9852,B737,B5249,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,2017/6/18 22:55,JHG
8L9908,昆明-版纳,,8L9942,A319,B6221,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,2017/6/18 23:05,JHG
8L9910,昆明-版纳,,8L9903,B737,B5806,,168,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,2017/6/18 8:50,JHG
8L9914,昆明-版纳,,8L9520,B737,B5810,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 18:00,JHG
8L9921,昆明-沧源,,8L9850,B737,B5825,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 11:05,CWJ
8L9923,昆明-保山,,8L9909,B737,B5806,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,2017/6/18 12:55,BSD
8L9941,昆明-大理,,8L9984,A319,B6221,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 6:50,DLU
8L9945,昆明-成都,,8L9924,B737,B5806,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,2017/6/18 23:55,CTU
8L9947,昆明-成都,,8L9994,B738,B5732,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 10:25,CTU
8L9955,昆明-郑州,,8L9710,B738,B6809,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,2017/6/18 22:05,CGO
8L9959,昆明-安庆-宁波,AQG,8L9586,B738,B7167,,324,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,2017/6/18 7:25,NGB
8L9965,昆明-三亚,,8L9870,B738,B1586,,323,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:15,SYX
8L9971,昆明-海口,,8L9874,A320,B6943,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 18:45,HAK
8L9973,昆明-郑州,,8L9690,B738,B7992,,322,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,2017/6/18 7:05,CGO
8L9975,昆明-广州,,8L9680,B738,B5407,,542,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 18:50,CAN
8L9979,昆明-深圳,,8L9504,A333,B5971,,521,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,2017/6/18 16:20,SZX
8L9983,昆明-西安,,8L9864,B738,B2677,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 19:30,XIY
8L9985,昆明-太原-呼和,TYN,8L9652,B738,B6800,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 15:30,HET
8L9987,昆明-北京,,8L9596,A320,B8446,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,2017/6/18 21:30,PEK
8L9991,昆明-兰州-乌鲁,ZGC,8L9856,B738,B7988,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,2017/6/18 11:40,URC
8L9993,昆明-西安,,8L9656,B738,B7990,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 22:00,XIY
9C8824,昆明-遵义-上海,ZYI,9C8823,A320,B6852,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 16:35,SHA
9C8828,昆明-芷江-上海,HJJ,9C8827,A320,B1672,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 12:15,SHA
9C8830,昆明-常德-上海,CGD,9C8829,A320,B8435,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 19:35,SHA
9C8938,昆明-石家庄,,9C8937,A320,B9940,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 14:50,SJW
A67105,昆明-南昌,,A67108,A321,B8318,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 9:40,KHN
A67107,昆明-郑州,,A67106,A321,B8285,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 18:25,CGO
A67113,昆明-临沂-长春,LYI,A67114,A320,B8432,,720,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:25,CGQ
AK100,昆明-吉隆坡,,AK101,A320,9MAFF,,,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 17:55,KUL
B7290,昆明-高雄,,B7289,A321,B16211,,,R,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,2017/6/18 12:05,KHH
BK2715,昆明-南京,,BK2797,B738,B1963,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 10:10,NKG
BK2743,昆明-版纳,,BK2897,B738,B7373,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 14:25,JHG
BK2798,昆明-长沙,,BK2716,B738,B1963,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 18:10,HHA
BK2898,昆明-天津,,BK2744,B738,B7373,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 18:20,TSN
CA1402,昆明-天津,,CA1401,B738,B7182,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,2017/6/18 20:20,TSN
CA1404,昆明-北京,,CA1403,B737,B5176,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,2017/6/18 11:40,PEK
CA1468,昆明-天津,,CA1467,B738,B5525,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,2017/6/18 21:10,TSN
CA1482,昆明-运城-天津,YCU,CA1481,B738,B5391,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 18:05,TSN
CA1488,昆明-达县-北京,DAX,CA1487,B737,B5044,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 15:25,PEK
CA1752,昆明-杭州,,CA1955,A320,B8429,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,2017/6/18 12:20,HGH
CA1754,昆明-杭州,,CA1753,A319,B6023,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,2017/6/18 19:40,HGH
CA1938,昆明-上海,,CA1937,A320,B6882,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 20:25,PVG
CA1956,昆明-温州,,CA1751,A319,B6033,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,2017/6/18 12:05,WNZ
CA415,昆明-仰光,,CA415,A319,B6478,,,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 10:45,RGN
CA416,昆明-成都,,CA416,A319,B6478,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 17:05,CTU
CA4171,昆明-北京,,CA4459,A320,B6828,,311,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,2017/6/18 7:20,PEK
CA4173,昆明-北京,,CA4172,A320,B6828,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,2017/6/18 17:05,PEK
CA4175,昆明-沈阳,,CA4417,A320,B6822,,145,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:20,SHE
CA4275,昆明-哈尔滨,,CA4276,A320,B6846,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 15:35,HRB
CA4414,昆明-成都,,CA4413,A320,B1686,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 13:25,CTU
CA4418,昆明-成都,,CA4174,A320,B8490,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 8:40,CTU
CA4460,昆明-成都,,CA4176,A320,B6822,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,2017/6/18 21:00,CTU
CA8938,昆明-武当山-大连,WDS,CA8929,B738,B5642,,329,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 10:25,DLC
CF9017,昆明-南京,,CF9018,B757,B2824,,,D,33-计划,REG,REG,,CGO,2017/6/19,,,0,UNK,2017/6/19 0:05,NKG
CZ3248,昆明-桂林,,CZ3247,B738,B5421,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 15:00,KWL
CZ3408,昆明-广州,,CZ3407,A321,B6622,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 17:35,CAN
CZ3410,昆明-广州,,CZ3409,A332,B6516,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 11:55,CAN
CZ3416,昆明-广州,,CZ3415,B738,B1925,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 15:00,CAN
CZ3420,昆明-广州,,CZ3419,A320,B6620,,328,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:35,CAN
CZ3432,昆明-海口,,CZ3431,A321,B8548,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 10:55,HAK
CZ3451,昆明-丽江,,CZ3451,A320,B9952,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 17:20,LJG
CZ3452,昆明-深圳,,CZ3452,A320,B9952,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 21:20,SZX
CZ3460,昆明-深圳,,CZ3459,A320,B2395,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 11:35,SZX
CZ3468,昆明-长沙,,CZ3467,A320,B6251,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 21:30,HHA
CZ3481,昆明-大理,,CZ3481,A319,B6200,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 10:30,DLU
CZ3482,昆明-广州,,CZ3482,A319,B6200,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 14:10,CAN
CZ3487,昆明-丽江,,CZ3487,A319,B6040,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 16:15,LJG
CZ3488,昆明-广州,,CZ3488,A319,B6040,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 20:10,CAN
CZ3490,昆明-广州,,CZ3489,A330,B5939,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 22:10,CAN
CZ3491,昆明-版纳,,CZ3491,B737,B2622,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 11:35,JHG
CZ3492,昆明-郑州,,CZ3492,B737,B2622,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 15:30,CGO
CZ3496,昆明-郑州,,CZ3495,B738,B1980,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 17:40,CGO
CZ3541,昆明-武汉-杭州,WUH,CZ3542,B738,B5191,,312,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:55,HGH
CZ3678,昆明-上海,,CZ3677,A320,B6681,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 12:05,PVG
CZ3748,昆明-珠海,,CZ3747,B738,B1922,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 21:40,ZUH
CZ3858,昆明-汕头,,CZ3857,B738,B5746,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 12:15,SWA
CZ3864,昆明-南宁-汕头,NNG,CZ3863,B738,B5837,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 21:10,SWA
CZ3902,昆明-北京,,CZ3901,A333,B6098,Y,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 13:45,PEK
CZ3998,昆明-北京,,CZ3997,A333,B6111,Y,140,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 9:15,PEK
CZ6160,昆明-北京,,CZ6159,A321,B6317,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 20:05,PEK
CZ6270,昆明-西安-哈尔滨,XIY,CZ6269,A32E,B8847,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 15:50,HRB
CZ6369,昆明-版纳,,CZ6369,B737,B2916,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 16:50,JHG
CZ6370,昆明-郑州,,CZ6370,B737,B2916,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 21:00,CGO
CZ6404,昆明-重庆-沈阳,CKG,CZ6403,A321,B6308,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 15:50,SHE
CZ6416,昆明-西安-沈阳,XIY,CZ6415,A320,B6783,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 20:05,SHE
CZ6426,昆明-武汉-大连,WUH,CZ6425,A320,B9911,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 13:55,DLC
CZ6428,昆明-长沙-大连,HHA,CZ6427,A320,B1828,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 17:45,DLC
CZ6460,昆明-重庆-长春,CKG,CZ6459,A320,B6678,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 16:10,CGQ
CZ6562,昆明-义乌,,CZ6561,B738,B5719,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 20:35,YIW
CZ6598,昆明-三亚,,CZ6597,A321,B8675,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 21:05,SYX
CZ6602,昆明-郑州,,CZ6601,B737,B5232,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 22:10,CGO
CZ6800,昆明-上海,,CZ6799,A321,B8869,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 19:45,PVG
CZ6924,昆明-深圳,,CZ6923,A321,B6343,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 22:20,SZX
CZ6950,昆明-重庆-乌鲁,CKG,CZ6949,B738,B1952,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 17:45,URC
CZ6978,昆明-武汉,,CZ6977,B737,B2917,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 21:50,WUH
CZ8510,昆明-青岛-长春,TAO,CZ8509,A320,B1652,,313,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 8:10,CGQ
DR5313,昆明-恩施-天津,ENH,DR6512,B737,B5830,,156,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:25,TSN
DR6501,昆明-芒市,,DR6508,B737,B6109,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 13:10,LUM
DR6503,昆明-芒市,,DR6580,B737,B5811,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 17:00,LUM
DR6505,昆明-芒市,,DR5314,B737,B5830,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 18:30,LUM
DR6507,昆明-芒市,,DR6524,B737,B6109,,157,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 9:10,LUM
DR6509,昆明-版纳,,DR6516,B737,B5829,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 8:40,JHG
DR6511,昆明-版纳,,DR6506,B737,B5830,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 22:40,JHG
DR6515,昆明-襄阳-天津,XFN,DR6510,B737,B5829,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 13:30,TSN
DR6521,昆明-成都,,DR6522,B738,B1595,,715,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:00,CTU
DR6523,昆明-丽江,,DR6502,B737,B6109,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 17:10,LJG
DR6529,昆明-太原-呼和,TYN,DR6538,B737,B7088,,155,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:35,HET
DR6533,昆明-武汉,,DR6534,B738,B7867,,316,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:20,WUH
DR6537,昆明-兰州,,DR6530,B737,B7088,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 18:55,ZGC
DR6559,昆明-太原-大连,TYN,DR6570,B738,B1593,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 12:40,DLC
DR6561,昆明-青岛-沈阳,TAO,DR6560,B738,B7866,,537,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 11:55,SHE
DR6569,昆明-北海,,DR6558,B738,B1593,,153,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:20,BHY
DR6577,昆明-榆林-沈阳,UYN,DR6578,B737,B6110,,154,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 7:15,SHE
DR6579,昆明-芒市,,DR6504,B737,B5811,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 20:40,LUM
DR6591,昆明-西安,,DR6592,B738,B1960,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 6:35,XIY
EU2224,昆明-成都,,EU2226,A319,B6230,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 23:25,CTU
EU2225,昆明-版纳,,EU2722,A319,B6230,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 19:25,JHG
EU2721,昆明-柳州-厦门,LZH,EU2223,A319,B6230,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 9:20,XMN
FD583,昆明-廊曼,,FD582,A320,HSBBE,,,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,2017/6/18 12:30,DMK
