FLT,VIP,LKF,RFC,ORG,VI1,TOF,REG,ITY,TAR,CAR,ABP,STA,ETA,TDT,ATA,FSA,SDT,OPE,POP,RCP,NAT,FLX,MFF,SST,HDL
"MU5463","","MU5450","上海-合肥-昆明","PVG","HFE","D","B6832","A320","","","","20:40","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5093","","MU5093","兰州-昆明","ZGC","","D","B1612","A320","","","","21:05","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5145","","MU5230","太原-昆明","TYN","","D","B1772","B738","","","","21:15","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5617","","MU5618","南昌-昆明","KHN","","D","B6878","A322","","","","21:15","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5898","","MU5911","普洱-昆明","SYM","","D","B5802","B737","","","","21:25","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU9714","","","武汉-宜宾-昆明","WUH","YBP","D","B2503","B737","","","","21:30","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU768","","","旧金山-青岛-昆明","SFO","TAO","M","B5902","A33E","","","","21:35","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU754","","","暹粒-昆明","REP","","I","B5828","B737","","","","22:00","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2493","","MU2498","温州-武汉-昆明","WNZ","WUH","D","B1515","B738","","","","22:10","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5822","","","哈尔滨-东胜-昆明","HRB","DSN","D","B5527","B738","","","","22:10","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU758","","","加德-昆明","KTM","","I","B5259","B737","","","","22:10","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2245","","MU2246","西宁-昆明","XNN","","D","B6929","A320","","","","22:15","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU555","","","杭州-昆明","HGH","","D","B1836","A320","","","","22:15","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5733","","","丽江-昆明","LJG","","D","B5242","B737","","","","22:25","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5854","","MU777","成都-昆明","CTU","","D","B5926","A33E","","","","22:30","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5804","","","上海-昆明","SHA","","D","B5295","B737","","","","23:00","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5782","","","厦门-昆明","XMN","","D","B5683","B738","","","","23:05","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5930","","","文山-昆明","WNH","","D","B2640","B737","","","","23:05","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5986","","","保山-昆明","BSD","","D","B5819","B737","","","","23:05","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2995","","","无锡-重庆-昆明","WUX","CKG","D","B6893","A320","","","","23:10","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5078","","MU5078","曼谷-昆明","BKK","","I","B6010","A320","","","","23:20","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2572","","","加德-昆明","KTM","","I","B5815","B737","","","","23:30","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5846","","","成都-昆明","CTU","","D","B5820","B737","","","","23:45","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5746","","","三亚-昆明","SYX","","D","B6892","A320","","","","0:15","","","","","2017/7/1","REG","REG","","PAX","","","00","CES"
"MU5708","","","北京-昆明","PEK","","D","B6145","B738","","","","0:20","","","","","2017/7/1","REG","REG","","PAX","","","00","CES"
"MU5750","","","盐城-长沙-昆明","YNZ","HHA","D","B6147","B738","","","","0:20","","","","","2017/7/1","REG","REG","","PAX","","","00","CES"
"MU5848","","","成都-昆明","CTU","","D","B1790","B738","","","","0:25","","","","","2017/7/1","REG","REG","","PAX","","","00","CES"
"MU748","","","大阪-上海-昆明","KIX","PVG","M","B1788","B738","","","","0:25","","","","","2017/7/1","REG","REG","","PAX","","","00","CES"
"MU2785","","","南京-昆明","NKG","","D","B2291","A321","","","","0:30","","","","","2017/7/1","REG","REG","","PAX","","","00","CES"
"MU5902","","","版纳-昆明","JHG","","D","B5225","B737","","","","0:35","","","","","2017/7/1","REG","REG","","PAX","","","00","CES"
"MU5772","","","广州-昆明","CAN","","D","B7591","B738","","","","0:40","","","","","2017/7/1","REG","REG","","PAX","","","00","CES"
