FLT,VIP,LKF,RFC,VI1,DES,TOF,REG,ITY,TAR,GAT,CID,MP1,STD,ETD,ATD,ABT,FSA,RCP,SDT,EAN,POP,OPE,NAT,FLX,MFF,SST
"8L9863","","8L9972","昆明-重庆-徐州","CKG","XUZ","D","B5359","B738","166","13","","C","7:00","","","","33-计划","","2017/6/30","8:10","REG","REG","PAX","","","00"
"8L9865","","8L9690","昆明-济南","","TNA","D","B2677","B738","","","","B","7:10","","","","33-计划","","2017/6/30","9:49","REG","REG","PAX","","","00"
"8L9869","","8L9584","昆明-武汉-青岛","WUH","TAO","D","B7167","B738","","","","","14:20","","","","33-计划","","2017/6/30","16:10","REG","REG","PAX","","","00"
"8L9873","","8L9886","昆明-赣州-杭州","KOW","HGH","D","B1586","B738","167","11","","C","7:00","","","","33-计划","","2017/6/30","9:04","REG","REG","PAX","","","00"
"8L9875","","8L9652","昆明-厦门","","XMN","D","B7988","B738","","","","","17:20","","","","33-计划","","2017/6/30","19:38","REG","REG","PAX","","","00"
"8L9883","","8L9894","昆明-南京","","NKG","D","B6800","B738","","","","","18:00","","","","33-计划","","2017/6/30","20:20","REG","REG","PAX","","","00"
"8L9887","","8L9640","昆明-宜春-上海","YIC","SHA","D","B5409","B738","521L","","","B","8:30","","","","33-计划","","2017/6/30","10:22","REG","REG","PAX","","","00"
"8L9889","","8L9994","昆明-上海","","PVG","D","B6809","B738","","","","","16:55","","","","33-计划","","2017/6/30","19:35","REG","REG","PAX","","","00"
"8L9891","","8L9890","昆明-武汉-大连","WUH","DLC","D","B5449","B738","","","","B","9:50","","","","33-计划","","2017/6/30","11:41","REG","REG","PAX","","","00"
"8L9893","","8L9966","昆明-珠海","","ZUH","D","B6800","B738","519L","","","C","7:15","","","","33-计划","","2017/6/30","8:58","REG","REG","PAX","","","00"
"8L9897","","8L9866","昆明-温州","","WNZ","D","B2677","B738","","","","","16:55","","","","33-计划","","2017/6/30","19:24","REG","REG","PAX","","","00"
"8L9904","","","昆明-版纳","","JHG","D","B5248","B737","","","","","15:10","","","","33-计划","","2017/6/30","15:56","REG","REG","PAX","","","00"
"8L9906","","8L9903","昆明-版纳","","JHG","D","B5248","B737","","","","","23:05","","","","33-计划","","2017/6/30","23:52","REG","REG","PAX","","","01"
"8L9910","","8L9905","昆明-版纳","","JHG","D","B5272","B737","","","","B","8:50","","","","33-计划","","2017/6/30","9:36","REG","REG","PAX","","","01"
"8L9912","","8L9942","昆明-版纳","","JHG","D","B5249","B737","","","","","22:40","","","","33-计划","","2017/6/30","23:26","REG","REG","PAX","","","00"
"8L9914","","8L9922","昆明-版纳","","JHG","D","B5823","B737","","","","","20:00","","","","33-计划","","2017/6/30","20:46","REG","REG","PAX","","","00"
"8L9921","","8L9850","昆明-沧源","","CWJ","D","B5823","B737","","","","","11:05","","","","33-计划","","2017/6/30","11:50","REG","REG","PAX","","","00"
"8L9941","","8L9804","昆明-大理","","DLU","D","B5249","B737","717","","","B","6:50","","","","33-计划","","2017/6/30","7:33","REG","REG","PAX","","","00"
"8L9945","","8L9656","昆明-成都","","CTU","D","B7989","B738","","","","","23:55","","","","33-计划","","2017/6/30","0:58","REG","REG","PAX","","","01"
"8L9947","","8L9974","昆明-成都","","CTU","D","B7993","B738","","","","","10:25","","","","33-计划","","2017/6/30","11:28","REG","REG","PAX","","","00"
"8L9955","","8L9874","昆明-郑州","","CGO","D","B1586","B738","","","","","22:00","","","","33-计划","","2017/6/30","0:12","REG","REG","PAX","","","01"
"8L9959","","8L9946","昆明-安庆-宁波","AQG","NGB","D","B6221","A319","","","","C","7:25","","","","33-计划","","2017/6/30","9:41","REG","REG","PAX","","","01"
"8L9965","","8L9892","昆明-三亚","","SYX","D","B7990","B738","168","09","","A","7:15","","","","33-计划","","2017/6/30","8:57","REG","REG","PAX","","","00"
"8L9971","","8L9864","昆明-海口","","HAK","D","B5359","B738","168","09","","","18:45","","","","33-计划","","2017/6/30","20:15","REG","REG","PAX","","","00"
"8L9973","","8L9870","昆明-郑州","","CGO","D","B7992","B738","323","","","A","7:05","","","","33-计划","","2017/6/30","9:20","REG","REG","PAX","","","01"
"8L9975","","8L9624","昆明-广州","","CAN","D","B6959","A320","","","","","19:00","","","","33-计划","","2017/6/30","20:39","REG","REG","PAX","","","00"
"8L9979","","8L9948","昆明-深圳","","SZX","D","B7993","B738","","","","","16:20","","","","33-计划","","2017/6/30","18:03","REG","REG","PAX","","","01"
"8L9983","","8L9960","昆明-西安","","XIY","D","B6221","A319","","","","","19:30","","","","33-计划","","2017/6/30","21:19","REG","REG","PAX","","","00"
"8L9985","","8L9862","昆明-太原-呼和","TYN","HET","D","B6198","A319","","","","","15:30","","","","33-计划","","2017/6/30","17:54","REG","REG","PAX","","","00"
"8L9987","","8L9648","昆明-北京","","PEK","D","B8446","A320","","","","","21:30","","","","33-计划","","2017/6/30","0:27","REG","REG","PAX","","","01"
"8L9991","","8L9856","昆明-兰州-乌鲁","ZGC","URC","D","B1588","B738","","","","","12:15","","","","33-计划","","2017/6/30","14:10","REG","REG","PAX","","","01"
"8L9993","","8L9888","昆明-西安","","XIY","D","B5409","B738","","","","","21:55","","","","33-计划","","2017/6/30","23:44","REG","REG","PAX","","","00"
"9C8824","","9C8823","昆明-遵义-上海","ZYI","SHA","D","B8580","A320","","","","","16:35","","","","33-计划","","2017/6/30","17:33","REG","REG","PAX","","","00"
"9C8938","","9C8937","昆明-石家庄","","SJW","D","B1670","A320","","","","","14:50","","","","33-计划","","2017/6/30","17:26","REG","REG","PAX","","","00"
"9C8954","","9C8953","昆明-上海","","SHA","D","B6820","A320","","","","","12:45","","","","33-计划","","2017/6/30","15:27","REG","REG","PAX","","","00"
"9C8962","","9C8961","昆明-黔江-上海","JIQ","SHA","D","B1628","A320","","","","","19:10","","","","33-计划","","2017/6/30","20:39","REG","REG","PAX","","","00"
"A67105","","A67108","昆明-南昌","","KHN","D","B8318","A321","","","","C","9:40","","","","33-计划","","2017/6/30","11:33","REG","REG","PAX","","","00"
"A67107","","A67106","昆明-郑州","","CGO","D","B8285","A321","","","","","18:25","","","","33-计划","","2017/6/30","20:38","REG","REG","PAX","","","00"
"A67113","","A67114","昆明-临沂-长春","LYI","CGQ","D","B8432","A320","710","","","B","7:25","","","","33-计划","","2017/6/30","10:02","REG","REG","PAX","","","00"
"AK100","","AK101","昆明-吉隆坡","","KUL","I","9MAFF","A320","","","","","17:55","","","","33-计划","","2017/6/30","","REG","REG","PAX","","","00"
"BK2715","","BK2797","昆明-南京","","NKG","D","B6026","B738","","","","","10:10","","","","33-计划","","2017/6/30","12:32","REG","REG","PAX","","","00"
"BK2743","","BK2897","昆明-版纳","","JHG","D","B5562","B738","","","","","14:25","","","","33-计划","","2017/6/30","15:14","REG","REG","PAX","","","00"
"BK2798","","BK2716","昆明-长沙","","HHA","D","B6026","B738","","","","","18:10","","","","33-计划","","2017/6/30","19:47","REG","REG","PAX","","","00"
"BK2898","","BK2744","昆明-天津","","TSN","D","B5562","B738","","","","","18:20","","","","33-计划","","2017/6/30","21:14","REG","REG","PAX","","","00"
"CA1402","","CA1401","昆明-天津","","TSN","D","B7182","B738","","","","","20:20","","","","33-计划","","2017/6/30","23:12","REG","REG","PAX","","","01"
"CA1404","","CA1403","昆明-北京","","PEK","D","B5179","B737","","","","","11:40","","","","33-计划","","2017/6/30","14:37","REG","REG","PAX","","","01"
"CA1482","","CA1481","昆明-运城-天津","YCU","TSN","D","B5229","B737","","","","","18:05","","","","33-计划","","2017/6/30","20:04","REG","REG","PAX","","","00"
"CA1488","","CA1487","昆明-达县-北京","DAX","PEK","D","B5213","B737","","","","","15:25","","","","33-计划","","2017/6/30","16:46","REG","REG","PAX","","","00"
"CA1752","","CA1955","昆明-杭州","","HGH","D","B8429","A320","","","","","12:20","","","","33-计划","","2017/6/30","14:46","REG","REG","PAX","","","01"
"CA1754","","CA1753","昆明-杭州","","HGH","D","B6022","A319","","","","","19:40","","","","33-计划","","2017/6/30","22:02","REG","REG","PAX","","","01"
"CA1938","","CA1937","昆明-上海","","PVG","D","B6918","A320","","","","","20:25","","","","33-计划","","2017/6/30","23:02","REG","REG","PAX","","","00"
"CA1956","","CA1751","昆明-温州","","WNZ","D","B6032","A319","","","","","12:05","","","","33-计划","","2017/6/30","14:33","REG","REG","PAX","","","01"
"CA1988","","CA1987","昆明-温州","","WNZ","D","B6733","A320","","","","","21:10","","","","33-计划","","2017/6/30","23:34","REG","REG","PAX","","","00"
"CA415","","CA415","昆明-仰光","","RGN","I","B6038","A319","","","","","10:45","","","","33-计划","","2017/6/30","","REG","REG","PAX","","","00"
"CA416","","CA416","昆明-成都","","CTU","D","B6038","A319","","","","","17:05","","","","33-计划","","2017/6/30","18:11","REG","REG","PAX","","","00"
"CA4171","","CA4174","昆明-北京","","PEK","D","B8490","A320","","","","C","7:20","","","","33-计划","","2017/6/30","10:16","REG","REG","PAX","","","01"
"CA4173","","CA4172","昆明-北京","","PEK","D","B8490","A320","","","","","17:05","","","","33-计划","","2017/6/30","20:00","REG","REG","PAX","","","01"
"CA4175","","CA4459","昆明-沈阳","","SHE","D","B6767","A320","147","55","","C","7:20","","","","33-计划","","2017/6/30","10:57","REG","REG","PAX","","","00"
"CA4275","","CA4276","昆明-哈尔滨","","HRB","D","B6967","A320","","","","","15:35","","","","33-计划","","2017/6/30","19:45","REG","REG","PAX","","","00"
"CA4414","","CA4413","昆明-成都","","CTU","D","B6916","A320","","","","","13:25","","","","33-计划","","2017/6/30","14:30","REG","REG","PAX","","","00"
"CA4418","","CA4417","昆明-成都","","CTU","D","B8745","A320","536","","","","8:40","","","","33-计划","","2017/6/30","9:42","REG","REG","PAX","","","00"
"CA4460","","CA4176","昆明-成都","","CTU","D","B6767","A320","","","","","21:00","","","","33-计划","","2017/6/30","22:03","REG","REG","PAX","","","01"
"CA8938","","CA8929","昆明-武当山-大连","WDS","DLC","D","B6105","B738","535","","","","10:25","","","","33-计划","","2017/6/30","12:13","REG","REG","PAX","","","00"
"CZ3248","","CZ3247","昆明-桂林","","KWL","D","B1951","B738","","","","","15:00","","","","33-计划","","2017/6/30","16:12","REG","REG","PAX","","","00"
"CZ3408","","CZ3407","昆明-广州","","CAN","D","B6408","A319","","","","","17:35","","","","33-计划","","2017/6/30","19:15","REG","REG","PAX","","","00"
"CZ3410","","CZ3409","昆明-广州","","CAN","D","B1917","B738","","","","","11:55","","","","33-计划","","2017/6/30","13:35","REG","REG","PAX","","","00"
"CZ3416","","CZ3415","昆明-广州","","CAN","D","B5236","B737","","","","","15:00","","","","33-计划","","2017/6/30","16:39","REG","REG","PAX","","","00"
"CZ3420","","CZ3419","昆明-广州","","CAN","D","B9932","A320","137","52","","B","7:35","","","","33-计划","","2017/6/30","9:14","REG","REG","PAX","","","00"
"CZ3432","","CZ3431","昆明-海口","","HAK","D","B8548","A321","","","","","10:55","","","","33-计划","","2017/6/30","12:23","REG","REG","PAX","","","00"
"CZ3450","","CZ3449","昆明-广州","","CAN","D","B6241","A319","","","","","18:45","","","","33-计划","","2017/6/30","20:23","REG","REG","PAX","","","00"
"CZ3451","","CZ3451","昆明-丽江","","LJG","D","B6813","A320","","","","","17:20","","","","33-计划","","2017/6/30","18:11","REG","REG","PAX","","","00"
"CZ3452","","CZ3452","昆明-深圳","","SZX","D","B6813","A320","","","","","21:20","","","","33-计划","","2017/6/30","23:01","REG","REG","PAX","","","00"
"CZ3460","","CZ3459","昆明-深圳","","SZX","D","B2396","A320","","","","","11:35","","","","33-计划","","2017/6/30","13:16","REG","REG","PAX","","","00"
"CZ3468","","CZ3467","昆明-长沙","","HHA","D","B6263","A320","","","","","21:30","","","","33-计划","","2017/6/30","23:05","REG","REG","PAX","","","00"
"CZ3481","","CZ3481","昆明-大理","","DLU","D","B6201","A319","","","","","10:30","","","","33-计划","","2017/6/30","11:11","REG","REG","PAX","","","00"
"CZ3482","","CZ3482","昆明-广州","","CAN","D","B6201","A319","","","","","14:10","","","","33-计划","","2017/6/30","15:51","REG","REG","PAX","","","00"
"CZ3487","","CZ3487","昆明-丽江","","LJG","D","B6242","A319","","","","","16:15","","","","33-计划","","2017/6/30","17:07","REG","REG","PAX","","","00"
"CZ3488","","CZ3488","昆明-广州","","CAN","D","B6242","A319","","","","","20:10","","","","33-计划","","2017/6/30","21:47","REG","REG","PAX","","","00"
"CZ3490","","CZ3489","昆明-广州","","CAN","D","B6826","A320","","","","","22:10","","","","33-计划","","2017/6/30","23:51","REG","REG","PAX","","","00"
"CZ3491","","CZ3491","昆明-版纳","","JHG","D","B2169","B737","","","","","11:35","","","","33-计划","","2017/6/30","12:20","REG","REG","PAX","","","00"
"CZ3492","","CZ3492","昆明-郑州","","CGO","D","B2169","B737","","","","","15:30","","","","33-计划","","2017/6/30","17:40","REG","REG","PAX","","","00"
"CZ3496","","CZ3495","昆明-郑州","","CGO","D","B2916","B737","","","","","17:40","","","","33-计划","","2017/6/30","19:50","REG","REG","PAX","","","00"
"CZ3541","","CZ3542","昆明-武汉-杭州","WUH","HGH","D","B2695","B738","","","","C","7:55","","","","33-计划","","2017/6/30","9:40","REG","REG","PAX","","","00"
"CZ3678","","CZ3677","昆明-上海","","PVG","D","B8848","A321","","","","","12:05","","","","33-计划","","2017/6/30","14:49","REG","REG","PAX","","","00"
"CZ3748","","CZ3747","昆明-珠海","","ZUH","D","B5165","B738","","","","","21:40","","","","33-计划","","2017/6/30","23:19","REG","REG","PAX","","","00"
"CZ3858","","CZ3857","昆明-汕头","","SWA","D","B1920","B738","","","","","12:15","","","","33-计划","","2017/6/30","14:13","REG","REG","PAX","","","00"
"CZ3864","","CZ3863","昆明-南宁-汕头","NNG","SWA","D","B5719","B738","","","","","21:10","","","","33-计划","","2017/6/30","22:09","REG","REG","PAX","","","00"
"CZ3902","","CZ3901","昆明-北京","","PEK","D","B6098","A333","","","","","13:45","","","","33-计划","","2017/6/30","16:39","REG","REG","PAX","","","00"
"CZ3998","","CZ3997","昆明-北京","","PEK","D","B6056","A332","163","10","","LL7","9:15","","","","33-计划","","2017/6/30","12:09","REG","REG","PAX","","","00"
"CZ6160","Y","CZ6159","昆明-北京","","PEK","D","B6629","A321","","","","","20:05","","","","33-计划","","2017/6/30","22:58","REG","REG","PAX","","","00"
"CZ6270","","CZ6269","昆明-西安-哈尔滨","XIY","HRB","D","B8847","A32E","","","","","15:50","","","","33-计划","","2017/6/30","17:35","REG","REG","PAX","","","00"
"CZ6369","","CZ6369","昆明-版纳","","JHG","D","B2622","B737","","","","","16:50","","","","33-计划","","2017/6/30","17:36","REG","REG","PAX","","","00"
"CZ6370","","CZ6370","昆明-郑州","","CGO","D","B2622","B737","","","","","21:00","","","","33-计划","","2017/6/30","23:07","REG","REG","PAX","","","00"
"CZ6404","","CZ6403","昆明-重庆-沈阳","CKG","SHE","D","B6739","A320","","","","","15:50","","","","33-计划","","2017/6/30","16:59","REG","REG","PAX","","","00"
"CZ6416","","CZ6415","昆明-西安-沈阳","XIY","SHE","D","B6785","A320","","","","","20:05","","","","33-计划","","2017/6/30","21:52","REG","REG","PAX","","","00"
"CZ6426","","CZ6425","昆明-武汉-大连","WUH","DLC","D","B9911","A320","","","","","13:55","","","","33-计划","","2017/6/30","15:42","REG","REG","PAX","","","00"
"CZ6428","","CZ6427","昆明-长沙-大连","HHA","DLC","D","B9958","A320","","","","","17:45","","","","33-计划","","2017/6/30","19:20","REG","REG","PAX","","","00"
"CZ6460","","CZ6459","昆明-重庆-长春","CKG","CGQ","D","B1606","A321","","","","","16:10","","","","33-计划","","2017/6/30","17:19","REG","REG","PAX","","","00"
"CZ6562","","CZ6561","昆明-义乌","","YIW","D","B5156","B738","","","","","20:35","","","","33-计划","","2017/6/30","22:54","REG","REG","PAX","","","00"
"CZ6598","","CZ6597","昆明-三亚","","SYX","D","B8425","A321","","","","","21:05","","","","33-计划","","2017/6/30","22:43","REG","REG","PAX","","","00"
"CZ6602","","CZ6601","昆明-郑州","","CGO","D","B5233","B737","","","","","22:10","","","","33-计划","","2017/6/30","0:18","REG","REG","PAX","","","00"
"CZ6800","","CZ6799","昆明-上海","","PVG","D","B6681","A320","","","","","19:45","","","","33-计划","","2017/6/30","22:28","REG","REG","PAX","","","00"
"CZ6978","","CZ6977","昆明-武汉","","WUH","D","B1921","B738","","","","","21:50","","","","33-计划","","2017/6/30","23:34","REG","REG","PAX","","","00"
"CZ8510","","CZ8509","昆明-青岛-长春","TAO","CGQ","D","B6945","A322","142","62","","","8:10","","","","33-计划","","2017/6/30","11:11","REG","REG","PAX","","","00"
"DR5313","","DR5316","昆明-恩施-天津","ENH","TSN","D","B5830","B737","534","","","","7:25","","","","33-计划","","2017/6/30","8:53","REG","REG","PAX","","","00"
"DR6501","","DR6508","昆明-芒市","","LUM","D","B6109","B737","","","","","13:10","","","","33-计划","","2017/6/30","14:01","REG","REG","PAX","","","00"
"DR6503","","DR6580","昆明-芒市","","LUM","D","B5829","B737","","","","","17:00","","","","33-计划","","2017/6/30","17:50","REG","REG","PAX","","","00"
"DR6505","","DR5314","昆明-芒市","","LUM","D","B5830","B737","","","","A","18:30","","","","33-计划","","2017/6/30","19:21","REG","REG","PAX","","","00"
"DR6507","","DR6524","昆明-芒市","","LUM","D","B6109","B737","157","01","","A","9:10","","","","33-计划","","2017/6/30","10:01","REG","REG","PAX","","","00"
"DR6509","","DR6516","昆明-版纳","","JHG","D","B5812","B737","311","","","A","8:40","","","","33-计划","","2017/6/30","9:26","REG","REG","PAX","","","00"
"DR6511","","DR6506","昆明-版纳","","JHG","D","B5830","B737","","","","","22:40","","","","33-计划","","2017/6/30","23:27","REG","REG","PAX","","","00"
"DR6515","","DR6510","昆明-襄阳-天津","XFN","TSN","D","B5812","B737","","","","A","13:30","","","","33-计划","","2017/6/30","15:23","REG","REG","PAX","","","00"
"DR6521","","DR6522","昆明-成都","","CTU","D","B1595","B738","","","","A","7:00","","","","33-计划","","2017/6/30","8:03","REG","REG","PAX","","","00"
"DR6523","","DR6502","昆明-丽江","","LJG","D","B6109","B737","","","","","17:10","","","","33-计划","","2017/6/30","18:03","REG","REG","PAX","","","00"
"DR6529","","DR6538","昆明-太原-呼和","TYN","HET","D","B7866","B738","162","08","","A","7:35","","","","33-计划","","2017/6/30","10:00","REG","REG","PAX","","","00"
"DR6533","","DR6592","昆明-武汉","","WUH","D","B1597","B738","152","46","","B","7:20","","","","33-计划","","2017/6/30","9:09","REG","REG","PAX","","","00"
"DR6537","","DR6512","昆明-兰州","","ZGC","D","B7088","B737","","","","","18:55","","","","33-计划","","2017/6/30","20:50","REG","REG","PAX","","","00"
"DR6559","","DR6570","昆明-太原-大连","TYN","DLC","D","B1593","B738","","","","","12:40","","","","33-计划","","2017/6/30","15:04","REG","REG","PAX","","","00"
"DR6569","","DR6560","昆明-北海","","BHY","D","B1593","B738","151","47","","","7:20","","","","33-计划","","2017/6/30","8:37","REG","REG","PAX","","","00"
"DR6577","","DR6578","昆明-榆林-沈阳","UYN","SHE","D","B6110","B737","148","","","C","7:15","","","","33-计划","","2017/6/30","9:33","REG","REG","PAX","","","00"
"DR6579","","DR6504","昆明-芒市","","LUM","D","B5829","B737","","","","","20:40","","","","33-计划","","2017/6/30","21:30","REG","REG","PAX","","","00"
"DR6591","","DR6558","昆明-西安","","XIY","D","B1960","B738","","","","A","6:35","","","","33-计划","","2017/6/30","8:25","REG","REG","PAX","","","00"
"EU2224","","EU2226","昆明-成都","","CTU","D","B6163","A319","","","","","23:25","","","","33-计划","","2017/6/30","0:28","REG","REG","PAX","","","00"
"EU2225","","EU2722","昆明-版纳","","JHG","D","B6163","A319","","","","","19:25","","","","33-计划","","2017/6/30","20:12","REG","REG","PAX","","","00"
"EU2721","","EU2223","昆明-柳州-厦门","LZH","XMN","D","B6163","A319","","","","","9:20","","","","33-计划","","2017/6/30","10:30","REG","REG","PAX","","","00"
"FM9452","","FM9451","昆明-上海","","SHA","D","B2567","B763","","","","","13:50","","","","33-计划","","2017/6/30","16:29","REG","REG","PAX","","","00"
"FM9454","","FM9454","昆明-上海","","SHA","D","B5261","B737","","","","","16:40","","","","33-计划","","2017/6/30","19:22","REG","REG","PAX","","","00"
"FU6510","","FU6509","昆明-福州","","FOC","D","B7105","B737","","","","","22:25","","","","33-计划","","2017/6/30","0:46","REG","REG","PAX","","","00"
"GJ8662","","GJ8872","昆明-贵阳-杭州","KWE","HGH","D","B8145","A320","138","54","","C","7:30","","","","33-计划","","2017/6/30","8:22","REG","REG","PAX","","","00"
"GJ8689","","GJ8661","昆明-徐州-长春","XUZ","CGQ","D","B8335","A320","","","","","8:05","","","","33-计划","","2017/6/30","10:33","REG","REG","PAX","","","00"
