FLT,VIP,LKF,RFC,VI1,DES,TOF,REG,ITY,TAR,GAT,CID,MP1,STD,ETD,ATD,ABT,FSA,RCP,SDT,EAN,POP,OPE,NAT,FLX,MFF,SST
"MU2567","","MU2567","昆明-曼德勒","","MDL","I","B6145","B738","","","","","10:30","","","","33-计划","","2017/6/30","11:46","REG","REG","PAX","","","00"
"MU5945","","MU5932","昆明-澜沧","","JMJ","D","B5815","B737","121","33","","","7:40","","","","33-计划","","2017/6/30","8:32","REG","REG","PAX","","","00"
"MU5965","","MU5946","昆明-沧源","","CWJ","D","B5815","B737","","","","","11:25","","","","33-计划","","2017/6/30","12:13","REG","REG","PAX","","","00"
"MU9755","","MU2566","昆明-保山","","BSD","D","B5809","B737","510","","","","8:30","","","","33-计划","","2017/6/30","9:18","REG","REG","PAX","","","00"
"FM9398","","FM9397","昆明-长沙-上海","HHA","PVG","D","B6698","B738","","","","","16:10","","","","","","2017/6/30","17:49","REG","REG","PAX","","","00"
"FM9430","","FM9429","昆明-衡阳-上海","HNY","PVG","D","B1967","B738","","","","","17:25","","","","","","2017/6/30","18:54","REG","REG","PAX","","","00"
"FM9453","","FM9453","昆明-版纳","","JHG","D","B5261","B737","","","","","13:00","","","","","","2017/6/30","13:48","REG","REG","PAX","","","00"
"FM9540","","FM9539","昆明-温州","","WNZ","D","B5142","B738","","","","","12:00","","","","","","2017/6/30","14:31","REG","REG","PAX","","","00"
"FM9542","","FM9541","昆明-郑州","","CGO","D","B5140","B738","","","","","11:50","","","","","","2017/6/30","14:04","REG","REG","PAX","","","00"
"MU2029","","MU2596","昆明-曼德勒","","MDL","I","B6149","B738","","","","","14:45","","","","","","2017/6/30","16:03","REG","REG","PAX","","","00"
"MU2031","","MU742","昆明-仰光","","RGN","I","B5647","B738","504","","","","13:55","","","","","","2017/6/30","16:25","REG","REG","PAX","","","00"
"MU2035","","MU2035","昆明-达卡","","DAC","I","B6249","B738","","","","","13:00","","","","","","2017/6/30","14:35","REG","REG","PAX","","","00"
"MU2036","","MU2036","昆明-北京","","PEK","D","B6249","B738","","","","","20:40","","","","","","2017/6/30","23:36","REG","REG","PAX","","","00"
"MU2246","","MU2245","昆明-西宁","","XNN","D","B6929","A320","","","","","23:15","","","","","","2017/6/30","1:22","REG","REG","PAX","","","00"
"MU2250","","MU2249","昆明-兰州","","ZGC","D","B6871","A320","","","","","10:35","","","","","","2017/6/30","12:30","REG","REG","PAX","","","00"
"MU2263","","MU5706","昆明-西安-沈阳","XIY","SHE","D","B5756","B738","508","","","","9:45","","","","","","2017/6/30","11:36","REG","REG","PAX","","","00"
"MU2360","","MU2359","昆明-西宁","","XNN","D","B6693","A320","","","","","10:20","","","","","","2017/6/30","12:30","REG","REG","PAX","","","00"
"MU2486","","MU2485","昆明-武汉","","WUH","D","B5689","B738","","","","","15:25","","","","","","2017/6/30","17:15","REG","REG","PAX","","","00"
"MU2494","","MU2497","昆明-武汉-温州","WUH","WNZ","D","B1515","B738","","","","","11:20","","","","","","2017/6/30","13:09","REG","REG","PAX","","","00"
"MU2496","","MU2495","昆明-成都","","CTU","D","B5501","B738","","","","","10:35","","","","","","2017/6/30","11:39","REG","REG","PAX","","","00"
"MU2571","","MU5966","昆明-加德","","KTM","I","B5815","B737","","","","","16:05","","","","","","2017/6/30","18:50","REG","REG","PAX","","","00"
"MU2573","","MU2573","昆明-万象","","VTE","I","B1792","B738","","","","","14:30","","","","","","2017/6/30","15:50","REG","REG","PAX","","","00"
"MU2589","","MU5772","昆明-万象","","VTE","I","B1791","B738","712","","","","8:05","","","","","","2017/6/30","9:25","REG","REG","PAX","","","00"
"MU2593","","MU5862","昆明-清迈","","CNX","I","B6148","B738","","","","","14:30","","","","","","2017/6/30","15:56","REG","REG","PAX","","","00"
"MU2595","","MU5818","昆明-清迈","","CNX","I","B6149","B738","509","","","","6:30","","","","","","2017/6/30","7:57","REG","REG","PAX","","","00"
"MU2706","","MU2706","昆明-南京","","NKG","D","B6472","A319","","","","","15:35","","","","","","2017/6/30","17:57","REG","REG","PAX","","","00"
"MU2726","","MU5746","昆明-南京","","NKG","D","B8496","A320","","","","","8:30","","","","","","2017/6/30","10:48","REG","REG","PAX","","","00"
"MU2736","","MU2735","昆明-长沙-南京","HHA","NKG","D","B6759","A320","","","","","19:35","","","","","","2017/6/30","21:14","REG","REG","PAX","","","00"
"MU2746","","MU2745","昆明-长沙-南京","HHA","NKG","D","B2410","A320","","","","","21:10","","","","","","2017/6/30","22:47","REG","REG","PAX","","","00"
"MU2756","","MU2756","昆明-南京","","NKG","D","B8017","A319","","","","","10:40","","","","","","2017/6/30","12:59","REG","REG","PAX","","","00"
"MU2766","","MU2785","昆明-南京-长春","NKG","CGQ","D","B1636","A320","","","","","7:35","","","","","","2017/6/30","9:57","REG","REG","PAX","","","00"
"MU2786","","MU2725","昆明-南京","","NKG","D","B8496","A320","","","","","16:30","","","","","","2017/6/30","18:50","REG","REG","PAX","","","00"
"MU2976","","MU2975","昆明-重庆-无锡","CKG","WUX","D","B8498","A320","","","","","14:25","","","","","","2017/6/30","15:40","REG","REG","PAX","","","00"
"MU5093","","MU5093","昆明-新加坡","","SIN","I","B1612","A320","","","","","22:35","","","","","","2017/6/30","2:30","REG","REG","PAX","","","00"
"MU5230","","MU5145","昆明-温州","","WNZ","D","B1772","B738","","","","","22:25","","","","","","2017/6/30","0:51","REG","REG","PAX","","","00"
"MU5299","","MU5292","昆明-太原-北京","TYN","PEK","D","B5257","B737","","","","","16:15","","","","","","2017/6/30","18:38","REG","REG","PAX","","","00"
"MU5438","","MU5437","昆明-南充-上海","NAO","PVG","D","B6431","A319","","","","","15:40","","","","","","2017/6/30","17:08","REG","REG","PAX","","","00"
"MU5450","","MU5463","昆明-重庆","","CKG","D","B6832","A320","","","","","22:15","","","","","","2017/6/30","23:29","REG","REG","PAX","","","00"
"MU5456","","MU2592","昆明-宁波","","NGB","D","B6798","A320","","","","","9:30","","","","","","2017/6/30","12:05","REG","REG","PAX","","","00"
"MU5462","","MU2143","昆明-温州","","WNZ","D","B2682","B737","","","","","11:35","","","","","","2017/6/30","14:06","REG","REG","PAX","","","00"
"MU5475","","MU5476","昆明-合肥","","HFE","D","B1610","A320","","","","","12:15","","","","","","2017/6/30","14:26","REG","REG","PAX","","","00"
"MU5478","","MU216","昆明-上海","","PVG","D","B8226","A33H","","","","","21:25","","","","","","2017/6/30","0:06","REG","REG","PAX","","","00"
"MU5498","","MU5497","昆明-青岛","","TAO","D","B8392","A320","","","","","11:55","","","","","","2017/6/30","14:56","REG","REG","PAX","","","00"
"MU5532","","MU5465","昆明-南昌-上海","KHN","PVG","D","B6585","A320","","","","","16:10","","","","","","2017/6/30","18:07","REG","REG","PAX","","","00"
"MU555","","MU5812","昆明-加尔","","CCU","I","B1789","B738","","","","","23:35","","","","","","2017/6/30","2:10","REG","REG","PAX","","","00"
"MU556","","MU556","昆明-杭州","","HGH","D","B6797","A322","109","","","","7:05","","","","","","2017/6/30","9:35","REG","REG","PAX","","","00"
"MU5576","","MU5575","昆明-郑州-烟台","CGO","YNT","D","B8237","A320","","","","","18:25","","","","","","2017/6/30","20:39","REG","REG","PAX","","","00"
"MU5588","","MU5505","昆明-福州-上海","FOC","PVG","D","B1615","A325","","","","","16:05","","","","","","2017/6/30","18:39","REG","REG","PAX","","","00"
"MU5656","","MU5712","昆明-杭州","","HGH","D","B6805","A320","","","","","21:15","","","","","","2017/6/30","23:42","REG","REG","PAX","","","00"
"MU5684","","MU5683","昆明-黎平","","HZH","D","B6470","A319","","","","","14:30","","","","","","2017/6/30","15:42","REG","REG","PAX","","","00"
"MU5703","","MU5854","昆明-济宁-北京","JNG","PEK","D","B1908","B738","707","","","","13:20","","","","","","2017/6/30","16:00","REG","REG","PAX","","","00"
"MU5707","","MU2030","昆明-北京","","PEK","D","B6145","B738","","","","","16:00","","","","","","2017/6/30","18:57","REG","REG","PAX","","","01"
"MU5711","","MU5655","昆明-北京","","PEK","D","B6805","A320","","","","","11:50","","","","","","2017/6/30","14:50","REG","REG","PAX","","","00"
"MU5712","","MU9737","昆明-芒市","","LUM","D","B5270","B737","","","","","21:35","","","","","","2017/6/30","22:26","REG","REG","PAX","","","00"
"MU5713","","MU5848","昆明-北京","","PEK","D","B7591","B738","","","","","8:30","","","","","","2017/6/30","11:30","REG","REG","PAX","","","00"
"MU5715","Y","MU5836","昆明-北京","","PEK","D","B7590","B738","","","","","20:10","","","","","","2017/6/30","23:08","REG","REG","PAX","","","00"
"MU5717","","MU5723","昆明-腾冲","","TCZ","D","B5820","B737","","","","","13:45","","","","","","2017/6/30","14:38","REG","REG","PAX","","","00"
"MU5718","","MU5758","昆明-北京","","PEK","D","B1791","B738","","","","","21:00","","","","","","2017/6/30","23:57","REG","REG","PAX","","","00"
"MU5723","","MU5782","昆明-西安","","XIY","D","B7170","B738","511","","","","14:10","","","","","","2017/6/30","16:01","REG","REG","PAX","","","01"
"MU5731","","MU2995","昆明-广州","","CAN","D","B1635","A320","119","30","","","8:00","","","","","","2017/6/30","9:43","REG","REG","PAX","","","00"
"MU5732","","MU5816","昆明-西昌","","XIC","D","B5054","B737","","","","","15:00","","","","","","2017/6/30","15:45","REG","REG","PAX","","","00"
"MU5733","","MU5818","昆明-广州","","CAN","D","B1907","B738","","","","","23:15","","","","","","2017/6/30","0:56","REG","REG","PAX","","","00"
"MU5739","","MU5912","昆明-广州","","CAN","D","B5270","B737","","","","","11:05","","","","","","2017/6/30","12:49","REG","REG","PAX","","","00"
"MU5741","","MU5716","昆明-广州","","CAN","D","B1790","B738","","","","","13:05","","","","","","2017/6/30","14:47","REG","REG","PAX","","","00"
"MU5742","","MU5960","昆明-保山","","BSD","D","B5819","B737","","","","","19:55","","","","","","2017/6/30","20:42","REG","REG","PAX","","","00"
"MU5743","","MU5740","昆明-广州","","CAN","D","B5795","B738","","","","","13:35","","","","","","2017/6/30","15:18","REG","REG","PAX","","","00"
"MU5748","","MU5771","昆明-版纳","","JHG","D","B5054","B737","","","","","19:05","","","","","","2017/6/30","19:52","REG","REG","PAX","","","00"
"MU5749","","MU5717","昆明-长沙-盐城","HHA","YNZ","D","B6147","B738","","","","","13:15","","","","","","2017/6/30","14:53","REG","REG","PAX","","","00"
"MU5757","","MU2590","昆明-深圳","","SZX","D","B1791","B738","","","","","14:00","","","","","","2017/6/30","15:47","REG","REG","PAX","","","00"
"MU5759","","MU5724","昆明-深圳","","SZX","D","B7589","B738","507","","","","10:00","","","","","","2017/6/30","11:45","REG","REG","PAX","","","00"
"MU5760","","MU5982","昆明-大理","","DLU","D","B5276","B737","","","","","17:05","","","","","","2017/6/30","17:49","REG","REG","PAX","","","00"
"MU5761","","MU5824","昆明-深圳","","SZX","D","B6143","B738","122","35","","","9:20","","","","","","2017/6/30","11:06","REG","REG","PAX","","","00"
"MU5763","","MU2594","昆明-深圳","","SZX","D","B6148","B738","","","","","22:00","","","","","","2017/6/30","23:44","REG","REG","PAX","","","00"
"MU5764","Y","MU5741","昆明-芒市","","LUM","D","B5821","B737","","","","","12:10","","","","","","2017/6/30","13:01","REG","REG","PAX","","","00"
"MU5765","","MU5852","昆明-郑州-大连","CGO","DLC","D","B7600","B738","","","","","12:15","","","","","","2017/6/30","14:32","REG","REG","PAX","","","00"
"MU5775","","MU5738","昆明-广州","","CAN","D","B7599","B738","514","","","","8:40","","","","","","2017/6/30","10:22","REG","REG","PAX","","","00"
"MU5781","","MU5830","昆明-厦门","","XMN","D","B5683","B738","","","","","16:35","","","","","","2017/6/30","18:53","REG","REG","PAX","","","00"
"MU5799","","MU5743","昆明-洛阳-大连","LYA","DLC","D","B5267","B737","718","","","","8:45","","","","","","2017/6/30","10:54","REG","REG","PAX","","","00"
"MU5801","","MU5720","昆明-上海","","SHA","D","B7592","B738","","","","","8:00","","","","","","2017/6/30","10:41","REG","REG","PAX","","","01"
"MU5802","","MU5719","昆明-腾冲","","TCZ","D","B5225","B737","","","","","17:15","","","","","","2017/6/30","18:07","REG","REG","PAX","","","00"
"MU5803","","MU5944","昆明-上海","","SHA","D","B5293","B737","","","","","20:20","","","","","","2017/6/30","23:03","REG","REG","PAX","","","00"
"MU5809","","MU5732","昆明-上海","","SHA","D","B1635","A320","","","","","15:00","","","","","","2017/6/30","17:46","REG","REG","PAX","","","00"
"MU5812","","MU5718","昆明-迪庆","","DIG","D","B5816","B737","","","","","20:50","","","","","","2017/6/30","21:50","REG","REG","PAX","","","00"
"MU5817","","MU5822","昆明-兴义-上海","ACX","SHA","D","B1907","B738","705","","","","9:35","","","","","","2017/6/30","10:18","REG","REG","PAX","","","01"
"MU5823","","MU5802","昆明-郑州","","CGO","D","B7592","B738","","","","","17:35","","","","","","2017/6/30","19:49","REG","REG","PAX","","","00"
"MU5829","","MU2264","昆明-郑州","","CGO","D","B5683","B738","115","18","","","8:20","","","","","","2017/6/30","10:36","REG","REG","PAX","","","00"
"MU5835","","MU5750","昆明-汕头","","SWA","D","B7590","B738","133","34","","","11:10","","","","","","2017/6/30","13:15","REG","REG","PAX","","","00"
"MU5841","","MU778","昆明-成都","","CTU","D","B5930","A33E","106","","","","8:00","","","","","","2017/6/30","9:05","REG","REG","PAX","","","01"
"MU5843","","MU774","昆明-成都","","CTU","D","B5926","A33E","107","","","","11:00","","","","","","2017/6/30","12:05","REG","REG","PAX","","","00"
"MU5845","","MU5940","昆明-成都","","CTU","D","B5819","B737","502","","","","9:00","","","","","","2017/6/30","10:04","REG","REG","PAX","","","00"
"MU5849","","MU5776","昆明-成都","","CTU","D","B7599","B738","","","","","16:30","","","","","","2017/6/30","17:37","REG","REG","PAX","","","00"
"MU5855","","MU746","昆明-成都","","CTU","D","B1703","B738","","","","","20:50","","","","","","2017/6/30","21:56","REG","REG","PAX","","","00"
"MU5861","","","昆明-重庆","","CKG","D","B6148","B738","503","","","","8:05","","","","","","2017/6/30","9:23","REG","REG","PAX","","","00"
"MU5873","","MU5972","昆明-宜宾-厦门","YBP","XMN","D","B2640","B737","123","37","","","8:15","","","","","","2017/6/30","9:08","REG","REG","PAX","","","00"
"MU5883","","MU5976","昆明-湛江","","ZHA","D","B5271","B737","","","","","17:40","","","","","","2017/6/30","19:16","REG","REG","PAX","","","00"
"MU5885","","MU5884","昆明-湛江","","ZHA","D","B6141","B737","116","26","","","8:40","","","","","","2017/6/30","10:18","REG","REG","PAX","","","00"
"MU5891","","MU5916","昆明-普洱","","SYM","D","B5243","B737","","","","","7:55","","","","","","2017/6/30","8:38","REG","REG","PAX","","","00"
"MU5893","","MU5914","昆明-普洱","","SYM","D","B5282","B737","515","","","","10:10","","","","","","2017/6/30","10:55","REG","REG","PAX","","","00"
"MU5901","","MU5804","昆明-版纳","","JHG","D","B5821","B737","120","31","","","8:20","","","","","","2017/6/30","9:08","REG","REG","PAX","","","00"
"MU5911","","MU5898","昆明-版纳","","JHG","D","B5802","B737","","","","","22:10","","","","","","2017/6/30","22:56","REG","REG","PAX","","","00"
"MU5915","","MU742","昆明-版纳","","JHG","D","B5809","B737","","","","","21:35","","","","","","2017/6/30","22:22","REG","REG","PAX","","","00"
"MU5919","","MU9744","昆明-丽江","","LJG","D","B5225","B737","","","","","13:15","","","","","","2017/6/30","14:09","REG","REG","PAX","","","00"
"MU5920","","MU5926","昆明-丽江","","LJG","D","B5245","B737","","","","","22:05","","","","","","2017/6/30","22:59","REG","REG","PAX","","","00"
"MU5921","","","昆明-丽江","","LJG","D","B5097","B737","704","","","","7:05","","","","","","2017/6/30","7:59","REG","REG","PAX","","","00"
"MU5925","","MU5898","昆明-丽江","","LJG","D","B5245","B737","513","","","","7:45","","","","","","2017/6/30","8:39","REG","REG","PAX","","","00"
"MU5927","","MU758","昆明-文山","","WNH","D","B5259","B737","101","","","","10:20","","","","","","2017/6/30","10:55","REG","REG","PAX","","","00"
"MU5929","","MU5874","昆明-文山","","WNH","D","B2640","B737","","","","","19:50","","","","","","2017/6/30","20:25","REG","REG","PAX","","","00"
"MU5931","","MU5846","昆明-迪庆","","DIG","D","B6142","B737","117","28","","","7:55","","","","","","2017/6/30","8:57","REG","REG","PAX","","","00"
"MU5935","","MU5803","昆明-迪庆","","DIG","D","B5820","B737","","","","","17:55","","","","","","2017/6/30","18:56","REG","REG","PAX","","","00"
"MU5939","","MU5913","昆明-迪庆-拉萨","DIG","LXA","D","B5807","B737","","","","","9:00","","","","","","2017/6/30","10:01","REG","REG","PAX","","","00"
"MU5941","","MU5902","昆明-大理","","DLU","D","B5265","B737","","","","","9:25","","","","","","2017/6/30","10:08","REG","REG","PAX","","","00"
"MU5961","","MU5870","昆明-临沧","","LNJ","D","B2503","B737","505","","","","8:10","","","","","","2017/6/30","8:51","REG","REG","PAX","","","00"
"MU5967","","MU5894","昆明-临沧","","LNJ","D","B5282","B737","","","","","14:10","","","","","下站天气原因","2017/6/30","14:52","REG","REG","PAX","","","00"
"MU5971","Y","MU5726","昆明-芒市","","LUM","D","B5822","B737","132","36","","","9:25","","","","","","2017/6/30","10:19","REG","REG","PAX","","","00"
"MU5973","","MU5747","昆明-芒市","","LUM","D","B5295","B737","","","","","10:25","","","","","","2017/6/30","11:17","REG","REG","PAX","","","00"
"MU5981","","MU5743","昆明-保山","","BSD","D","B5276","B737","","","","","13:00","","","","","","2017/6/30","13:47","REG","REG","PAX","","","00"
"MU5983","","MU5964","昆明-保山","","BSD","D","B5231","B737","","","","","15:55","","","","","","2017/6/30","16:41","REG","REG","PAX","","","00"
"MU5987","","MU2572","昆明-保山","","BSD","D","B5255","B737","104","","","","8:15","","","","","","2017/6/30","9:03","REG","REG","PAX","","","00"
"MU5989","","MU5892","昆明-昭通-重庆","ZAT","CKG","D","B5243","B737","","","","","11:25","","","","","","2017/6/30","11:58","REG","REG","PAX","","","00"
"MU733","","MU5708","昆明-香港","","HKG","R","B5701","B738","711","","","","13:40","","","","","","2017/6/30","16:49","REG","REG","PAX","","","00"
"MU741","","MU9756","昆明-曼谷","","BKK","I","B5809","B737","","","","","13:00","","","","","","2017/6/30","15:08","REG","REG","PAX","","","00"
"MU745","","MU5814","昆明-南宁-金边","NNG","PNH","M","B1703","B738","","","","","8:30","","","","","","2017/6/30","9:37","REG","REG","PAX","","","00"
"MU747","","MU5744","昆明-上海-大阪","PVG","KIX","M","B1788","B738","506","","","","7:50","","","","","","2017/6/30","10:37","REG","REG","PAX","","","00"
"MU753","","MU9731","昆明-暹粒","","REP","I","B5828","B737","","","","","16:00","","","","","","2017/6/30","18:04","REG","REG","PAX","","","00"
"MU756","","MU756","昆明-上海","","PVG","D","B5921","A33E","105","","","","9:20","","","","","","2017/6/30","11:59","REG","REG","PAX","","","00"
"MU757","","MU5928","昆明-加德","","KTM","I","B5259","B737","","","","","14:25","","","","","","2017/6/30","17:10","REG","REG","PAX","","","00"
"MU9713","","MU5962","昆明-宜宾-武汉","YBP","WUH","D","B2503","B737","","","","","12:35","","","","","","2017/6/30","13:28","REG","REG","PAX","","","00"
"MU9731","","MU5886","昆明-拉萨","","LXA","D","B6141","B737","","","","","15:15","","","","","","2017/6/30","17:40","REG","REG","PAX","","","00"
"MU9732","","MU9732","昆明-长沙","","HHA","D","B6141","B737","","","","","22:25","","","","","","2017/6/30","0:01","REG","REG","PAX","","","00"
"MU9737","","MU5724","昆明-天津","","TSN","D","B7170","B738","","","","","21:10","","","","","","2017/6/30","0:07","REG","REG","PAX","","","00"
"MU9738","","MU5737","昆明-芒市","","LUM","D","B6142","B737","","","","","16:00","","","","","","2017/6/30","16:51","REG","REG","PAX","","","00"
"MU5078","","MU5078","昆明-合肥","","HFE","D","B6010","A320","","","","","0:55","","","","","","2017/7/1","3:03","REG","REG","PAX","","","00"
"MU773","","MU5706","昆明-巴黎","","CDG","I","B5930","A33E","","","","","0:55","","","","","","2017/7/1","12:50","REG","REG","PAX","","","00"
"MU777","","MU5854","昆明-悉尼","","SYD","I","B5926","A33E","","","","","0:50","","","","","","2017/7/1","11:45","REG","REG","PAX","","","00"
