FLT,VIP,LKF,REG,RFC,VI1,TOF,ITY,TAR,STA,ETA,FSA,SDT,OPE,POP,RCP,NAT,FLX,MFF,SST,HDL,ORG,TDT,ATA,ABP,CAR
MU2205,,MU2206,B1641,银川-昆明,,D,A320,,2017/6/24 10:25,,33-计划,,REG,REG,,PAX,,,0,CES,INC,,,,
MU2185,,MU2186,B1641,银川-昆明,,D,A320,,2017/6/24 18:05,,33-计划,,REG,REG,,PAX,,,0,CES,INC,,,,
9C8823,,9C8824,B1657,上海-遵义-昆明,ZYI,D,A320,,2017/6/24 15:35,,33-计划,,REG,REG,,PAX,,,0,YAG,SHA,,,,
3U8206,,3U8637,B1661,广州-昆明,,D,A320,,2017/6/24 8:45,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
GJ8872,,,B1676,长春-临沂-昆明,LYI,D,A320,,2017/6/24 22:35,,33-计划,,REG,REG,,PAX,,,0,YAG,CGQ,,,,
MU748,,,B1702,大阪-上海-昆明,PVG,M,B738,,2017/6/25 0:25,,33-计划,,REG,REG,,PAX,,,0,CES,KIX,,,,
MU5772,,,B1703,广州-昆明,,D,B738,,2017/6/25 0:40,,33-计划,,REG,REG,,PAX,,,0,CES,CAN,,,,
MU784,,MU5771,B1703,万象-南宁-昆明,NNG,M,B738,,2017/6/24 17:20,,33-计划,,REG,REG,,PAX,,,0,CES,VTE,,,,
FM9429,,FM9430,B1742,上海-衡阳-昆明,HNY,D,B738,,2017/6/24 16:20,,33-计划,,REG,REG,,PAX,,,0,CES,PVG,,,,
SC8885,,SC8885,B1745,乌鲁-昆明,,D,B738,,2017/6/24 23:30,,33-计划,,REG,REG,,PAX,,,0,YAG,URC,,,,
MU5229,,MU5146,B1775,温州-昆明,,D,B738,,2017/6/24 20:20,,33-计划,,REG,REG,,PAX,,,0,CES,WNZ,,,,
MU5844,,MU5781,B1788,成都-昆明,,D,B738,,2017/6/24 15:25,,33-计划,,REG,REG,,PAX,,,0,CES,CTU,,,,
MU5782,,,B1788,厦门-昆明,,D,B738,,2017/6/24 23:05,,33-计划,,REG,REG,,PAX,,,0,CES,XMN,,,,
MU5740,,MU5843,B1788,广州-昆明,,D,B738,,2017/6/24 10:05,,21-前站起飞,,REG,REG,,PAX,,,0,CES,CAN,,,2017/6/23 8:20,
MU2588,,MU2588,B1789,奈比多-昆明,,I,B738,,2017/6/24 19:20,,33-计划,,REG,REG,,PAX,,,0,CES,NYT,,,,
MU2587,,MU2587,B1789,北京-昆明,,D,B738,,2017/6/24 12:35,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
MU5862,,MU5723,B1790,重庆-昆明,,D,B738,114,2017/6/24 12:30,,33-计划,,REG,REG,,PAX,,,0,CES,CKG,,,,
MU5724,,MU5763,B1790,西安-昆明,,D,B738,,2017/6/24 19:50,,33-计划,,REG,REG,,PAX,,,0,CES,XIY,,,,
MU5814,,,B1791,上海-昆明,,D,B738,,2017/6/25 1:20,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
MU5852,,MU5759,B1791,成都-昆明,,D,B738,,2017/6/24 8:55,,33-计划,,REG,REG,,PAX,,,0,CES,CTU,,,,
MU5760,,MU5813,B1791,深圳-昆明,,D,B738,,2017/6/24 16:00,,33-计划,,REG,REG,,PAX,,,0,CES,SZX,,,,
MU5764,,MU5757,B1792,深圳-昆明,,D,B738,,2017/6/24 9:25,,33-计划,,REG,REG,,PAX,,,0,CES,SZX,,,,
MU5758,,MU5718,B1792,深圳-昆明,,D,B738,,2017/6/24 19:45,,33-计划,,REG,REG,,PAX,,,0,CES,SZX,,,,
8L9712,,,B1798,汕头-桂林-昆明,KWL,D,B738,,2017/6/24 23:25,,33-计划,,REG,REG,,PAX,,,0,YAG,SWA,,,,
8L9856,,8L9711,B1798,绵阳-昆明,,D,B738,,2017/6/24 9:15,,33-计划,,REG,REG,,PAX,,,0,YAG,MIG,,,,
MU2181,,MU2182,B1815,西安-昆明,,D,A320,,2017/6/24 10:10,,33-计划,,REG,REG,,PAX,,,0,CES,XIY,,,,
3U8808,,3U8662,B1821,沈阳-徐州-昆明,XUZ,D,A320,,2017/6/24 20:00,,33-计划,,REG,REG,,PAX,,,0,YAG,SHE,,,,
3U8554,,,B1822,乌鲁-重庆-昆明,CKG,D,A320,,2017/6/25 0:10,,33-计划,,REG,REG,,PAX,,,0,YAG,URC,,,,
8L9986,,,B1825,呼和-太原-昆明,TYN,D,A320,,2017/6/25 1:35,,33-计划,,REG,REG,,PAX,,,0,YAG,HET,,,,
8L9996,,8L9985,B1825,银川-昆明,,D,A320,,2017/6/24 14:00,,33-计划,,REG,REG,,PAX,,,1,YAG,INC,,,,
CZ6425,,CZ6426,B1828,大连-武汉-昆明,WUH,D,A320,,2017/6/24 12:43,,33-计划,,REG,REG,,PAX,,,0,YAG,DLC,,,,
CZ6293,,CZ6294,B1829,大连-太原-昆明,TYN,D,A320,,2017/6/24 16:38,,33-计划,,REG,REG,,PAX,,,0,YAG,DLC,,,,
MU2207,,MU2208,B1838,西安-昆明,,D,A325,,2017/6/24 17:10,,33-计划,,REG,REG,,PAX,,,0,CES,XIY,,,,
ZH9793,,ZH9794,B1841,泉州-昆明,,D,A320,,2017/6/24 12:40,,33-计划,,REG,REG,,PAX,,,0,YAG,JJN,,,,
CA4174,,,B1852,北京-昆明,,D,A320,,2017/6/25 1:15,,33-计划,,REG,REG,,PAX,,,0,YAG,PEK,,,,
CA4172,Y,CA4173,B1852,北京-昆明,,D,A320,,2017/6/24 15:25,,33-计划,,REG,REG,,PAX,,,1,YAG,PEK,,,,
CA4176,,CA4460,B1853,沈阳-昆明,,D,A320,,2017/6/24 16:30,,33-计划,,REG,REG,,PAX,,,0,YAG,SHE,,,,
MU5455,,MU2591,B1860,宁波-昆明,,D,A320,,2017/6/24 23:00,,33-计划,,REG,REG,,PAX,,,0,CES,NGB,,,,
MU5476,,MU5475,B1862,合肥-昆明,,D,A320,,2017/6/24 10:40,,21-前站起飞,,REG,REG,,PAX,,,0,CES,HFE,,,2017/6/23 8:20,
MU5469,,MU5470,B1865,南昌-昆明,,D,A320,,2017/6/24 9:50,,33-计划,,REG,REG,,PAX,,,0,CES,KHN,,,,
GJ8661,,,B1866,杭州-贵阳-昆明,KWE,D,A320,,2017/6/25 0:30,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
HO1091,,HO1092,B1870,上海-昆明,,D,A320,,2017/6/24 19:25,,33-计划,,REG,REG,,PAX,,,0,YAG,SHA,,,,
PN6394,,PN6394,B1898,版纳-昆明,,D,A320,,2017/6/24 11:45,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
PN6393,,PN6393,B1898,重庆-昆明,,D,A320,,2017/6/24 7:55,,33-计划,,REG,REG,,PAX,,,0,YAG,CKG,,,,
MU2582,,MU9737,B1907,岘港-昆明,,I,B738,,2017/6/24 18:35,,33-计划,,REG,REG,,PAX,,,0,CES,DAD,,,,
MU2032,,,B1908,仰光-昆明,,I,B738,,2017/6/24 19:45,,33-计划,,REG,REG,,PAX,,,0,CES,RGN,,,,
CZ3542,,,B1921,武汉-昆明,,D,B738,,2017/6/25 0:15,,33-计划,,REG,REG,,PAX,,,0,YAG,WUH,,,,
KY8298,,,B1926,长春-石家庄-昆明,SJW,D,B738,,2017/6/24 23:20,,33-计划,,REG,REG,,PAX,,,0,YAG,CGQ,,,,
CZ6949,,CZ6950,B1952,乌鲁-重庆-昆明,CKG,D,B738,,2017/6/24 16:38,,33-计划,,REG,REG,,PAX,,,0,YAG,URC,,,,
MU5145,,MU5230,B1981,太原-昆明,,D,B738,,2017/6/24 21:15,,33-计划,,REG,REG,,PAX,,,0,CES,TYN,,,,
SC4769,,SC4770,B1983,厦门-昆明,,D,B738,,2017/6/24 10:00,,33-计划,,REG,REG,,PAX,,,0,YAG,XMN,,,,
KY8258,,KY8307,B1991,郑州-昆明,,D,B738,,2017/6/24 14:55,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
HU7311,,,B1997,北京-昆明,,D,B738,,2017/6/25 0:55,,33-计划,,REG,REG,,PAX,,,0,YAG,PEK,,,,
MU5327,,MU5328,B2207,济南-九华山-昆明,JUH,D,A320,,2017/6/24 15:15,,33-计划,,REG,REG,,PAX,,,0,CES,TNA,,,,
MU2249,,MU2250,B2209,兰州-昆明,,D,A320,,2017/6/24 9:30,,33-计划,,REG,REG,,PAX,,,0,CES,ZGC,,,,
MU5547,,MU5548,B2229,杭州-景德镇-昆明,JDZ,D,A320,,2017/6/24 16:25,,33-计划,,REG,REG,,PAX,,,0,CES,HGH,,,,
UW9948,,,B2330,马德拉斯-昆明,,I,A306,,2017/6/24 5:00,,33-计划,,REG,REG,,CGO,,,0,YAG,MAA,,,,
MU5497,,MU5498,B2337,青岛-昆明,,D,A320,,2017/6/24 10:50,,33-计划,,REG,REG,,PAX,,,0,CES,TAO,,,,
CZ3459,,CZ3460,B2396,深圳-昆明,,D,A320,,2017/6/24 10:23,,33-计划,,REG,REG,,PAX,,,0,YAG,SZX,,,,
MU2745,,MU2746,B2410,南京-长沙-昆明,HHA,D,A320,,2017/6/24 20:00,,33-计划,,REG,REG,,PAX,,,0,CES,NKG,,,,
MU2785,,,B2411,南京-昆明,,D,A320,,2017/6/25 0:30,,33-计划,,REG,REG,,PAX,,,0,CES,NKG,,,,
MU2725,,MU2786,B2411,南京-昆明,,D,A320,,2017/6/24 15:30,,33-计划,,REG,REG,,PAX,,,0,CES,NKG,,,,
MU5870,,,B2503,青岛-宜宾-昆明,YBP,D,B737,,2017/6/24 19:20,,33-计划,,REG,REG,,PAX,,,0,CES,TAO,,,,
FM9451,,FM9452,B2570,上海-昆明,,D,B763,,2017/6/24 12:30,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
MU5960,,MU5929,B2640,临沧-昆明,,D,B737,,2017/6/24 18:45,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
MU5958,,MU5959,B2640,临沧-昆明,,D,B737,,2017/6/24 12:25,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
MU5930,,,B2640,文山-昆明,,D,B737,,2017/6/24 23:05,,33-计划,,REG,REG,,PAX,,,0,CES,WNH,,,,
KY8220,,KY8203,B2667,深圳-昆明,,D,B737,,2017/6/24 10:55,,33-计划,,REG,REG,,PAX,,,0,YAG,SZX,,,,
KY8204,,KY8219,B2667,南京-昆明,,D,B737,,2017/6/24 19:00,,33-计划,,REG,REG,,PAX,,,0,YAG,NKG,,,,
KY8266,,,B2669,杭州-昆明,,D,B737,,2017/6/25 0:05,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
KY8236,,KY8265,B2669,杭州-昆明,,D,B737,,2017/6/24 15:25,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
8L9980,,,B2677,深圳-昆明,,D,B738,,2017/6/24 22:30,,33-计划,,REG,REG,,PAX,,,1,YAG,SZX,,,,
8L9866,,8L9979,B2677,济南-昆明,,D,B738,,2017/6/24 14:40,,33-计划,,REG,REG,,PAX,,,0,YAG,TNA,,,,
KY8340,,KY8243,B2678,运城-昆明,,D,B737,,2017/6/24 13:45,,33-计划,,REG,REG,,PAX,,,0,YAG,YCU,,,,
KY8248,,,B2678,芒市-昆明,,D,B737,,2017/6/25 0:50,,33-计划,,REG,REG,,PAX,,,0,YAG,LUM,,,,
KY8244,,KY8247,B2678,普洱-昆明,,D,B737,,2017/6/24 20:55,,33-计划,,REG,REG,,PAX,,,0,YAG,SYM,,,,
KY8302,,,B2679,惠州-昆明,,D,B737,,2017/6/24 23:50,,33-计划,,REG,REG,,PAX,,,0,YAG,HUZ,,,,
KY8246,,KY8301,B2679,芒市-昆明,,D,B737,,2017/6/24 17:50,,33-计划,,REG,REG,,PAX,,,0,YAG,LUM,,,,
FM9539,,FM9540,B2688,温州-昆明,,D,B738,,2017/6/24 10:45,,33-计划,,REG,REG,,PAX,,,0,CES,WNZ,,,,
CZ3495,,CZ3496,B2696,郑州-昆明,,D,B738,,2017/6/24 16:33,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
CF9018,,CF9017,B2824,南京-昆明,,D,B757,,2017/6/24 8:55,,33-计划,,REG,REG,,CGO,,,0,UNK,NKG,,,,
CZ6370,,CZ6370,B2916,版纳-昆明,,D,B737,,2017/6/24 19:53,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
CZ6369,,CZ6369,B2916,郑州-昆明,,D,B737,,2017/6/24 15:43,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
CZ6977,,CZ6978,B2917,武汉-昆明,,D,B737,,2017/6/24 20:43,,33-计划,,REG,REG,,PAX,,,0,YAG,WUH,,,,
GX8981,,GX8982,B3179,南宁-昆明,,D,E190,,2017/6/24 9:55,,33-计划,,REG,REG,,PAX,,,0,YAG,NNG,,,,
KY8206,,,B5025,哈尔滨-济南-昆明,TNA,D,B737,,2017/6/24 23:10,,33-计划,,REG,REG,,PAX,,,0,YAG,HRB,,,,
KY8270,,,B5026,丽江-版纳-昆明,JHG,D,B737,,2017/6/25 0:10,,33-计划,,REG,REG,,PAX,,,0,YAG,LJG,,,,
KY8314,,KY8269,B5026,腾冲-昆明,,D,B737,,2017/6/24 17:50,,33-计划,,REG,REG,,PAX,,,0,YAG,TCZ,,,,
MU5972,,,B5054,芒市-昆明,,D,B737,,2017/6/25 0:15,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
MU9737,,MU5712,B5054,芒市-昆明,,D,B737,,2017/6/24 19:15,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
SC4873,,SC4874,B5117,烟台-济南-昆明,TNA,D,B738,,2017/6/24 12:00,,33-计划,,REG,REG,,PAX,,,0,YAG,YNT,,,,
CZ3863,,CZ3864,B5157,汕头-南宁-昆明,NNG,D,B738,,2017/6/24 19:53,,33-计划,,REG,REG,,PAX,,,0,YAG,SWA,,,,
CZ3857,,CZ3858,B5157,汕头-昆明,,D,B738,,2017/6/24 10:58,,33-计划,,REG,REG,,PAX,,,0,YAG,SWA,,,,
CA1487,,CA1488,B5213,北京-达县-昆明,DAX,D,B737,,2017/6/24 14:20,,33-计划,,REG,REG,,PAX,,,0,YAG,PEK,,,,
NS3269,,NS3270,B5215,石家庄-昆明,,D,B737,,2017/6/24 19:20,,33-计划,,REG,REG,,PAX,,,0,YAG,SJW,,,,
MU5974,,MU2561,B5225,芒市-昆明,,D,B737,,2017/6/24 13:20,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
MU5914,,,B5225,版纳-昆明,,D,B737,,2017/6/24 22:20,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU2562,,MU5748,B5225,琅勃-昆明,,I,B737,,2017/6/24 18:10,,33-计划,,REG,REG,,PAX,,,0,CES,LPQ,,,,
MU5912,,,B5231,版纳-昆明,,D,B737,,2017/6/25 0:55,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5970,,MU5911,B5231,昭通-昆明,,D,B737,,2017/6/24 21:20,,33-计划,,REG,REG,,PAX,,,0,CES,ZAT,,,,
MU5894,,MU5732,B5231,普洱-昆明,,D,B737,,2017/6/24 13:05,,33-计划,,REG,REG,,PAX,,,0,CES,SYM,,,,
MU5771,,MU5969,B5231,西昌-昆明,,D,B737,,2017/6/24 18:00,,33-计划,,REG,REG,,PAX,,,0,CES,XIC,,,,
CZ6601,,CZ6602,B5233,郑州-昆明,,D,B737,,2017/6/24 20:58,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
MU5988,,MU5881,B5242,保山-昆明,,D,B737,,2017/6/24 11:05,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
MU5804,,,B5242,上海-昆明,,D,B737,,2017/6/24 23:00,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
MU5982,,MU5760,B5245,保山-昆明,,D,B737,,2017/6/24 15:35,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
MU5962,,MU5981,B5245,临沧-昆明,,D,B737,,2017/6/24 10:40,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
8L9858,,8L9801,B5248,腾冲-昆明,,D,B737,,2017/6/24 18:00,,33-计划,,REG,REG,,PAX,,,0,YAG,TCZ,,,,
8L9934,,8L9931,B5249,腾冲-昆明,,D,B737,,2017/6/24 16:25,,33-计划,,REG,REG,,PAX,,,0,YAG,TCZ,,,,
8L9644,,8L9933,B5249,芒市-昆明,,D,B737,,2017/6/24 12:15,,33-计划,,REG,REG,,PAX,,,0,YAG,LUM,,,,
MU5884,,MU5706,B5255,湛江-昆明,,D,B737,,2017/6/24 22:30,,33-计划,,REG,REG,,PAX,,,0,CES,ZHA,,,,
MU5723,,MU5919,B5255,版纳-昆明,,D,B737,,2017/6/24 12:25,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5719,,MU5883,B5255,丽江-昆明,,D,B737,,2017/6/24 16:15,,33-计划,,REG,REG,,PAX,,,0,CES,LJG,,,,
MU742,,MU5744,B5256,曼谷-昆明,,I,B737,,2017/6/24 19:20,,33-计划,,REG,REG,,PAX,,,0,CES,BKK,,,,
MU5743,,MU741,B5256,保山-昆明,,D,B737,,2017/6/24 12:00,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
MU5461,,MU2144,B5257,温州-昆明,,D,B737,,2017/6/24 18:30,,33-计划,,REG,REG,,PAX,,,0,CES,WNZ,,,,
MU2143,,MU5462,B5257,太原-昆明,,D,B737,,2017/6/24 10:30,,33-计划,,REG,REG,,PAX,,,0,CES,TYN,,,,
MU758,,,B5259,加德-昆明,,I,B737,,2017/6/24 22:10,,33-计划,,REG,REG,,PAX,,,0,CES,KTM,,,,
MU5928,,MU757,B5259,文山-昆明,,D,B737,,2017/6/24 13:00,,33-计划,,REG,REG,,PAX,,,0,CES,WNH,,,,
FM9454,,FM9454,B5261,版纳-昆明,,D,B737,,2017/6/24 15:45,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
FM9453,,FM9453,B5261,上海-昆明,,D,B737,,2017/6/24 11:45,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
MU5990,,MU5803,B5263,重庆-昭通-昆明,ZAT,D,B737,,2017/6/24 18:20,,33-计划,,REG,REG,,PAX,,,0,CES,CKG,,,,
MU5711,,MU5989,B5263,版纳-昆明,,D,B737,,2017/6/24 10:05,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5944,,,B5265,大理-昆明,,D,B737,,2017/6/24 18:40,,33-计划,,REG,REG,,PAX,,,0,CES,DLU,,,,
MU5786,,,B5267,深圳-零陵-昆明,LLF,D,B737,,2017/6/24 23:05,,33-计划,,REG,REG,,PAX,,,0,CES,SZX,,,,
MU5741,,MU5785,B5267,版纳-昆明,,D,B737,,2017/6/24 11:20,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5892,,MU5740,B5270,普洱-昆明,,D,B737,,2017/6/24 10:35,,33-计划,,REG,REG,,PAX,,,0,CES,SYM,,,,
MU5737,,MU2585,B5270,大理-昆明,,D,B737,,2017/6/24 14:25,,33-计划,,REG,REG,,PAX,,,0,CES,DLU,,,,
MU2586,,,B5270,胡市-昆明,,I,B737,,2017/6/24 23:05,,33-计划,,REG,REG,,PAX,,,0,CES,SGN,,,,
MU5976,,,B5271,芒市-昆明,,D,B737,,2017/6/24 17:00,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
MU5882,,MU5975,B5271,上海-铜仁-昆明,TEN,D,B737,,2017/6/24 13:10,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
8L9804,,,B5272,丽江-昆明,,D,B737,,2017/6/24 21:55,,33-计划,,REG,REG,,PAX,,,0,YAG,LJG,,,,
MU5733,,,B5276,丽江-昆明,,D,B737,,2017/6/24 22:25,,33-计划,,REG,REG,,PAX,,,0,CES,LJG,,,,
MU5916,,,B5282,版纳-昆明,,D,B737,,2017/6/25 0:35,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5763,,MU5915,B5282,大理-昆明,,D,B737,,2017/6/24 19:15,,33-计划,,REG,REG,,PAX,,,0,CES,DLU,,,,
8L9915,,,B5292,版纳-昆明,,D,B737,,2017/6/24 12:55,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
8L9802,,8L9916,B5292,丽江-昆明,,D,B737,,2017/6/24 9:00,,33-计划,,REG,REG,,PAX,,,0,YAG,LJG,,,,
MU9742,,MU9738,B5293,北京-保山-昆明,BSD,D,B737,,2017/6/24 12:15,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
MU5986,,,B5293,保山-昆明,,D,B737,,2017/6/24 23:00,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
MU5715,,MU5742,B5293,芒市-昆明,,D,B737,114,2017/6/24 18:05,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
MU5800,,,B5295,大连-洛阳-昆明,LYA,D,B737,,2017/6/24 20:15,,33-计划,,REG,REG,,PAX,,,0,CES,DLC,,,,
MF8461,Y,MF8462,B5303,杭州-武汉-昆明,WUH,D,B738,,2017/6/24 18:15,,33-计划,,REG,REG,,PAX,,,3,YAG,HGH,,,,
MF8429,,,B5309,厦门-昆明,,D,B738,,2017/6/24 23:45,,33-计划,,REG,REG,,PAX,,,3,YAG,XMN,,,,
FM9541,,FM9542,B5320,郑州-昆明,,D,B738,,2017/6/24 10:35,,33-计划,,REG,REG,,PAX,,,0,CES,CGO,,,,
SC4719,,SC4720,B5347,重庆-昆明,,D,B738,,2017/6/24 21:30,,33-计划,,REG,REG,,PAX,,,0,YAG,CKG,,,,
CZ3247,,CZ3248,B5356,桂林-昆明,,D,B738,,2017/6/24 13:48,,33-计划,,REG,REG,,PAX,,,0,YAG,KWL,,,,
8L9690,,,B5359,合肥-昆明,,D,B738,,2017/6/25 1:00,,33-计划,,REG,REG,,PAX,,,0,YAG,HFE,,,,
8L9546,,8L9689,B5359,大同-太原-昆明,TYN,D,B738,,2017/6/24 16:30,,33-计划,,REG,REG,,PAX,,,0,YAG,DAT,,,,
ZH9451,,,B5361,广州-昆明,,D,B738,,2017/6/24 22:45,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
MF8475,,MF8642,B5382,福州-昆明,,D,B738,,2017/6/24 19:05,,33-计划,,REG,REG,,PAX,,,3,YAG,FOC,,,,
ZH9561,,ZH9562,B5400,南京-昆明,,D,B738,,2017/6/24 11:10,,33-计划,,REG,REG,,PAX,,,0,YAG,NKG,,,,
8L9890,,,B5407,上海-昆明,,D,B738,,2017/6/25 0:50,,33-计划,,REG,REG,,PAX,,,0,YAG,PVG,,,,
8L9698,,8L9889,B5407,普吉-昆明,,I,B738,,2017/6/24 15:40,,33-计划,,REG,REG,,PAX,,,0,YAG,HKT,,,,
CA1403,,CA1404,B5423,北京-昆明,,D,B738,,2017/6/24 10:35,,33-计划,,REG,REG,,PAX,,,1,YAG,PEK,,,,
8L9974,,,B5449,郑州-昆明,,D,B738,,2017/6/25 1:10,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
HU7163,,HU7164,B5481,深圳-昆明,,D,B738,,2017/6/24 10:25,,33-计划,,REG,REG,,PAX,,,1,YAG,SZX,,,,
MU5292,,MU5299,B5492,北京-太原-昆明,TYN,D,B738,,2017/6/24 15:05,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
MU2485,,MU2486,B5501,武汉-昆明,,D,B738,,2017/6/24 14:15,,33-计划,,REG,REG,,PAX,,,0,CES,WUH,,,,
MU2568,,MU2568,B5515,曼德勒-昆明,,I,B738,,2017/6/24 18:55,,33-计划,,REG,REG,,PAX,,,0,CES,MDL,,,,
MU2596,,MU2029,B5515,清迈-昆明,,I,B738,,2017/6/24 11:40,,33-计划,,REG,REG,,PAX,,,0,CES,CNX,,,,
SC4695,,SC4696,B5526,青岛-南京-昆明,NKG,D,B738,,2017/6/24 12:35,,33-计划,,REG,REG,,PAX,,,0,YAG,TAO,,,,
MU5842,,MU9751,B5527,成都-昆明,,D,B738,,2017/6/24 12:30,,33-计划,,REG,REG,,PAX,,,0,CES,CTU,,,,
MU5706,,,B5527,北京-昆明,,D,B738,,2017/6/24 22:15,,33-计划,,REG,REG,,PAX,,,1,CES,PEK,,,,
