FLT,VIP,LKF,RFC,VI1,DES,TOF,REG,ITY,TAR,GAT,CID,MP1,STD,ETD,ATD,ABT,FSA,RCP,SDT,EAN,POP,OPE,NAT,FLX,MFF,SST
"CZ6160","","CZ6159","昆明-北京","","PEK","D","B6578","A321","","","D01-E10","","20:05","","","","33-计划","","2017/6/28","22:58","REG","REG","PAX","","","00"
"CZ6416","","CZ6415","昆明-西安-沈阳","XIY","SHE","D","B9931","A320","","","D01-E10","","20:05","","","","33-计划","","2017/6/28","21:52","REG","REG","PAX","","","00"
"CZ3488","","CZ3488","昆明-广州","","CAN","D","B6019","A319","","","D01-E10","","20:10","","","","33-计划","","2017/6/28","21:47","REG","REG","PAX","","","00"
"KY8249","","KY8316","昆明-丽江","","LJG","D","B7872","B737","","","D01-E10","","20:10","","","","33-计划","","2017/6/28","21:04","REG","REG","PAX","","","00"
"MF8642","","MF8475","昆明-珠海-泉州","ZUH","JJN","D","B5152","B738","","","D01-E10","","20:10","","","","33-计划","","2017/6/28","21:49","REG","REG","PAX","","","00"
"MU5715","","MU5742","昆明-北京","","PEK","D","B6249","B738","","","E11-H20","","20:10","","","","33-计划","","2017/6/28","23:08","REG","REG","PAX","","","00"
"MF8476","","MF8641","昆明-福州","","FOC","D","B5435","B738","","","D01-E10","","20:15","","","","33-计划","","2017/6/28","22:38","REG","REG","PAX","","","00"
"TV9894","","TV9820","昆明-拉萨","","LXA","D","B6436","A319","","","D01-E10","","20:15","","","","33-计划","","2017/6/28","22:39","REG","REG","PAX","","","00"
"CA1402","","CA1401","昆明-天津","","TSN","D","B1418","B738","","","D01-E10","","20:20","","","","33-计划","","2017/6/28","23:11","REG","REG","PAX","","","00"
"MU2434","","MU2433","昆明-宜昌-青岛","YIH","TAO","D","B2333","A319","","","E11-H20","","20:20","","","","33-计划","","2017/6/28","21:59","REG","REG","PAX","","","00"
"MU5803","","MU5763","昆明-上海","","SHA","D","B5270","B737","","","E11-H20","","20:20","","","","33-计划","","2017/6/28","23:03","REG","REG","PAX","","","00"
"CA1938","","CA1937","昆明-上海","","PVG","D","B6918","A320","","","D01-E10","","20:25","","","","33-计划","","2017/6/28","23:03","REG","REG","PAX","","","00"
"HU7112","","HU7111","昆明-北京","","PEK","D","B5502","B738","","","D01-E10","","20:25","","","","33-计划","","2017/6/28","23:15","REG","REG","PAX","","","00"
"NS3270","","NS3269","昆明-石家庄","","SJW","D","B5212","B737","","","D01-E10","","20:25","","","","33-计划","","2017/6/28","23:00","REG","REG","PAX","","","00"
"MU2036","","MU2036","昆明-北京","","PEK","D","B6148","B738","","","E11-H20","","20:30","","","","33-计划","","2017/6/28","23:27","REG","REG","PAX","","","00"
"MU2574","Y","MU2574","昆明-北京","","PEK","D","B1790","B738","","","E11-H20","","20:30","","","","33-计划","","2017/6/28","23:29","REG","REG","PAX","","","00"
"UW9947","","UW9946","昆明-马德拉斯","","MAA","I","B2330","A306","520","","","","20:30","","","","33-计划","","2017/6/28","","REG","REG","CGO","","","00"
"CZ6562","","CZ6561","昆明-义乌","","YIW","D","B5155","B738","","","D01-E10","","20:35","","","","33-计划","","2017/6/28","22:54","REG","REG","PAX","","","00"
"DR6579","","DR6504","昆明-芒市","","LUM","D","B6109","B737","","","D01-E10","","20:40","","","","33-计划","","2017/6/28","21:30","REG","REG","PAX","","","00"
"MU5472","","MU5471","昆明-重庆-济南","CKG","TNA","D","B2207","A320","","","E11-H20","","20:50","","","","33-计划","","2017/6/28","22:05","REG","REG","PAX","","","00"
"MU5812","","MU5718","昆明-迪庆","","DIG","D","B5807","B737","","","E11-H20","","20:50","","","","33-计划","","2017/6/28","21:50","REG","REG","PAX","","","00"
"MU5855","","MU5812","昆明-成都","","CTU","D","B7591","B738","","","E11-H20","","20:50","","","","33-计划","","2017/6/28","21:56","REG","REG","PAX","","","00"
"KN2382","","KN5211","昆明-石家庄","","SJW","D","B1753","B738","","","E11-H20","","20:55","","","","33-计划","","2017/6/28","23:32","REG","REG","PAX","","","00"
"MU2755","","MU2755","昆明-版纳","","JHG","D","B6462","A319","","","E11-H20","","20:55","","","","33-计划","","2017/6/28","21:41","REG","REG","PAX","","","00"
"MU5744","","MU5984","昆明-丽江","","LJG","D","B5821","B737","","","E11-H20","","20:55","","","","33-计划","","2017/6/28","21:48","REG","REG","PAX","","","00"
"SC4738","","SC4737","昆明-青岛","","TAO","D","B1746","B738","","","D01-E10","","20:55","","","","33-计划","","2017/6/28","23:57","REG","REG","PAX","","","00"
"CA4460","","CA4176","昆明-成都","","CTU","D","B9925","A320","","","D01-E10","","21:00","","","","33-计划","","2017/6/28","22:03","REG","REG","PAX","","","00"
"CZ6370","","CZ6370","昆明-郑州","","CGO","D","B2622","B737","","","D01-E10","","21:00","","","","33-计划","","2017/6/28","23:07","REG","REG","PAX","","","00"
"MU5718","","MU5758","昆明-北京","","PEK","D","B7590","B738","","","E11-H20","","21:00","","","","33-计划","","2017/6/28","23:56","REG","REG","PAX","","","00"
"CZ6598","","CZ6597","昆明-三亚","","SYX","D","B8639","A321","","","D01-E10","","21:05","","","","33-计划","","2017/6/28","22:42","REG","REG","PAX","","","00"
"CZ3864","","CZ3863","昆明-南宁-汕头","NNG","SWA","D","B5746","B738","","","D01-E10","","21:10","","","","33-计划","","2017/6/28","22:08","REG","REG","PAX","","","00"
"MU9737","","MU5724","昆明-天津","","TSN","D","B7170","B738","","","E11-H20","","21:10","","","","33-计划","","2017/6/28","0:07","REG","REG","PAX","","","00"
"MU5656","","MU5712","昆明-杭州","","HGH","D","B6870","A320","","","E11-H20","","21:15","","","","33-计划","","2017/6/28","23:40","REG","REG","PAX","","","00"
"CZ3452","","CZ3452","昆明-深圳","","SZX","D","B2352","A320","","","D01-E10","","21:20","","","","33-计划","","2017/6/28","23:01","REG","REG","PAX","","","00"
"MU5146","","MU5229","昆明-太原","","TYN","D","B1981","B738","","","E11-H20","","21:20","","","","33-计划","","2017/6/28","23:40","REG","REG","PAX","","","00"
"KY8219","","KY8204","昆明-深圳","","SZX","D","B5673","B738","","","D01-E10","","21:25","","","","33-计划","","2017/6/28","23:10","REG","REG","PAX","","","00"
"8L9987","","8L9648","昆明-北京","","PEK","D","B8445","A320","","","A01-C10","","21:30","","","","33-计划","","2017/6/28","0:28","REG","REG","PAX","","","00"
"CZ3468","","CZ3467","昆明-长沙","","HHA","D","B6287","A320","","","D01-E10","","21:30","","","","33-计划","","2017/6/28","23:05","REG","REG","PAX","","","00"
"MU2362","","MU2361","昆明-西安","","XIY","D","B9907","A320","","","E11-H20","","21:30","","","","33-计划","","2017/6/28","23:21","REG","REG","PAX","","","00"
"MU5712","","MU9737","昆明-芒市","","LUM","D","B5295","B737","","","E11-H20","","21:35","","","","33-计划","","2017/6/28","22:25","REG","REG","PAX","","","00"
"MU5724","","MU5944","昆明-版纳","","JHG","D","B5245","B737","","","E11-H20","","21:35","","","","33-计划","","2017/6/28","22:21","REG","REG","PAX","","","00"
"MU5915","","MU5990","昆明-版纳","","JHG","D","B5271","B737","","","E11-H20","","21:35","","","","33-计划","","2017/6/28","22:22","REG","REG","PAX","","","00"
"CZ3748","","CZ3747","昆明-珠海","","ZUH","D","B5740","B738","","","D01-E10","","21:40","","","","33-计划","","2017/6/28","23:19","REG","REG","PAX","","","00"
"CZ6978","","CZ6977","昆明-武汉","","WUH","D","B5070","B737","","","D01-E10","","21:50","","","","33-计划","","2017/6/28","23:34","REG","REG","PAX","","","00"
"8L9955","","8L9960","昆明-郑州","","CGO","D","B7988","B738","","","A01-C10","","21:55","","","","33-计划","","2017/6/28","0:07","REG","REG","PAX","","","00"
"KY8247","","KY8244","昆明-芒市","","LUM","D","B1459","B737","","","D01-E10","","21:55","","","","33-计划","","2017/6/28","22:47","REG","REG","PAX","","","00"
"MU5734","","MU734","昆明-版纳","","JHG","D","B5265","B737","","","E11-H20","","21:55","","","","33-计划","","2017/6/28","22:41","REG","REG","PAX","","","00"
"8L9993","","8L9710","昆明-西安","","XIY","D","B5732","B738","","","A01-C10","","22:00","","","","33-计划","","2017/6/28","23:49","REG","REG","PAX","","","00"
"MU5763","","MU5850","昆明-深圳","","SZX","D","B6146","B738","","","E11-H20","","22:00","","","","33-计划","","2017/6/28","23:44","REG","REG","PAX","","","00"
"OQ2358","","OQ2357","昆明-重庆","","CKG","D","B2345","A320","","","D01-E10","","22:00","","","","33-计划","","2017/6/28","23:11","REG","REG","PAX","","","00"
"MU5920","","MU5988","昆明-丽江","","LJG","D","B6141","B737","","","E11-H20","","22:05","","","","33-计划","","2017/6/28","22:59","REG","REG","PAX","","","00"
"MU2568","","MU2568","昆明-广州","","CAN","D","B5701","B738","","","E11-H20","","22:05","","","","33-计划","","2017/6/28","23:47","REG","REG","PAX","","","00"
"CZ3490","","CZ3489","昆明-广州","","CAN","D","B6342","A321","","","D01-E10","","22:10","","","","33-计划","","2017/6/28","23:50","REG","REG","PAX","","","00"
"CZ6602","","CZ6601","昆明-郑州","","CGO","D","B2916","B737","","","D01-E10","","22:10","","","","33-计划","","2017/6/28","0:18","REG","REG","PAX","","","00"
"MU5911","","MU5898","昆明-版纳","","JHG","D","B5816","B737","","","E11-H20","","22:10","","","","33-计划","","2017/6/28","22:57","REG","REG","PAX","","","00"
"MU5450","","MU5463","昆明-重庆","","CKG","D","B8391","A320","","","E11-H20","","22:15","","","","33-计划","","2017/6/28","23:29","REG","REG","PAX","","","00"
"CZ6924","","CZ6923","昆明-深圳","","SZX","D","B6913","A321","","","D01-E10","","22:20","","","","33-计划","","2017/6/28","0:01","REG","REG","PAX","","","00"
"FU6510","","FU6509","昆明-福州","","FOC","D","B7395","B737","","","D01-E10","","22:25","","","","33-计划","","2017/6/28","0:46","REG","REG","PAX","","","00"
"MU9732","","MU9732","昆明-长沙","","HHA","D","B5815","B737","","","E11-H20","","22:25","","","","33-计划","","2017/6/28","0:01","REG","REG","PAX","","","00"
"MU5618","","MU5617","昆明-南昌","","KHN","D","B1613","A320","","","E11-H20","","22:30","","","","33-计划","","2017/6/28","0:26","REG","REG","PAX","","","00"
"MU5093","","MU5093","昆明-新加坡","","SIN","I","B6371","A320","","","J01-J03","","22:35","","","","33-计划","","2017/6/28","2:30","REG","REG","PAX","","","00"
"SC4720","","SC4719","昆明-重庆","","CKG","D","B5725","B738","","","D01-E10","","22:35","","","","33-计划","","2017/6/28","23:47","REG","REG","PAX","","","00"
"DR6511","","DR6506","昆明-版纳","","JHG","D","B5830","B737","","","D01-E10","","22:40","","","","33-计划","","2017/6/28","23:27","REG","REG","PAX","","","00"
"KY8285","","KY8296","昆明-广州","","CAN","D","B1926","B738","","","D01-E10","","22:40","","","","33-计划","","2017/6/28","0:22","REG","REG","PAX","","","00"
"HU7090","","HU7089","昆明-海口","","HAK","D","B5136","B738","","","D01-E10","","22:40","","","","33-计划","","2017/6/28","0:07","REG","REG","PAX","","","00"
"ZH9456","","ZH9789","昆明-广州","","CAN","D","B6615","A320","","","D01-E10","","22:45","","","","33-计划","","2017/6/28","0:24","REG","REG","PAX","","","00"
"GS7662","","GS7661","昆明-西安","","XIY","D","B1619","A320","","","D01-E10","","22:50","","","","33-计划","","2017/6/28","0:37","REG","REG","PAX","","","00"
"8L9908","","8L9852","昆明-版纳","","JHG","D","B5249","B737","","","A01-C10","","22:55","","","","33-计划","","2017/6/28","23:41","REG","REG","PAX","","","00"
"3U8662","","3U8930","昆明-成都","","CTU","D","B6956","A320","","","C16-C20","","23:00","","","","33-计划","","2017/6/28","0:03","REG","REG","PAX","","","00"
"MU5646","","MU5646","昆明-杭州","","HGH","D","B2415","A320","","","E11-H20","","23:00","","","","33-计划","","2017/6/28","1:24","REG","REG","PAX","","","00"
"8L9906","","8L9842","昆明-版纳","","JHG","D","B5272","B737","","","A01-C10","","23:05","","","","33-计划","","2017/6/28","23:52","REG","REG","PAX","","","00"
"MU2246","","MU2245","昆明-西宁","","XNN","D","B6375","A320","","","E11-H20","","23:15","","","","33-计划","","2017/6/28","1:21","REG","REG","PAX","","","00"
"MU5733","","MU5818","昆明-广州","","CAN","D","B5647","B738","","","E11-H20","","23:15","","","","33-计划","","2017/6/28","0:54","REG","REG","PAX","","","00"
"3U8527","","3U8902","昆明-西安","","XIY","D","B8331","A320","","","C16-C20","","23:20","","","","33-计划","","2017/6/28","1:03","REG","REG","PAX","","","00"
"MU2498","","MU2493","昆明-武汉","","WUH","D","B7876","B738","","","E11-H20","","23:20","","","","33-计划","","2017/6/28","1:09","REG","REG","PAX","","","00"
"EU2224","","EU2226","昆明-成都","","CTU","D","B6229","A319","","","D01-E10","","23:25","","","","33-计划","","2017/6/28","0:28","REG","REG","PAX","","","00"
"MU5706","","MU5952","昆明-版纳","","JHG","D","B5820","B737","","","E11-H20","","23:25","","","","33-计划","","2017/6/28","0:10","REG","REG","PAX","","","00"
"KE886","","KE885","昆明-首尔","","ICN","I","","B739","","","","","23:30","","","","33-计划","","2017/6/28","3:24","REG","REG","PAX","","","00"
"MU555","","MU555","昆明-加尔","","CCU","I","B6335","A320","","","J04-J06","","23:35","","","","33-计划","","2017/6/28","2:10","REG","REG","PAX","","","00"
"8L9597","","8L9596","昆明-曼谷","","BKK","I","B7992","B738","","","K01-K04","","23:50","","","","33-计划","","2017/6/28","1:43","REG","REG","PAX","","","00"
"SC8828","","SC8828","昆明-济南","","TNA","D","B1745","B738","","","D01-E10","","23:50","","","","33-计划","","2017/6/28","2:22","REG","REG","PAX","","","00"
"8L9801","","8L9903","昆明-丽江","","LJG","D","B5292","B737","","","A01-C10","","23:55","","","","33-计划","","2017/6/28","0:46","REG","REG","PAX","","","00"
"8L9945","","8L9690","昆明-成都","","CTU","D","B6221","A319","","","A01-C10","","23:55","","","","33-计划","","2017/6/28","0:58","REG","REG","PAX","","","00"
"CF9017","","CF9018","昆明-南京","","NKG","D","B2824","B757","","","","","0:05","","","","33-计划","","2017/6/29","2:24","REG","REG","CGO","","","00"
"MU777","","MU5854","昆明-悉尼","","SYD","I","B5930","A33E","","","J07-J09","","0:50","","","","33-计划","","2017/6/29","11:45","REG","REG","PAX","","","00"
"MU5078","","MU5078","昆明-合肥","","HFE","D","B6617","A320","","","E11-H20","","0:55","","","","33-计划","","2017/6/29","3:04","REG","REG","PAX","","","00"
"MU773","","MU5706","昆明-巴黎","","CDG","I","B5926","A33E","","","H11-H14","","0:55","","","","33-计划","","2017/6/29","12:50","REG","REG","PAX","","","00"
"SC8885","","SC8885","昆明-曼谷","","BKK","I","B6988","B738","","","J16-J19","","1:00","","","","33-计划","","2017/6/29","3:03","REG","REG","PAX","","","00"
"O36943","","O36944","昆明-杭州","","HGH","D","B2828","B757","","","","","1:15","","","","33-计划","","2017/6/29","3:37","REG","REG","CGO","","","00"
"UW9941","","UW9944","昆明-达卡","","DAC","I","B2325","A306","","","","","2:30","","","","33-计划","","2017/6/29","","REG","REG","CGO","","","00"
"UL829","","UL828","昆明-科伦坡","","CMB","I","","A332","","","J11-J14","","2:55","","","","33-计划","","2017/6/29","","REG","REG","PAX","","","00"
