FLT,VIP,LKF,REG,RFC,VI1,DES,TOF,ITY,TAR,GAT,CID,MP1,STD,ETD,ATD,ABT,FSA,RCP,SDT,EAN,POP,OPE,NAT,FLX,MFF,SST,STN
"ZH9534","","ZH9533","B6569","昆明-无锡","","WUX","D","A320","","","","","15:10","","","","33-计划","","2017/7/1","17:44","REG","REG","PAX","","","00","18:15"
"MU9731","","MU5886","B5821","昆明-拉萨","","LXA","D","B737","","","","","15:15","","","","33-计划","","2017/7/1","17:40","REG","REG","PAX","","","00","18:15"
"KA761","","KA760","BHSD","昆明-香港","","HKG","R","A320","","","","","15:20","","","","33-计划","","2017/7/1","","REG","REG","PAX","","","00","17:45"
"MU755","","MU755","B5921","昆明-迪拜","","DXB","I","A33E","","","J04-J06","","15:20","","","","33-计划","","2017/7/1","23:00","REG","REG","PAX","","","00","23:00"
"MU9715","","MU5741","B5295","昆明-武汉","","WUH","D","B737","","","","","15:20","","","","33-计划","","2017/7/1","17:08","REG","REG","PAX","","","00","17:35"
"TG613","","TG612","","昆明-曼谷","","BKK","I","B747","","","","","15:20","","","","33-计划","","2017/7/1","17:04","REG","REG","PAX","","","00","18:40"
"CA1488","","CA1487","B5213","昆明-达县-北京","DAX","PEK","D","B737","","","","","15:25","","","","33-计划","","2017/7/1","16:46","REG","REG","PAX","","","00","17:00"
"CZ3492","","CZ3492","B2622","昆明-郑州","","CGO","D","B737","","","","","15:30","","","","33-计划","","2017/7/1","17:40","REG","REG","PAX","","","00","18:15"
"CA4275","","CA4276","B6793","昆明-哈尔滨","","HRB","D","A320","","","","","15:35","","","","33-计划","","2017/7/1","19:45","REG","REG","PAX","","","00","20:00"
"MU2706","","MU2706","B6456","昆明-南京","","NKG","D","A319","","","","","15:35","","","","33-计划","","2017/7/1","17:57","REG","REG","PAX","","","00","18:30"
"MU5737","","MU5776","B1908","昆明-广州","","CAN","D","B738","","","","","15:35","","","","33-计划","","2017/7/1","17:20","REG","REG","PAX","","","00","17:45"
"8L9985","","8L9932","B1563","昆明-太原-呼和","TYN","HET","D","B737","","","","","15:40","","","","33-计划","","2017/7/1","18:04","REG","REG","PAX","","","00","18:30"
"MF8418","","MF8417","B5383","昆明-厦门","","XMN","D","B738","","","","","15:40","","","","33-计划","","2017/7/1","17:56","REG","REG","PAX","","","00","18:25"
"MU5438","","MU5437","B6465","昆明-南充-上海","NAO","PVG","D","A319","","","","","15:40","","","","33-计划","","2017/7/1","17:08","REG","REG","PAX","","","00","17:00"
"CZ6270","","CZ6269","B8847","昆明-西安-哈尔滨","XIY","HRB","D","A32E","","","","","15:50","","","","33-计划","","2017/7/1","17:35","REG","REG","PAX","","","00","18:10"
"CZ6404","","CZ6403","B6739","昆明-重庆-沈阳","CKG","SHE","D","A320","","","","","15:50","","","","33-计划","","2017/7/1","16:59","REG","REG","PAX","","","00","17:25"
"JD5166","","JD5792","B6181","昆明-丽江","","LJG","D","A319","","","","","15:50","","","","33-计划","","2017/7/1","16:41","REG","REG","PAX","","","00","16:55"
"MU2585","","MU5966","B5245","昆明-胡市","","SGN","I","B737","","","J09-J09","","15:50","","","","33-计划","","2017/7/1","18:31","REG","REG","PAX","","","00","19:10"
"MU713","","MU2030","B6149","昆明-科伦坡-马累","CMB","MLE","I","B738","","","J07-J08","","15:50","","","","33-计划","","2017/7/1","20:50","REG","REG","PAX","","","00","20:50"
"8L9855","","8L9652","B1586","昆明-绵阳","","MIG","D","B738","","","","","15:55","","","","33-计划","","2017/7/1","17:12","REG","REG","PAX","","","00","17:35"
"3U8685","","3U8686","B6718","昆明-长沙-哈尔滨","HHA","HRB","D","A321","","","","","16:00","","","","33-计划","","2017/7/1","17:36","REG","REG","PAX","","","00","18:00"
"MU9738","","MU754","B5828","昆明-芒市","","LUM","D","B737","710","","","","16:00","","","","33-计划","","2017/7/1","16:51","REG","REG","PAX","","","00","16:55"
"MU2570","","MU5750","B7600","昆明-北京","","PEK","D","B738","515","","","","16:00","","","","33-计划","","2017/7/1","19:25","REG","REG","PAX","","","00","19:25"
"JD5156","","JD5155","B1622","昆明-丽江","","LJG","D","A320","","","","","16:05","","","","33-计划","","2017/7/1","16:58","REG","REG","PAX","","","00","17:10"
"MU2571","","MU5982","B5256","昆明-加德","","KTM","I","B737","","","H12-H13","","16:05","","","","33-计划","","2017/7/1","18:50","REG","REG","PAX","","","00","19:20"
"MU5588","","MU5505","B6002","昆明-福州-上海","FOC","PVG","D","A320","","","","","16:05","","","","33-计划","","2017/7/1","18:39","REG","REG","PAX","","","00","18:50"
"CZ6460","","CZ6459","B6583","昆明-重庆-长春","CKG","CGQ","D","A320","","","","","16:10","","","","33-计划","","2017/7/1","17:19","REG","REG","PAX","","","00","17:40"
"FM9398","","FM9397","B6993","昆明-长沙-上海","HHA","PVG","D","B738","","","","","16:10","","","","33-计划","","2017/7/1","17:49","REG","REG","PAX","","","00","18:15"
"MU5077","","MU5077","B1610","昆明-曼谷","","BKK","I","A320","","","H14-H15","","16:10","","","","33-计划","","2017/7/1","18:11","REG","REG","PAX","","","00","18:40"
"MU5532","","MU5465","B2335","昆明-南昌-上海","KHN","PVG","D","A320","","","","","16:10","","","","33-计划","","2017/7/1","18:07","REG","REG","PAX","","","00","18:40"
"CZ3487","","CZ3487","B6021","昆明-丽江","","LJG","D","A319","","","","","16:15","","","","33-计划","","2017/7/1","17:07","REG","REG","PAX","","","00","17:15"
"MU5299","","MU5292","B1933","昆明-太原-北京","TYN","PEK","D","B738","","","","","16:15","","","","33-计划","","2017/7/1","18:38","REG","REG","PAX","","","00","19:10"
"8L9979","","8L9948","B6959","昆明-深圳","","SZX","D","A320","","","","","16:20","","","","33-计划","","2017/7/1","18:03","REG","REG","PAX","","","00","18:30"
"KY8239","","KY8284","B7873","昆明-青岛","","TAO","D","B738","","","","","16:20","","","","33-计划","","2017/7/1","19:23","REG","REG","PAX","","","00","19:50"
"MU2599","","MU9731","B5817","昆明-金边","","PNH","I","B737","","","H11-H11","","16:20","","","","33-计划","","2017/7/1","18:39","REG","REG","PAX","","","00","19:05"
"MU5328","","MU5327","B2337","昆明-九华山-济南","JUH","TNA","D","A320","","","","","16:20","","","","33-计划","","2017/7/1","18:42","REG","REG","PAX","","","00","19:15"
"MU5959","","MU5958","B2640","昆明-临沧","","LNJ","D","B737","","","","","16:25","","","","33-计划","","2017/7/1","17:07","REG","REG","PAX","","","00","17:15"
"MU2786","","MU2725","B6892","昆明-南京","","NKG","D","A320","","","","","16:30","","","","33-计划","","2017/7/1","18:50","REG","REG","PAX","","","00","19:25"
"MU5849","","MU5844","B1789","昆明-成都","","CTU","D","B738","","","","","16:30","","","","33-计划","","2017/7/1","17:37","REG","REG","PAX","","","00","18:05"
"9C8824","","9C8823","B1627","昆明-遵义-上海","ZYI","SHA","D","A320","","","","","16:35","","","","33-计划","","2017/7/1","17:33","REG","REG","PAX","","","00","17:45"
"HO1100","","HO1099","B6381","昆明-上海","","SHA","D","A320","","","","","16:35","","","","33-计划","","2017/7/1","19:18","REG","REG","PAX","","","00","20:00"
"MU5781","","MU5830","B5795","昆明-厦门","","XMN","D","B738","","","","","16:35","","","","33-计划","","2017/7/1","18:53","REG","REG","PAX","","","00","19:25"
"8L9679","","8L9996","B7993","昆明-槟城","","PEN","I","B738","","","","","16:40","","","","33-计划","","2017/7/1","19:38","REG","REG","PAX","","","00","19:20"
"KY8231","","KY8256","B7871","昆明-丽江","","LJG","D","B737","","","","","16:40","","","","33-计划","","2017/7/1","17:33","REG","REG","PAX","","","00","17:50"
"CZ6369","","CZ6369","B2169","昆明-版纳","","JHG","D","B737","","","","","16:50","","","","33-计划","","2017/7/1","17:36","REG","REG","PAX","","","00","17:55"
"FM9454","","FM9454","B5261","昆明-上海","","SHA","D","B737","","","","","16:50","","","","33-计划","","2017/7/1","19:32","REG","REG","PAX","","","00","20:05"
"KY8265","","KY8236","B2669","昆明-杭州","","HGH","D","B737","","","","","16:50","","","","33-计划","","2017/7/1","19:16","REG","REG","PAX","","","00","19:50"
"KY8307","","KY8258","B1926","昆明-南昌","","KHN","D","B738","","","","","16:50","","","","33-计划","","2017/7/1","18:49","REG","REG","PAX","","","00","19:25"
"DR6503","","DR6502","B5812","昆明-芒市","","LUM","D","B737","","","","","17:00","","","","33-计划","","2017/7/1","17:50","REG","REG","PAX","","","00","18:00"
"MU2716","","MU2715","B1636","昆明-长沙-南京","HHA","NKG","D","A320","","","","","17:00","","","","33-计划","","2017/7/1","18:42","REG","REG","PAX","","","00","19:10"
"3U8637","","3U8710","B8329","昆明-广州-岘港","CAN","DAD","M","A320","","","","","17:05","","","","33-计划","","2017/7/1","18:44","REG","REG","PAX","","","00","19:15"
"CA416","","CA416","B2364","昆明-成都","","CTU","D","A319","","","","","17:05","","","","33-计划","","2017/7/1","18:11","REG","REG","PAX","","","00","18:35"
"CA4173","","CA4172","B6822","昆明-北京","","PEK","D","A320","","","","","17:05","","","","33-计划","","2017/7/1","20:00","REG","REG","PAX","","","00","20:30"
"MU5760","","MU5737","B5809","昆明-大理","","DLU","D","B737","","","","","17:05","","","","33-计划","","2017/7/1","17:49","REG","REG","PAX","","","00","17:55"
"DR6523","","DR6524","B6109","昆明-丽江","","LJG","D","B737","715","","","","17:10","","","","33-计划","","2017/7/1","18:03","REG","REG","PAX","","","00","18:15"
"MU5897","","MU5856","B6141","昆明-普洱","","SYM","D","B737","","","","","17:10","","","","33-计划","","2017/7/1","17:54","REG","REG","PAX","","","00","18:05"
"ZH9454","","ZH9453","B1602","昆明-广州","","CAN","D","A322","","","","","17:10","","","","33-计划","","2017/7/1","18:56","REG","REG","PAX","","","00","19:25"
"CZ3470","","CZ3469","B5069","昆明-武汉","","WUH","D","B737","","","","","17:15","","","","33-计划","","2017/7/1","19:02","REG","REG","PAX","","","00","19:25"
"MU5802","","MU5803","B5802","昆明-腾冲","","TCZ","D","B737","","","","","17:15","","","","33-计划","","2017/7/1","18:07","REG","REG","PAX","","","00","18:15"
"MU5719","","MU5802","B7591","昆明-北京","","PEK","D","B738","","","","","17:20","","","","33-计划","","2017/7/1","20:18","REG","REG","PAX","","","00","20:45"
"FM9430","","FM9429","B1948","昆明-衡阳-上海","HNY","PVG","D","B738","","","","","17:25","","","","33-计划","","2017/7/1","18:54","REG","REG","PAX","","","00","19:20"
"KY8221","","KY8274","B6492","昆明-重庆","","CKG","D","B738","","","","","17:25","","","","33-计划","","2017/7/1","18:41","REG","REG","PAX","","","00","19:00"
"MU5548","","MU5547","B2228","昆明-景德镇-杭州","JDZ","HGH","D","A320","","","","","17:25","","","","33-计划","","2017/7/1","19:31","REG","REG","PAX","","","00","19:40"
"8L9931","","8L9686","B5825","昆明-芒市","","LUM","D","B737","","","","","17:30","","","","33-计划","","2017/7/1","18:20","REG","REG","PAX","","","00","18:35"
"MU5813","","MU5760","B6147","昆明-上海","","SHA","D","B738","","","","","17:30","","","","33-计划","","2017/7/1","20:12","REG","REG","PAX","","","00","20:45"
"MU9741","","MU5942","B5282","昆明-保山-北京","BSD","PEK","D","B737","","","","","17:30","","","","33-计划","","2017/7/1","18:16","REG","REG","PAX","","","00","18:35"
"ZH9414","","ZH9413","B5401","昆明-深圳","","SZX","D","B738","","","","","17:30","","","","33-计划","","2017/7/1","19:14","REG","REG","PAX","","","00","19:45"
"CZ3408","","CZ3407","B6622","昆明-广州","","CAN","D","A321","","","","","17:35","","","","33-计划","","2017/7/1","19:15","REG","REG","PAX","","","00","19:40"
"MU5823","","MU2028","B6143","昆明-郑州","","CGO","D","B738","","","","","17:35","","","","33-计划","","2017/7/1","19:49","REG","REG","PAX","","","00","20:25"
"8L9889","","8L9504","B5971","昆明-上海","","PVG","D","A333","520","","","","17:40","","","","33-计划","","2017/7/1","20:20","REG","REG","PAX","","","00","20:50"
"CZ3496","","CZ3495","B2916","昆明-郑州","","CGO","D","B737","","","","","17:40","","","","33-计划","","2017/7/1","19:50","REG","REG","PAX","","","00","20:35"
"CZ6950","","CZ6949","B1953","昆明-重庆-乌鲁","CKG","URC","D","B738","","","","","17:45","","","","33-计划","","2017/7/1","18:57","REG","REG","PAX","","","00","19:25"
"MU5883","","MU5719","B5263","昆明-湛江","","ZHA","D","B737","","","","","17:45","","","","33-计划","","2017/7/1","19:21","REG","REG","PAX","","","00","19:25"
"CZ6294","","CZ6293","B1651","昆明-太原-大连","TYN","DLC","D","A320","","","","","17:50","","","","33-计划","","2017/7/1","20:12","REG","REG","PAX","","","00","20:55"
"3U8245","","3U8206","B8326","昆明-合肥","","HFE","D","A320","","","","","17:55","","","","33-计划","","2017/7/1","19:58","REG","REG","PAX","","","00","20:40"
"AK100","","AK101","9MAFF","昆明-吉隆坡","","KUL","I","A320","","","","","17:55","","","","33-计划","","2017/7/1","","REG","REG","PAX","","","00","21:50"
"8L9883","","8L9866","B5359","昆明-南京","","NKG","D","B738","","","","","18:00","","","","33-计划","","2017/7/1","20:20","REG","REG","PAX","","","00","20:45"
"MU5853","","MU5714","B1790","昆明-成都","","CTU","D","B738","","","","","18:00","","","","33-计划","","2017/7/1","19:10","REG","REG","PAX","","","00","19:35"
"MU5920","","MU5940","B5820","昆明-丽江","","LJG","D","B737","","","","","18:05","","","","33-计划","","2017/7/1","18:59","REG","REG","PAX","","","00","19:10"
"MU5935","","MU5936","B5815","昆明-迪庆","","DIG","D","B737","","","","","18:05","","","","33-计划","","2017/7/1","19:06","REG","REG","PAX","","","00","19:05"
"BK2798","","BK2846","B1732","昆明-长沙","","HHA","D","B738","","","","","18:10","","","","33-计划","","2017/7/1","19:47","REG","REG","PAX","","","00","20:10"
"MU2208","","MU2207","B1813","昆明-西安","","XIY","D","A321","","","","","18:10","","","","33-计划","","2017/7/1","19:59","REG","REG","PAX","","","00","20:25"
"KY8243","","KY8340","B2678","昆明-普洱","","SYM","D","B737","","","","","18:15","","","","33-计划","","2017/7/1","18:58","REG","REG","PAX","","","00","19:10"
"3U8668","","3U8514","B6732","昆明-成都","","CTU","D","A320","","","","","18:20","","","","33-计划","","2017/7/1","19:25","REG","REG","PAX","","","00","19:55"
"BK2898","","BK2744","B5562","昆明-天津","","TSN","D","B738","","","","","18:20","","","","33-计划","","2017/7/1","21:14","REG","REG","PAX","","","00","21:30"
"A67107","","A67106","B8318","昆明-郑州","","CGO","D","A321","","","","","18:25","","","","33-计划","","2017/7/1","20:38","REG","REG","PAX","","","00","21:05"
"MU2178","","MU2177","B6011","昆明-宁波","","NGB","D","A320","","","","","18:25","","","","33-计划","","2017/7/1","20:55","REG","REG","PAX","","","00","21:35"
"MU5576","","MU5575","B8556","昆明-郑州-烟台","CGO","YNT","D","A320","","","","","18:25","","","","33-计划","","2017/7/1","20:39","REG","REG","PAX","","","00","21:20"
"DR6505","","DR6538","B5830","昆明-芒市","","LUM","D","B737","521R","","","","18:30","","","","33-计划","","2017/7/1","19:21","REG","REG","PAX","","","00","19:40"
"MU5714","","MU5968","B2503","昆明-普洱","","SYM","D","B737","","","","","18:35","","","","33-计划","","2017/7/1","19:18","REG","REG","PAX","","","00","19:35"
"9C8730","","9C8729","B6562","昆明-扬州泰州","","YTY","D","A320","","","","","18:40","","","","33-计划","","2017/7/1","21:04","REG","REG","PAX","","","00","21:30"
"HO1096","","HO1095","B1871","昆明-毕节-上海","BFJ","SHA","D","A320","","","","","18:40","","","","33-计划","","2017/7/1","19:25","REG","REG","PAX","","","00","19:55"
"KY8301","","KY8246","B5026","昆明-惠州","","HUZ","D","B737","","","","","18:40","","","","33-计划","","2017/7/1","20:29","REG","REG","PAX","","","00","20:45"
"MU2144","","MU7183","B5258","昆明-太原","","TYN","D","B737","","","","","18:40","","","","33-计划","","2017/7/1","21:02","REG","REG","PAX","","","00","21:40"
"MU5330","","MU5329","B6830","昆明-合肥","","HFE","D","A320","","","","","18:40","","","","33-计划","","2017/7/1","20:50","REG","REG","PAX","","","00","21:25"
"MU5745","","MU5748","B7592","昆明-三亚","","SYX","D","B738","","","","","18:50","","","","33-计划","","2017/7/1","20:37","REG","REG","PAX","","","00","21:10"
"MU5771","","MU784","B1792","昆明-广州","","CAN","D","B738","","","","","18:50","","","","33-计划","","2017/7/1","20:30","REG","REG","PAX","","","00","21:00"
"MU5969","","MU5771","B5097","昆明-昭通","","ZAT","D","B737","","","","","18:50","","","","33-计划","","2017/7/1","19:24","REG","REG","PAX","","","00","19:30"
"MU5645","","MU5645","B6880","昆明-版纳","","JHG","D","A320","","","","","18:55","","","","33-计划","","2017/7/1","19:42","REG","REG","PAX","","","00","20:00"
"8L9689","","8L9874","B8445","昆明-合肥","","HFE","D","A320","","","","","18:55","","","","33-计划","","2017/7/1","21:04","REG","REG","PAX","","","00","21:45"
"8L9971","","8L9898","B6198","昆明-海口","","HAK","D","A319","","","","","19:00","","","","33-计划","","2017/7/1","20:30","REG","REG","PAX","","","00","20:50"
"MU5748","","MU2562","B5276","昆明-版纳","","JHG","D","B737","","","","","19:00","","","","33-计划","","2017/7/1","19:47","REG","REG","PAX","","","00","20:00"
"G52628","","G52627","B3368","昆明-南阳-大连","NNY","DLC","D","CRJ9","","","","","19:05","","","","33-计划","","2017/7/1","21:11","REG","REG","PAX","","","00","21:25"
"MU2186","","MU2185","B6376","昆明-银川","","INC","D","A320","","","","","19:05","","","","33-计划","","2017/7/1","21:23","REG","REG","PAX","","","00","21:50"
"KY8269","","KY8314","B1459","昆明-丽江","","LJG","D","B737","","","","","19:10","","","","33-计划","","2017/7/1","20:04","REG","REG","PAX","","","00","20:15"
"MF8462","","MF8461","B6889","昆明-武汉-杭州","WUH","HGH","D","B738","","","","","19:15","","","","33-计划","","2017/7/1","21:04","REG","REG","PAX","","","00","21:25"
"ZH9532","","ZH9531","B5773","昆明-无锡","","WUX","D","B738","","","","","19:20","","","","33-计划","","2017/7/1","21:53","REG","REG","PAX","","","00","22:25"
"EU2225","","EU2722","B6229","昆明-版纳","","JHG","D","A319","","","","","19:25","","","","33-计划","","2017/7/1","20:12","REG","REG","PAX","","","00","20:25"
"8L9983","","8L9546","B2677","昆明-西安","","XIY","D","B738","","","","","19:30","","","","33-计划","","2017/7/1","21:19","REG","REG","PAX","","","00","21:45"
"HO1020","","HO1019","B6618","昆明-大庸-杭州","DYG","HGH","D","A320","","","","","19:30","","","","33-计划","","2017/7/1","20:53","REG","REG","PAX","","","00","21:10"
"9C8830","","9C8829","B8591","昆明-常德-上海","CGD","SHA","D","A320","","","","","19:35","","","","33-计划","","2017/7/1","21:00","REG","REG","PAX","","","00","21:05"
"MU2736","","MU2735","B1655","昆明-长沙-南京","HHA","NKG","D","A320","","","","","19:35","","","","33-计划","","2017/7/1","21:14","REG","REG","PAX","","","00","21:45"
"CA1754","","CA1753","B6024","昆明-杭州","","HGH","D","A319","","","","","19:40","","","","33-计划","","2017/7/1","22:02","REG","REG","PAX","","","00","22:35"
"3U8823","","3U8670","B1881","昆明-南昌","","KHN","D","A320","","","","","19:45","","","","33-计划","","2017/7/1","21:34","REG","REG","PAX","","","00","22:15"
"CZ6800","","CZ6799","B8849","昆明-上海","","PVG","D","A321","","","","","19:45","","","","33-计划","","2017/7/1","22:28","REG","REG","PAX","","","00","23:00"
"MU5847","","MU5742","B7590","昆明-成都","","CTU","D","B738","","","","","19:55","","","","33-计划","","2017/7/1","21:01","REG","REG","PAX","","","00","21:35"
"CZ6160","","CZ6159","B6319","昆明-北京","","PEK","D","A321","","","","","20:05","","","","33-计划","","2017/7/1","22:58","REG","REG","PAX","","","00","23:30"
"CZ6416","","CZ6415","B6785","昆明-西安-沈阳","XIY","SHE","D","A320","","","","","20:05","","","","33-计划","","2017/7/1","21:52","REG","REG","PAX","","","00","22:15"
"MU5742","","MU5832","B5054","昆明-保山","","BSD","D","B737","","","","","20:05","","","","33-计划","","2017/7/1","20:52","REG","REG","PAX","","","00","21:05"
"CZ3488","","CZ3488","B6021","昆明-广州","","CAN","D","A319","","","","","20:10","","","","33-计划","","2017/7/1","21:47","REG","REG","PAX","","","00","22:20"
"KY8249","","KY8316","B7872","昆明-丽江","","LJG","D","B737","","","","","20:10","","","","33-计划","","2017/7/1","21:04","REG","REG","PAX","","","00","21:10"
"MF8642","","MF8475","B5306","昆明-珠海-泉州","ZUH","JJN","D","B738","","","","","20:10","","","","33-计划","","2017/7/1","21:50","REG","REG","PAX","","","00","22:00"
"MU2986","","MU2985","B2291","昆明-无锡","","WUX","D","A321","","","","","20:10","","","","33-计划","","2017/7/1","22:42","REG","REG","PAX","","","00","23:15"
"MU5715","","MU2594","B1703","昆明-北京","","PEK","D","B738","","","","","20:10","","","","33-计划","","2017/7/1","23:08","REG","REG","PAX","","","00","23:30"
"MF8476","","MF8641","B5659","昆明-福州","","FOC","D","B738","","","","","20:15","","","","33-计划","","2017/7/1","22:38","REG","REG","PAX","","","00","23:00"
"TV9894","","TV9820","B6443","昆明-拉萨","","LXA","D","A319","","","","","20:15","","","","33-计划","","2017/7/1","22:39","REG","REG","PAX","","","00","23:15"
"CA1402","","CA1401","B5525","昆明-天津","","TSN","D","B738","","","","","20:20","","","","33-计划","","2017/7/1","23:12","REG","REG","PAX","","","00","23:35"
"MU5480","","MU5479","B6373","昆明-武汉-青岛","WUH","TAO","D","A320","","","","","20:20","","","","33-计划","","2017/7/1","22:14","REG","REG","PAX","","","00","22:35"
"MU5803","","MU5715","B5828","昆明-上海","","SHA","D","B737","","","","","20:20","","","","33-计划","","2017/7/1","23:03","REG","REG","PAX","","","00","23:40"
"CA1938","","CA1937","B9922","昆明-上海","","PVG","D","A320","","","","","20:25","","","","33-计划","","2017/7/1","23:02","REG","REG","PAX","","","00","23:35"
"HO1092","","HO1091","B6901","昆明-上海","","SHA","D","A320","","","","","20:25","","","","33-计划","","2017/7/1","23:07","REG","REG","PAX","","","00","23:35"
"HU7112","","HU7111","B2491","昆明-北京","","PEK","D","B763","","","","","20:25","","","","33-计划","","2017/7/1","23:16","REG","REG","PAX","","","00","23:45"
"MU2588","","MU2588","B6148","昆明-北京","","PEK","D","B738","","","","","20:25","","","","33-计划","","2017/7/1","23:22","REG","REG","PAX","","","00","23:50"
"MU5929","","MU5960","B2640","昆明-文山","","WNH","D","B737","","","","","20:25","","","","33-计划","","2017/7/1","21:00","REG","REG","PAX","","","00","21:10"
"NS3270","","NS3269","B5215","昆明-石家庄","","SJW","D","B737","","","","","20:25","","","","33-计划","","2017/7/1","22:59","REG","REG","PAX","","","00","23:30"
"MU2036","","MU2036","B6249","昆明-北京","","PEK","D","B738","","","","","20:30","","","","33-计划","","2017/7/1","23:26","REG","REG","PAX","","","00","23:50"
"9C8596","","9C8595","B1807","昆明-绵阳-沈阳","MIG","SHE","D","A320","","","","","20:35","","","","33-计划","","2017/7/1","21:49","REG","REG","PAX","","","00","22:10"
"DR6579","","DR6504","B5812","昆明-芒市","","LUM","D","B737","","","","","20:40","","","","33-计划","","2017/7/1","21:30","REG","REG","PAX","","","00","21:40"
"MU5472","","MU5471","B9946","昆明-重庆-济南","CKG","TNA","D","A320","","","","","20:50","","","","33-计划","","2017/7/1","22:06","REG","REG","PAX","","","00","22:25"
"MU5812","","MU5763","B5816","昆明-迪庆","","DIG","D","B737","","","","","20:50","","","","33-计划","","2017/7/1","21:50","REG","REG","PAX","","","00","21:50"
"MU5718","","MU5758","B6146","昆明-北京","","PEK","D","B738","","","","","20:55","","","","33-计划","","2017/7/1","23:52","REG","REG","PAX","","","00","0:30"
"SC4738","","SC4737","B1982","昆明-青岛","","TAO","D","B738","","","","","20:55","","","","33-计划","","2017/7/1","23:55","REG","REG","PAX","","","00","0:35"
"3U8619","","3U8818","B6433","昆明-版纳","","JHG","D","A319","","","","","21:00","","","","33-计划","","2017/7/1","21:45","REG","REG","PAX","","","00","22:05"
"CA4460","","CA4176","B8490","昆明-成都","","CTU","D","A320","","","","","21:00","","","","33-计划","","2017/7/1","22:03","REG","REG","PAX","","","00","22:40"
"CZ6370","","CZ6370","B2169","昆明-郑州","","CGO","D","B737","","","","","21:00","","","","33-计划","","2017/7/1","23:07","REG","REG","PAX","","","00","23:45"
"MU5855","","MU5800","B1635","昆明-成都","","CTU","D","A320","","","","","21:00","","","","33-计划","","2017/7/1","22:06","REG","REG","PAX","","","00","22:35"
