FLT,VIP,LKF,RFC,VI1,TOF,REG,ITY,TAR,GAT,POP,FSA,OPE,STD,ABT,RCP,NAT,FLX,MFF,SST,DES,CID,MP1,ETD,ATD,EAN,CLA
B7290,,B7289,昆明-高雄,,R,B16211,A321,,,REG,33-计划,REG,2017/6/25 12:05,,,PAX,,,00,KHH,H11-H15,G,,,,正班
CA1956,,CA1751,昆明-温州,,D,B6032,A319,,,REG,33-计划,REG,2017/6/25 12:05,,,PAX,,,01,WNZ,D01-E10,B,,,2017/6/25 14:31,正班
CZ3678,,CZ3677,昆明-上海,,D,B9930,A320,,,REG,33-计划,REG,2017/6/25 12:05,,,PAX,,,00,PVG,D01-E10,B,,,2017/6/25 14:46,正班
MU5498,,MU5497,昆明-青岛,,D,B6008,A320,,,REG,33-计划,REG,2017/6/25 12:10,,,PAX,,,00,TAO,E11-H20,E,,,2017/6/25 15:11,正班
MU5764,,MU5811,昆明-芒市,,D,B5820,B737,,,REG,33-计划,REG,2017/6/25 12:10,,,PAX,,,00,LUM,E11-H20,F,,,2017/6/25 13:02,正班
UO274,,UO273,昆明-香港,,R,BLCI,A320,,,REG,33-计划,REG,2017/6/25 12:10,,,PAX,,,00,HKG,J16-J19,H,,,,正班
ZH9562,,ZH9561,昆明-南京,,D,B5400,B738,,,REG,33-计划,REG,2017/6/25 12:10,,,PAX,,,00,NKG,D01-E10,A,,,2017/6/25 14:29,正班
9C8828,,9C8827,昆明-芷江-上海,HJJ,D,B8871,A320,,,REG,33-计划,REG,2017/6/25 12:15,,,PAX,,,00,SHA,E04-E05,A,,,2017/6/25 13:22,正班
CZ3858,,CZ3857,昆明-汕头,,D,B5837,B738,,,REG,33-计划,REG,2017/6/25 12:15,,,PAX,,,00,SWA,D01-E10,B,,,2017/6/25 14:12,正班
MU5475,,MU5476,昆明-合肥,,D,B6802,A320,,,REG,33-计划,REG,2017/6/25 12:15,,,PAX,,,00,HFE,E11-H20,E,,,2017/6/25 14:23,正班
MU5765,,MU5824,昆明-郑州-大连,CGO,D,B6146,B738,722b,,REG,33-计划,REG,2017/6/25 12:15,,,PAX,,,00,DLC,E11-H20,E,,,2017/6/25 14:32,正班
CA1752,,CA1955,昆明-杭州,,D,B8337,A320,,,REG,33-计划,REG,2017/6/25 12:20,,,PAX,,,01,HGH,D01-E10,A,,,2017/6/25 14:45,正班
JD5790,,JD5789,昆明-版纳,,D,B8072,A320,,,REG,33-计划,REG,2017/6/25 12:20,,,PAX,,,00,JHG,D01-E10,B,,,2017/6/25 13:07,正班
MF8428,,MF8427,昆明-福州,,D,B5435,B738,,,REG,33-计划,REG,2017/6/25 12:20,,,PAX,,,05,FOC,D01-E10,A,,,2017/6/25 14:45,正班
FD583,,FD582,昆明-廊曼,,I,HSBBE,A320,,,REG,33-计划,REG,2017/6/25 12:30,,,PAX,,,00,DMK,K01-K04,H,,,,正班
PN6394,,PN6394,昆明-重庆,,D,B8846,A320,,,REG,33-计划,REG,2017/6/25 12:45,,,PAX,,,00,CKG,D01-E10,C,,,2017/6/25 13:56,正班
ZH9266,,ZH9265,昆明-西安,,D,B8411,A320,,,REG,33-计划,REG,2017/6/25 12:45,,,PAX,,,00,XIY,D01-E10,A,,,2017/6/25 14:36,正班
SC4874,,SC4873,昆明-济南-烟台,TNA,D,B5117,B738,,,REG,33-计划,REG,2017/6/25 12:50,,,PAX,,,00,YNT,D01-E10,A,,,2017/6/25 15:28,正班
HO1122,,HO1121,昆明-上海,,D,B6396,A320,,,REG,33-计划,REG,2017/6/25 12:55,,,PAX,,,01,SHA,D01-E10,B,,,2017/6/25 15:34,正班
HU7212,Y,HU7211,昆明-北京,,D,B2739,B787,164,12,REG,33-计划,REG,2017/6/25 12:55,,,PAX,,,00,PEK,D01-E10,B,,,2017/6/25 15:47,正班
KY8209,,KY8252,昆明-版纳,,D,B7871,B737,,,REG,33-计划,REG,2017/6/25 12:55,,,PAX,,,00,JHG,D01-E10,A,,,2017/6/25 13:44,正班
8L9857,,8L9909,昆明-腾冲,,D,B5272,B737,,,REG,33-计划,REG,2017/6/25 13:00,,,PAX,,,00,TCZ,A01-C10,B,,,2017/6/25 13:54,正班
FM9453,,FM9453,昆明-版纳,,D,B5261,B737,,,REG,33-计划,REG,2017/6/25 13:00,,,PAX,,,00,JHG,E11-H20,E,,,2017/6/25 13:48,正班
MU2035,,MU2035,昆明-达卡,,I,B6143,B738,,,REG,33-计划,REG,2017/6/25 13:00,,,PAX,,,00,DAC,J04-J06,G,,,2017/6/25 14:35,正班
MU741,,MU5706,昆明-曼谷,,I,B5527,B738,509,,REG,33-计划,REG,2017/6/25 13:00,,,PAX,,,00,BKK,J01-J03,G,,,2017/6/25 14:58,正班
MU5741,,MU5852,昆明-广州,,D,B7591,B738,,,REG,33-计划,REG,2017/6/25 13:05,,,PAX,,,00,CAN,E11-H20,E,,,2017/6/25 14:47,正班
MU5981,,MU5962,昆明-保山,,D,B5282,B737,,,REG,33-计划,REG,2017/6/25 13:05,,,PAX,,,00,BSD,E11-H20,F,,,2017/6/25 13:52,正班
3U8967,,3U8130,昆明-重庆-大连,CKG,D,B6449,A319,,,REG,33-计划,REG,2017/6/25 13:10,,,PAX,,,00,DLC,C16-C20,A,,,2017/6/25 14:18,正班
DR6501,,DR6508,昆明-芒市,,D,B5830,B737,,,REG,33-计划,REG,2017/6/25 13:10,,,PAX,,,00,LUM,D01-E10,B,,,2017/6/25 14:01,正班
KY8245,,KY8270,昆明-芒市,,D,B5026,B737,519L,,REG,33-计划,REG,2017/6/25 13:10,,,PAX,,,00,LUM,D01-E10,C,,,2017/6/25 14:04,正班
MI913,,MI912,昆明-新加坡,,I,9VMGD,B738,,,REG,33-计划,REG,2017/6/25 13:10,,,PAX,,,02,SIN,J11-J15,H,,,,正班
MU5749,,MU5717,昆明-长沙-盐城,HHA,D,B6148,B738,,,REG,33-计划,REG,2017/6/25 13:15,,,PAX,,,00,YNZ,E11-H20,F,,,2017/6/25 14:53,正班
MU5919,,MU5723,昆明-丽江,,D,B5271,B737,,,REG,33-计划,REG,2017/6/25 13:15,,,PAX,,,00,LJG,E11-H20,E,,,2017/6/25 14:09,正班
3U8215,,3U8661,昆明-郑州,,D,B1662,A320,,,REG,33-计划,REG,2017/6/25 13:20,,,PAX,,,00,CGO,C16-C20,C,,,2017/6/25 15:29,正班
8L9519,,8L9842,昆明-芒市,,D,B5292,B737,,,REG,33-计划,REG,2017/6/25 13:20,,,PAX,,,00,LUM,A01-C10,B,,,2017/6/25 14:10,正班
MU5703,,MU5782,昆明-济宁-北京,JNG,D,B1788,B738,709,,REG,33-计划,REG,2017/6/25 13:20,,,PAX,,,00,PEK,E11-H20,E,,,2017/6/25 15:59,正班
TV6008,,TV6007,昆明-丽江-兰州,LJG,D,B8841,A320,,,REG,33-计划,REG,2017/6/25 13:20,,,PAX,,,00,ZGC,D01-E10,A,,,2017/6/25 14:14,正班
CA4414,,CA4413,昆明-成都,,D,B6828,A320,,,REG,33-计划,REG,2017/6/25 13:25,,,PAX,,,00,CTU,D01-E10,B,,,2017/6/25 14:29,正班
GS7856,,GS7855,昆明-天津,,D,B9963,A320,,,REG,33-计划,REG,2017/6/25 13:25,,,PAX,,,00,TSN,D01-E10,C,,,2017/6/25 16:17,正班
DR6515,,DR6510,昆明-襄阳-天津,XFN,D,B5811,B737,,,REG,33-计划,REG,2017/6/25 13:30,,,PAX,,,00,TSN,D01-E10,C,,,2017/6/25 15:21,正班
ZH9774,,ZH9773,昆明-南昌,,D,B6780,A320,,,REG,33-计划,REG,2017/6/25 13:30,,,PAX,,,00,KHN,D01-E10,A,,,2017/6/25 15:24,正班
MU5743,,MU5743,昆明-广州,,D,B5225,B737,,,REG,33-计划,REG,2017/6/25 13:35,,,PAX,,,00,CAN,E11-H20,E,,,2017/6/25 15:18,正班
MU5967,,MU5942,昆明-临沧,,D,B5809,B737,,,REG,33-计划,REG,2017/6/25 13:40,,,PAX,,,00,LNJ,E11-H20,F,,,2017/6/25 14:22,正班
MU733,,MU5988,昆明-香港,,R,B5267,B737,,,REG,33-计划,REG,2017/6/25 13:40,,,PAX,,,00,HKG,J06-J07,G,,,2017/6/25 16:49,正班
SC4696,,SC4695,昆明-南京-青岛,NKG,D,B5526,B738,,,REG,33-计划,REG,2017/6/25 13:40,,,PAX,,,00,TAO,D01-E10,A,,,2017/6/25 15:58,正班
ZH9794,,ZH9793,昆明-泉州,,D,B6935,A320,,,REG,33-计划,REG,2017/6/25 13:40,,,PAX,,,00,JJN,D01-E10,A,,,2017/6/25 16:03,正班
CZ3902,Y,CZ3901,昆明-北京,,D,B6098,A333,,,REG,33-计划,REG,2017/6/25 13:45,,,PAX,,,00,PEK,D01-E10,LL7,,,2017/6/25 16:40,正班
MU5717,,MU5816,昆明-腾冲,,D,B5276,B737,,,REG,33-计划,REG,2017/6/25 13:45,,,PAX,,,00,TCZ,E11-H20,E,,,2017/6/25 14:39,正班
CZ6426,,CZ6425,昆明-武汉-大连,WUH,D,B1829,A320,,,REG,33-计划,REG,2017/6/25 13:55,,,PAX,,,00,DLC,D01-E10,B,,,2017/6/25 15:41,正班
KY8233,,KY8322,昆明-太原,,D,B5672,B738,,,REG,33-计划,REG,2017/6/25 13:55,,,PAX,,,00,TYN,D01-E10,B,,,2017/6/25 16:24,正班
8L9805,,8L9806,昆明-丽江,,D,B6947,A320,,,REG,33-计划,REG,2017/6/25 14:00,,,PAX,,,00,LJG,A01-C10,C,,,2017/6/25 14:53,正班
FM9452,,FM9451,昆明-上海,,D,B2567,B763,,,REG,33-计划,REG,2017/6/25 14:00,,,PAX,,,00,SHA,E11-H20,E,,,2017/6/25 16:38,正班
MU2031,,MU714,昆明-仰光,,I,B6149,B738,,,REG,33-计划,REG,2017/6/25 14:00,,,PAX,,,00,RGN,J08-J09,G,,,2017/6/25 16:30,正班
MU5757,,MU2590,昆明-深圳,,D,B1703,B738,,,REG,33-计划,REG,2017/6/25 14:00,,,PAX,,,00,SZX,E11-H20,E,,,2017/6/25 15:47,正班
MU5975,,MU5757,昆明-芒市,,D,B2502,B737,,,REG,33-计划,REG,2017/6/25 14:00,,,PAX,,,00,LUM,E11-H20,F,,,2017/6/25 14:51,正班
MU9751,,MU5842,昆明-北京,,D,B5926,A33E,,,REG,33-计划,REG,2017/6/25 14:00,,,PAX,,,00,PEK,E11-H20,LL1,,,2017/6/25 16:59,正班
N577JF,,N577JF,昆明-阿克莫,,I,N577JF,FA7X,,,REG,33-计划,REG,2017/6/25 14:00,,,SPE,,,00,TSE,,,,,2017/6/25 19:40,调机
GS7858,,GS7857,昆明-西安-天津,XIY,D,B8776,A330,,,REG,33-计划,REG,2017/6/25 14:05,,,PAX,,,00,TSN,D01-E10,LL8,,,2017/6/25 15:52,正班
MU2561,,MU9756,昆明-琅勃,,I,B5265,B737,,,REG,33-计划,REG,2017/6/25 14:05,,,PAX,,,00,LPQ,H13-H13,G,,,2017/6/25 15:19,正班
CZ3482,,CZ3482,昆明-广州,,D,B6203,A319,,,REG,33-计划,REG,2017/6/25 14:10,,,PAX,,,00,CAN,D01-E10,B,,,2017/6/25 15:49,正班
KY8275,,KY8308,昆明-济南,,D,B1991,B738,,,REG,33-计划,REG,2017/6/25 14:10,,,PAX,,,00,TNA,D01-E10,A,,,2017/6/25 16:56,正班
MU2565,,MU5741,昆明-南宁-河内,NNG,M,B5231,B737,,,REG,33-计划,REG,2017/6/25 14:10,,,PAX,,,00,HAN,H14-H14,G,,,2017/6/25 15:21,正班
MU5723,,MU581R,昆明-西安,,D,B5647,B738,,,REG,33-计划,REG,2017/6/25 14:10,,,PAX,,,01,XIY,E11-H20,E,,,2017/6/25 16:01,正班
3U8837,,3U8838,昆明-万州-北京,WXN,D,B8331,A320,,,REG,33-计划,REG,2017/6/25 14:15,,,PAX,,,00,PEK,C16-C20,A,,,2017/6/25 15:42,正班
8L9869,,8L9870,昆明-武汉-青岛,WUH,D,B1586,B738,533,,REG,33-计划,REG,2017/6/25 14:20,,,PAX,,,00,TAO,A01-C10,A,,,2017/6/25 16:08,正班
BK2743,,BK2897,昆明-版纳,,D,B5843,B738,,,REG,33-计划,REG,2017/6/25 14:25,,,PAX,,,00,JHG,D01-E10,B,,,2017/6/25 15:15,正班
MU2976,,MU2975,昆明-重庆-无锡,CKG,D,B1655,A320,,,REG,33-计划,REG,2017/6/25 14:25,,,PAX,,,00,WUX,E11-H20,E,,,2017/6/25 15:40,正班
MU5815,,MU9744,昆明-六盘水-上海,LPF,D,B5245,B737,,,REG,33-计划,REG,2017/6/25 14:25,,,PAX,,,00,SHA,E11-H20,F,,,2017/6/25 15:04,正班
MU757,,MU5928,昆明-加德,,I,B5259,B737,,,REG,33-计划,REG,2017/6/25 14:25,,,PAX,,,00,KTM,H15-H16,G,,,2017/6/25 17:14,正班
MU5725,,MU5886,昆明-乌鲁,,D,B5822,B737,,,REG,33-计划,REG,2017/6/25 14:25,,,PAX,,,00,URC,E11-H20,E,,,2017/6/25 18:20,正班
JD5158,,JD5157,昆明-杭州,,D,B8678,A330,,,REG,33-计划,REG,2017/6/25 14:30,,,PAX,,,00,HGH,D01-E10,C,,,2017/6/25 16:54,正班
MU2573,,MU2573,昆明-万象,,I,B1789,B738,,,REG,33-计划,REG,2017/6/25 14:30,,,PAX,,,00,VTE,H11-H12,G,,,2017/6/25 15:51,正班
MU2593,,MU5716,昆明-清迈,,I,B1792,B738,,,REG,33-计划,REG,2017/6/25 14:30,,,PAX,,,00,CNX,H17-H18,G,,,2017/6/25 15:57,正班
MU5684,,MU5683,昆明-黎平,,D,B6423,A319,,,REG,33-计划,REG,2017/6/25 14:30,,,PAX,,,00,HZH,E11-H20,F,,,2017/6/25 15:42,正班
KY8281,,KY8254,昆明-上海,,D,B7873,B738,,,REG,33-计划,REG,2017/6/25 14:40,,,PAX,,,00,PVG,D01-E10,C,,,2017/6/25 17:27,正班
MU2029,,MU2596,昆明-曼德勒,,I,B5795,B738,,,REG,33-计划,REG,2017/6/25 14:45,,,PAX,,,00,MDL,J10-J10,G,,,2017/6/25 16:05,正班
TV9819,,TV9893,昆明-芒市,,D,B6438,A319,,,REG,33-计划,REG,2017/6/25 14:45,,,PAX,,,00,LUM,D01-E10,B,,,2017/6/25 15:35,正班
9C8938,,9C8937,昆明-石家庄,,D,B6840,A320,,,REG,33-计划,REG,2017/6/25 14:50,,,PAX,,,00,SJW,E04-E05,A,,,2017/6/25 17:26,正班
MU5732,,MU5974,昆明-西昌,,D,B5256,B737,,,REG,33-计划,REG,2017/6/25 14:50,,,PAX,,,00,XIC,E11-H20,E,,,2017/6/25 15:35,正班
CZ3248,,CZ3247,昆明-桂林,,D,B5339,B738,,,REG,33-计划,REG,2017/6/25 15:00,,,PAX,,,00,KWL,D01-E10,A,,,2017/6/25 16:11,正班
CZ3416,,CZ3415,昆明-广州,,D,B5020,B738,,,REG,33-计划,REG,2017/6/25 15:00,,,PAX,,,00,CAN,D01-E10,B,,,2017/6/25 16:39,正班
MU5809,,MU5732,昆明-上海,,D,B6757,A320,,,REG,33-计划,REG,2017/6/25 15:00,,,PAX,,,00,SHA,E11-H20,E,,,2017/6/25 17:42,正班
HO1682,,HO1681,昆明-毕节-南京,BFJ,D,B6949,A320,,,REG,33-计划,REG,2017/6/25 15:05,,,PAX,,,00,NKG,D01-E10,A,,,2017/6/25 15:51,正班
3U8761,,3U8948,昆明-无锡,,D,B1821,A320,,,REG,33-计划,REG,2017/6/25 15:10,,,PAX,,,00,WUX,C16-C20,B,,,2017/6/25 17:39,正班
8L9904,,8L9644,昆明-版纳,,D,B5825,B737,,,REG,33-计划,REG,2017/6/25 15:10,,,PAX,,,00,JHG,A01-C10,B,,,2017/6/25 15:57,正班
ZH9534,,ZH9533,昆明-无锡,,D,B8635,A322,,,REG,33-计划,REG,2017/6/25 15:10,,,PAX,,,00,WUX,D01-E10,A,,,2017/6/25 17:44,正班
MU9731,,MU5966,昆明-拉萨,,D,B5817,B737,,,REG,33-计划,REG,2017/6/25 15:15,,,PAX,,,00,LXA,E11-H20,E,,,2017/6/25 17:40,正班
KA761,,KA760,昆明-香港,,R,BHSU,A320,,,REG,33-计划,REG,2017/6/25 15:20,,,PAX,,,01,HKG,K04-K10,H,,,,正班
MU9715,,MU9738,昆明-武汉,,D,B1907,B738,,,REG,33-计划,REG,2017/6/25 15:20,,,PAX,,,00,WUH,E11-H20,E,,,2017/6/25 17:05,正班
TG613,,TG612,昆明-清迈-曼谷,CNX,I,HS-T,A333,,,REG,33-计划,REG,2017/6/25 15:20,,,PAX,,,00,BKK,J15-J19,H,,,2017/6/25 16:41,正班
CA1488,,CA1487,昆明-达县-北京,DAX,D,B5213,B737,,,REG,33-计划,REG,2017/6/25 15:25,,,PAX,,,00,PEK,D01-E10,B,,,2017/6/25 16:46,正班
MU2486,,MU2485,昆明-武汉,,D,B5472,B737,,,REG,33-计划,REG,2017/6/25 15:25,,,PAX,,,00,WUH,E11-H20,E,,,2017/6/25 17:14,正班
8L9985,,8L9894,昆明-太原-呼和,TYN,D,B6959,A320,,,REG,33-计划,REG,2017/6/25 15:30,,,PAX,,,00,HET,A01-C10,C,,,2017/6/25 17:53,正班
CZ3492,,CZ3492,昆明-郑州,,D,B2620,B737,,,REG,33-计划,REG,2017/6/25 15:30,,,PAX,,,00,CGO,D01-E10,B,,,2017/6/25 17:42,正班
CA4275,,CA4276,昆明-哈尔滨,,D,B8338,A320,,,REG,33-计划,REG,2017/6/25 15:35,,,PAX,,,00,HRB,D01-E10,A,,,2017/6/25 19:45,正班
MU2706,,MU2706,昆明-南京,,D,B6462,A319,,,REG,33-计划,REG,2017/6/25 15:35,,,PAX,,,00,NKG,E11-H20,E,,,2017/6/25 17:55,正班
MU5737,,MU5776,昆明-广州,,D,B7592,B738,,,REG,33-计划,REG,2017/6/25 15:35,,,PAX,,,00,CAN,E11-H20,F,,,2017/6/25 17:18,正班
MF8418,,MF8417,昆明-厦门,,D,B5382,B738,,,REG,33-计划,REG,2017/6/25 15:40,,,PAX,,,04,XMN,D01-E10,A,,,2017/6/25 17:54,正班
MU5438,,MU5437,昆明-南充-上海,NAO,D,B8390,A319,,,REG,33-计划,REG,2017/6/25 15:40,,,PAX,,,00,PVG,E11-H20,E,,,2017/6/25 17:07,正班
8L9855,,8L9886,昆明-绵阳,,D,B1588,B738,713,,REG,33-计划,REG,2017/6/25 15:50,,,PAX,,,00,MIG,A01-C10,B,,,2017/6/25 17:08,正班
CZ6270,,CZ6269,昆明-西安-哈尔滨,XIY,D,B8847,A32E,,,REG,33-计划,REG,2017/6/25 15:50,,,PAX,,,00,HRB,D01-E10,C,,,2017/6/25 17:36,正班
JD5166,,JD5792,昆明-丽江,,D,B6403,A319,,,REG,33-计划,REG,2017/6/25 15:50,,,PAX,,,00,LJG,D01-E10,B,,,2017/6/25 16:41,正班
MU5707,Y,MU756,昆明-北京,,D,B5930,A33E,,,REG,33-计划,REG,2017/6/25 16:00,,,PAX,,,01,PEK,E11-H20,LL2,,,2017/6/25 18:57,正班
MU9738,,MU9731,昆明-芒市,,D,B5821,B737,,,REG,33-计划,REG,2017/6/25 16:00,,,PAX,,,00,LUM,E11-H20,E,,,2017/6/25 16:51,正班
JD5156,,JD5155,昆明-丽江,,D,B1621,A320,,,REG,33-计划,REG,2017/6/25 16:05,,,PAX,,,00,LJG,D01-E10,B,,,2017/6/25 16:58,正班
MU2571,,MU5894,昆明-加德,,I,B6142,B737,,,REG,33-计划,REG,2017/6/25 16:05,,,PAX,,,00,KTM,J01-J02,G,,,2017/6/25 18:55,正班
MU5588,,MU5505,昆明-福州-上海,FOC,D,B8565,A320,,,REG,33-计划,REG,2017/6/25 16:05,,,PAX,,,00,PVG,E11-H20,E,,,2017/6/25 18:38,正班
MU5983,,MU5964,昆明-保山,,D,B5807,B737,,,REG,33-计划,REG,2017/6/25 16:05,,,PAX,,,00,BSD,E11-H20,E,,,2017/6/25 16:52,正班
3U8201,,3U8866,昆明-上海,,D,B6772,A320,,,REG,33-计划,REG,2017/6/25 16:10,,,PAX,,,00,PVG,C16-C20,A,,,2017/6/25 18:45,正班
CZ6460,,CZ6459,昆明-重庆-长春,CKG,D,B6812,A320,,,REG,33-计划,REG,2017/6/25 16:10,,,PAX,,,00,CGQ,D01-E10,B,,,2017/6/25 17:18,正班
MU5077,,MU5077,昆明-曼谷,,I,B6010,A320,,,REG,33-计划,REG,2017/6/25 16:10,,,PAX,,,00,BKK,J03-J04,G,,,2017/6/25 18:11,正班
MU5532,,MU5465,昆明-南昌-上海,KHN,D,B6929,A320,,,REG,33-计划,REG,2017/6/25 16:10,,,PAX,,,00,PVG,E11-H20,E,,,2017/6/25 18:05,正班
3U8853,,3U8854,昆明-徐州-哈尔滨,XUZ,D,B6590,A321,,,REG,33-计划,REG,2017/6/25 16:15,,,PAX,,,00,HRB,C16-C20,C,,,2017/6/25 18:39,正班
CZ3487,,CZ3487,昆明-丽江,,D,B6019,A319,,,REG,33-计划,REG,2017/6/25 16:15,,,PAX,,,00,LJG,D01-E10,B,,,2017/6/25 17:07,正班
MU5299,,MU5292,昆明-太原-北京,TYN,D,B1723,B738,,,REG,33-计划,REG,2017/6/25 16:15,,,PAX,,,00,PEK,E11-H20,E,,,2017/6/25 18:37,正班
8L9979,,8L9652,昆明-深圳,,D,B5732,B738,,,REG,33-计划,REG,2017/6/25 16:20,,,PAX,,,01,SZX,A01-C10,A,,,2017/6/25 18:02,正班
KY8239,,KY8284,昆明-青岛,,D,B1507,B738,,,REG,33-计划,REG,2017/6/25 16:20,,,PAX,,,00,TAO,D01-E10,B,,,2017/6/25 19:23,正班
MU5328,,MU5327,昆明-九华山-济南,JUH,D,B6636,A320,,,REG,33-计划,REG,2017/6/25 16:20,,,PAX,,,00,TNA,E11-H20,F,,,2017/6/25 18:41,正班
MU5959,,MU5958,昆明-临沧,,D,B5243,B737,,,REG,33-计划,REG,2017/6/25 16:25,,,PAX,,,00,LNJ,E11-H20,E,,,2017/6/25 17:07,正班
MU5849,,MU5762,昆明-成都,,D,B6249,B738,,,REG,33-计划,REG,2017/6/25 16:30,,,PAX,,,00,CTU,E11-H20,E,,,2017/6/25 17:37,正班
9C8824,,9C8823,昆明-遵义-上海,ZYI,D,B1840,A320,,,REG,33-计划,REG,2017/6/25 16:35,,,PAX,,,00,SHA,E04-E05,A,,,2017/6/25 17:33,正班
HO1100,,HO1099,昆明-上海,,D,B6670,A320,,,REG,33-计划,REG,2017/6/25 16:35,,,PAX,,,00,SHA,D01-E10,B,,,2017/6/25 19:16,正班
MU5781,,MU5830,昆明-厦门,,D,B5683,B738,,,REG,33-计划,REG,2017/6/25 16:35,,,PAX,,,00,XMN,E11-H20,F,,,2017/6/25 18:53,正班
FM9454,,FM9454,昆明-上海,,D,B5261,B737,,,REG,33-计划,REG,2017/6/25 16:40,,,PAX,,,00,SHA,E11-H20,F,,,2017/6/25 19:21,正班
KY8231,,KY8256,昆明-丽江,,D,B7872,B737,,,REG,33-计划,REG,2017/6/25 16:40,,,PAX,,,00,LJG,D01-E10,A,,,2017/6/25 17:33,正班
KY8265,,KY8236,昆明-杭州,,D,B2669,B737,,,REG,33-计划,REG,2017/6/25 16:50,,,PAX,,,00,HGH,D01-E10,B,,,2017/6/25 19:14,正班
KY8307,,KY8258,昆明-南昌,,D,B6495,B738,,,REG,33-计划,REG,2017/6/25 16:50,,,PAX,,,00,KHN,D01-E10,A,,,2017/6/25 18:48,正班
8L9851,,8L9852,昆明-腾冲,,D,B5249,B737,,,REG,33-计划,REG,2017/6/25 16:55,,,PAX,,,00,TCZ,A01-C10,C,,,2017/6/25 17:48,正班
8L9889,,8L9866,昆明-上海,,D,B7989,B738,,,REG,33-计划,REG,2017/6/25 16:55,,,PAX,,,00,PVG,A01-C10,B,,,2017/6/25 19:33,正班
3U8205,,3U8529,昆明-广州,,D,B8326,A320,,,REG,33-计划,REG,2017/6/25 17:00,,,PAX,,,00,CAN,C16-C20,C,,,2017/6/25 18:36,正班
DR6503,,DR6530,昆明-芒市,,D,B5829,B737,534,,REG,33-计划,REG,2017/6/25 17:00,,,PAX,,,00,LUM,D01-E10,A,,,2017/6/25 17:50,正班
CA416,,CA416,昆明-成都,,D,B6227,A319,,,REG,33-计划,REG,2017/6/25 17:05,,,PAX,,,00,CTU,D01-E10,B,,,2017/6/25 18:10,正班
CA4173,Y,CA4172,昆明-北京,,D,B6847,A320,,,REG,33-计划,REG,2017/6/25 17:05,,,PAX,,,01,PEK,D01-E10,A,,,2017/6/25 20:00,正班
MU5760,,MU5982,昆明-大理,,D,B5282,B737,,,REG,33-计划,REG,2017/6/25 17:05,,,PAX,,,00,DLU,E11-H20,E,,,2017/6/25 17:49,正班
3U8901,,3U8768,昆明-珠海,,D,B6732,A320,,,REG,33-计划,REG,2017/6/25 17:10,,,PAX,,,00,ZUH,C16-C20,B,,,2017/6/25 18:49,正班
DR6523,,DR6580,昆明-丽江,,D,B6109,B737,,,REG,33-计划,REG,2017/6/25 17:10,,,PAX,,,00,LJG,D01-E10,B,,,2017/6/25 18:03,正班
MU2716,,MU2715,昆明-长沙-南京,HHA,D,B2411,A320,,,REG,33-计划,REG,2017/6/25 17:10,,,PAX,,,00,NKG,E11-H20,E,,,2017/6/25 18:49,正班
MU5897,,MU5856,昆明-普洱,,D,B5819,B737,,,REG,33-计划,REG,2017/6/25 17:10,,,PAX,,,00,SYM,E11-H20,E,,,2017/6/25 17:55,正班
CZ3470,,CZ3469,昆明-武汉,,D,B5070,B737,,,REG,33-计划,REG,2017/6/25 17:15,,,PAX,,,00,WUH,D01-E10,B,,,2017/6/25 19:01,正班
MU5802,,MU5737,昆明-腾冲,,D,B5802,B737,,,REG,33-计划,REG,2017/6/25 17:15,,,PAX,,,00,TCZ,E11-H20,E,,,2017/6/25 18:08,正班
8L9875,,8L9862,昆明-厦门,,D,B2677,B738,,,REG,33-计划,REG,2017/6/25 17:20,,,PAX,,,00,XMN,A01-C10,C,,,2017/6/25 19:36,正班
CZ3451,,CZ3451,昆明-丽江,,D,B2369,A320,,,REG,33-计划,REG,2017/6/25 17:20,,,PAX,,,00,LJG,D01-E10,A,,,2017/6/25 18:10,正班
MU5719,,MU5802,昆明-北京,,D,B1791,B738,,,REG,33-计划,REG,2017/6/25 17:20,,,PAX,,,00,PEK,E11-H20,E,,,2017/6/25 20:18,正班
UW9947,,UW9944,昆明-马德拉斯,,I,B2330,A306,,,REG,33-计划,REG,2017/6/25 17:20,,,CGO,,,00,MAA,,,,,,货运包机
FM9430,,FM9429,昆明-衡阳-上海,HNY,D,B6993,B738,,,REG,33-计划,REG,2017/6/25 17:25,,,PAX,,,00,PVG,E11-H20,F,,,2017/6/25 18:54,正班
KY8221,,KY8274,昆明-重庆,,D,B6492,B738,,,REG,33-计划,REG,2017/6/25 17:25,,,PAX,,,00,CKG,D01-E10,A,,,2017/6/25 18:41,正班
MU5813,,MU5760,昆明-上海,,D,B7590,B738,,,REG,33-计划,REG,2017/6/25 17:30,,,PAX,,,00,SHA,E11-H20,E,,,2017/6/25 20:10,正班
ZH9414,,ZH9413,昆明-深圳,,D,B5775,B738,,,REG,33-计划,REG,2017/6/25 17:30,,,PAX,,,00,SZX,D01-E10,A,,,2017/6/25 19:16,正班
CZ3408,,CZ3407,昆明-广州,,D,B1653,A320,,,REG,33-计划,REG,2017/6/25 17:35,,,PAX,,,00,CAN,D01-E10,B,,,2017/6/25 19:14,正班
MU5823,,MU2030,昆明-郑州,,D,B5796,B738,,,REG,33-计划,REG,2017/6/25 17:35,,,PAX,,,00,CGO,E11-H20,E,,,2017/6/25 19:49,正班
