FLT,RFC,LKF,VIP,REG,VI1,TOF,ITY,TAR,GAT,FSA,POP,SDT,RCP,NAT,FLX,MFF,SST,STD,DES,CID,MP1,ETD,ABT,ATD,EAN,STN
CZ3678,昆明-上海,CZ3677,,B6682,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:05,PVG,,,,,,2017/7/8 14:49,2017/7/8 15:15
CZ3748,昆明-珠海,CZ3747,,B5165,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:40,ZUH,,,,,,2017/7/8 23:19,2017/7/8 23:30
CZ3858,昆明-汕头,CZ3857,,B5716,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:15,SWA,,,,,,2017/7/8 14:13,2017/7/8 14:50
CZ3864,昆明-南宁-汕头,CZ3863,,B5640,NNG,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:10,SWA,,,,,,2017/7/8 22:09,2017/7/8 22:25
CZ3902,昆明-北京,CZ3901,Y,B6111,,D,A333,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:45,PEK,,,,,,2017/7/8 16:39,2017/7/8 17:15
CZ3998,昆明-北京,CZ3997,Y,B6098,,D,A333,163,10,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 9:15,PEK,,,,,,2017/7/8 12:09,2017/7/8 12:35
CZ5015,昆明-上海,,,B7589,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MU5801,SF,2017/7/8 8:00,SHA,,,,,,2017/7/8 10:41,2017/7/8 11:20
CZ5023,昆明-西安,,,B5809,,D,B737,,,33-计划,CSF,2017/7/8,,PAX,,MU5723,SF,2017/7/8 14:10,XIY,,,,,,2017/7/8 16:01,2017/7/8 16:25
CZ5151,昆明-兴义-上海,,,B1702,ACX,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MU5817,SF,2017/7/8 9:35,SHA,,,,,,2017/7/8 10:18,2017/7/8 10:20
CZ5298,昆明-厦门,,,B5038,,D,B737,,,33-计划,CSF,2017/7/8,,PAX,,MF8406,SF,2017/7/8 11:50,XMN,,,,,,2017/7/8 14:05,2017/7/8 14:45
CZ5308,昆明-厦门,,,B5038,,D,B737,,,33-计划,CSF,2017/7/8,,PAX,,MF8406,SF,2017/7/8 11:50,XMN,,,,,,2017/7/8 14:05,2017/7/8 14:45
CZ5310,昆明-厦门,,,B5602,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MF8418,SF,2017/7/8 15:40,XMN,,,,,,2017/7/8 17:56,2017/7/8 18:25
CZ5320,昆明-福州,,,B5308,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MF8428,SF,2017/7/8 12:20,FOC,,,,,,2017/7/8 14:45,2017/7/8 15:10
CZ5322,昆明-厦门,,,B5563,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MF8430,SF,2017/7/8 8:05,XMN,,,,,,2017/7/8 10:21,2017/7/8 10:45
CZ5330,昆明-福州,,,B5308,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MF8428,SF,2017/7/8 12:20,FOC,,,,,,2017/7/8 14:45,2017/7/8 15:10
CZ5332,昆明-厦门,,,B5563,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MF8430,SF,2017/7/8 8:05,XMN,,,,,,2017/7/8 10:21,2017/7/8 10:45
CZ5352,昆明-武汉-杭州,,,B7559,WUH,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MF8462,SF,2017/7/8 19:15,HGH,,,,,,2017/7/8 21:04,2017/7/8 21:25
CZ5366,昆明-武汉-杭州,,,B7559,WUH,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MF8462,SF,2017/7/8 19:15,HGH,,,,,,2017/7/8 21:04,2017/7/8 21:25
CZ5376,昆明-福州,,,B5752,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MF8476,SF,2017/7/8 20:15,FOC,,,,,,2017/7/8 22:38,2017/7/8 23:00
CZ5878,昆明-南阳-大连,,,B7691,NNY,D,CRJ9,,,33-计划,CSF,2017/7/8,,PAX,,G52628,SF,2017/7/8 19:05,DLC,,,,,,2017/7/8 21:11,2017/7/8 21:25
CZ6160,昆明-北京,CZ6159,,B6658,,D,A321,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:05,PEK,,,,,,2017/7/8 22:58,2017/7/8 23:30
CZ6270,昆明-西安-哈尔滨,CZ6269,,B8847,XIY,D,A32E,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 15:50,HRB,,,,,,2017/7/8 17:35,2017/7/8 18:10
CZ6294,昆明-太原-大连,CZ6293,,B6896,TYN,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:50,DLC,,,,,,2017/7/8 20:12,2017/7/8 20:55
CZ6369,昆明-版纳,CZ6369,,B2169,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:50,JHG,,,,,,2017/7/8 17:36,2017/7/8 17:55
CZ6370,昆明-郑州,CZ6370,,B2169,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:00,CGO,,,,,,2017/7/8 23:07,2017/7/8 23:45
CZ6404,昆明-重庆-沈阳,CZ6403,,B9931,CKG,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 15:50,SHE,,,,,,2017/7/8 16:59,2017/7/8 17:25
CZ6416,昆明-西安-沈阳,CZ6415,,B6783,XIY,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:05,SHE,,,,,,2017/7/8 21:52,2017/7/8 22:15
CZ6426,昆明-武汉-大连,CZ6425,,B9916,WUH,D,A320,136,50,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:55,DLC,,,,,,2017/7/8 15:42,2017/7/8 16:10
CZ6460,昆明-重庆-长春,CZ6459,,B6897,CKG,D,A322,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:10,CGQ,,,,,,2017/7/8 17:19,2017/7/8 17:40
CZ6598,昆明-三亚,CZ6597,,B8640,,D,A321,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:05,SYX,,,,,,2017/7/8 22:43,2017/7/8 23:20
CZ6602,昆明-郑州,CZ6601,,B5232,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:10,CGO,,,,,,2017/7/9 0:18,2017/7/9 0:55
CZ6800,昆明-上海,CZ6799,,B8849,,D,A321,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 19:45,PVG,,,,,,2017/7/8 22:28,2017/7/8 23:00
CZ6924,昆明-深圳,CZ6923,,B6343,,D,A321,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:20,SZX,,,,,,2017/7/9 0:02,2017/7/9 0:25
CZ6950,昆明-重庆-乌鲁,CZ6949,,B7997,CKG,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:45,URC,,,,,,2017/7/8 18:57,2017/7/8 19:25
CZ6978,昆明-武汉,CZ6977,,B5069,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:50,WUH,,,,,,2017/7/8 23:34,2017/7/9 0:15
CZ8128,昆明-重庆,,,B9976,,D,A320,,,33-计划,CSF,2017/7/8,,PAX,,OQ2328,SF,2017/7/8 9:50,CKG,,,,,,2017/7/8 10:56,2017/7/8 11:25
CZ8158,昆明-重庆,,,B9976,,D,A320,,,33-计划,CSF,2017/7/8,,PAX,,OQ2358,SF,2017/7/8 22:00,CKG,,,,,,2017/7/8 23:11,2017/7/8 23:35
CZ8510,昆明-青岛-长春,CZ8509,,B1652,TAO,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:10,CGQ,,,,,,2017/7/8 11:11,2017/7/8 11:35
DLC996,昆明-金边,DLC997,,B5818,,I,B737,321,,33-计划,REG,2017/7/8,,SPE,,,0,2017/7/8 9:00,PNH,,,,,,2017/7/8 11:26,2017/7/8 11:30
DR5315,昆明-长治-天津,DR6516,,B5829,CIH,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 7:25,TSN,,,,,,2017/7/8 9:48,2017/7/8 9:50
DR6501,昆明-芒市,DR6508,,B6109,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:10,LUM,,,,,,2017/7/8 14:01,2017/7/8 14:05
DR6503,昆明-芒市,DR6512,,B7088,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:00,LUM,,,,,,2017/7/8 17:50,2017/7/8 18:00
DR6505,昆明-芒市,DR5316,,B5829,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:30,LUM,,,,,,2017/7/8 19:21,2017/7/8 19:40
DR6507,昆明-芒市,DR6578,,B6109,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 9:10,LUM,,,,,,2017/7/8 10:01,2017/7/8 10:10
DR6509,昆明-版纳,DR5314,,B5830,,D,B737,538,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:40,JHG,,,,,,2017/7/8 9:26,2017/7/8 9:45
DR6511,昆明-版纳,DR6506,,B5829,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:40,JHG,,,,,,2017/7/8 23:27,2017/7/8 23:45
DR6515,昆明-襄阳-天津,DR6510,,B5830,XFN,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:30,TSN,,,,,,2017/7/8 15:23,2017/7/8 15:30
DR6521,昆明-成都,DR6522,,B1595,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 7:00,CTU,,,,,,2017/7/8 8:03,2017/7/8 8:35
DR6523,昆明-丽江,DR6502,,B6109,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:10,LJG,,,,,,2017/7/8 18:03,2017/7/8 18:15
DR6533,昆明-武汉,DR5340,,B7865,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 7:20,WUH,,,,,,2017/7/8 9:09,2017/7/8 9:40
DR6537,昆明-兰州,DR6570,,B1597,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:55,ZGC,,,,,,2017/7/8 20:50,2017/7/8 21:15
DR6557,昆明-呼和-沈阳,DR6562,,B7867,HET,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:55,SHE,,,,,,2017/7/8 14:42,2017/7/8 15:05
DR6559,昆明-太原-大连,DR6560,,B1593,TYN,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:40,DLC,,,,,,2017/7/8 15:04,2017/7/8 15:35
DR6569,昆明-北海,DR6530,,B1597,,D,B738,537,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 7:20,BHY,,,,,,2017/7/8 8:37,2017/7/8 8:55
DR6577,昆明-榆林-沈阳,DR6524,,B5811,UYN,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 7:15,SHE,,,,,,2017/7/8 9:33,2017/7/8 10:00
DR6579,昆明-芒市,DR6504,,B7088,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:40,LUM,,,,,,2017/7/8 21:30,2017/7/8 21:40
DR6591,昆明-西安,DR6592,,B1960,,D,B738,544,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 6:35,XIY,,,,,,2017/7/8 8:25,2017/7/8 8:45
EU2224,昆明-成都,EU2226,,B6230,,D,A319,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:25,CTU,,,,,,2017/7/9 0:28,2017/7/9 1:10
EU2225,昆明-版纳,EU2722,,B6230,,D,A319,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 19:25,JHG,,,,,,2017/7/8 20:12,2017/7/8 20:25
EU2721,昆明-柳州-厦门,EU2223,,B6230,LZH,D,A319,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 9:20,XMN,,,,,,2017/7/8 10:30,2017/7/8 10:50
FD583,昆明-廊曼,FD582,,HSBBE,,I,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:30,DMK,,,,,,,2017/7/8 14:00
FM9398,昆明-长沙-上海,FM9397,,B1968,HHA,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:10,PVG,,,,,,2017/7/8 17:49,2017/7/8 18:15
FM9430,昆明-衡阳-上海,FM9429,,B1741,HNY,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:25,PVG,,,,,,2017/7/8 18:54,2017/7/8 19:20
FM9452,昆明-上海,FM9451,,B2563,,D,B763,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:50,SHA,,,,,,2017/7/8 16:29,2017/7/8 17:10
FM9453,昆明-版纳,FM9453,,B5261,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:00,JHG,,,,,,2017/7/8 13:48,2017/7/8 14:00
FM9454,昆明-上海,FM9454,Y,B5261,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:50,SHA,,,,,,2017/7/8 19:32,2017/7/8 20:05
FM9540,昆明-温州,FM9539,,B5130,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:00,WNZ,,,,,,2017/7/8 14:31,2017/7/8 14:55
FM9542,昆明-郑州,FM9541,,B5145,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:50,CGO,,,,,,2017/7/8 14:04,2017/7/8 14:30
FU6510,昆明-福州,FU6509,,B7395,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:25,FOC,,,,,,2017/7/9 0:46,2017/7/9 1:10
FU651Z,昆明-福州,FU650Q,,B1562,,D,B737,,,33-计划,REG,2017/7/8,,PAX,Z,,0,2017/7/8 10:40,FOC,,,,,,,2017/7/8 13:25
G52628,昆明-南阳-大连,G52627,,B7691,NNY,D,CRJ9,,,33-计划,REG,2017/7/8,,PAX,,,3,2017/7/8 19:05,DLC,,,,,,2017/7/8 21:11,2017/7/8 21:25
GJ8662,昆明-贵阳-杭州,GJ8690,,B1866,KWE,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 7:30,HGH,,,,,,2017/7/8 8:22,2017/7/8 8:45
GJ8871,昆明-临沂-长春,GJ8661,,B8453,LYI,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:05,CGQ,,,,,,2017/7/8 10:48,2017/7/8 10:55
GJ8882,昆明-杭州,GJ8881,,B1676,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:25,HGH,,,,,,2017/7/8 23:54,2017/7/9 0:25
GS7662,昆明-西安,GS7661,,B9983,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:50,XIY,,,,,,2017/7/9 0:37,2017/7/9 1:05
GS7856,昆明-天津,GS7855,,B8776,,D,A330,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:25,TSN,,,,,,2017/7/8 16:17,2017/7/8 16:40
GX8982,昆明-南宁,GX8981,,B3215,,D,E190,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 10:35,NNG,,,,,,2017/7/8 11:39,2017/7/8 11:50
HO1020,昆明-大庸-杭州,HO1019,,B6717,DYG,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 19:30,HGH,,,,,,2017/7/8 20:53,2017/7/8 21:10
HO1092,昆明-上海,HO1091,,B6963,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:25,SHA,,,,,,2017/7/8 23:07,2017/7/8 23:35
HO1094,昆明-上海,HO1093,,B8408,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 7:40,SHA,,,,,,2017/7/8 10:24,2017/7/8 10:50
HO1096,昆明-毕节-上海,HO1095,,B6670,BFJ,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:40,SHA,,,,,,2017/7/8 19:25,2017/7/8 19:55
HO1100,昆明-上海,HO1099,,B8408,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:35,SHA,,,,,,2017/7/8 19:18,2017/7/8 20:00
HO1122,昆明-上海,HO1121,,B6787,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,1,2017/7/8 12:55,SHA,,,,,,2017/7/8 15:37,2017/7/8 16:05
HU7088,昆明-海口,HU7087,,B5371,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,1,2017/7/8 10:35,HAK,,,,,,2017/7/8 12:04,2017/7/8 12:30
HU7112,昆明-北京,HU7111,Y,B2491,,D,B763,,,33-计划,REG,2017/7/8,,PAX,,,1,2017/7/8 20:25,PEK,,,,,,2017/7/8 23:16,2017/7/8 23:45
HU7164,昆明-深圳,HU7163,,B5153,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,1,2017/7/8 11:25,SZX,,,,,,2017/7/8 13:06,2017/7/8 13:35
HU7212,昆明-北京,HU7211,,B1996,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:55,PEK,,,,,,2017/7/8 15:46,2017/7/8 16:15
HU7236,昆明-广州,HU7235,,B5427,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:20,CAN,,,,,,2017/7/8 23:59,2017/7/9 0:40
HU7312,昆明-北京,HU7311,Y,B1733,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 7:10,PEK,,,,,,2017/7/8 10:07,2017/7/8 10:35
HU9906,昆明-版纳,,,B5292,,D,B737,,,33-计划,CSF,2017/7/8,,PAX,,8L9906,SF,2017/7/8 23:45,JHG,,,,,,2017/7/9 0:32,2017/7/9 0:45
HU9931,昆明-芒市,,,B5248,,D,B737,,,33-计划,CSF,2017/7/8,,PAX,,8L9931,SF,2017/7/8 17:30,LUM,,,,,,2017/7/8 18:20,2017/7/8 18:35
HU9935,昆明-芒市,,,B5272,,D,B737,,,33-计划,CSF,2017/7/8,,PAX,,8L9935,SF,2017/7/8 13:05,LUM,,,,,,2017/7/8 13:54,2017/7/8 14:00
HU9945,昆明-成都,,,B5806,,D,B737,,,33-计划,CSF,2017/7/8,,PAX,,8L9945,SF,2017/7/8 23:55,CTU,,,,,,2017/7/9 0:58,2017/7/9 1:30
HU9955,昆明-郑州,,,B7988,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,8L9955,SF,2017/7/8 21:55,CGO,,,,,,2017/7/9 0:07,2017/7/9 0:45
HU9973,昆明-郑州,,,B1587,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,8L9973,SF,2017/7/8 7:05,CGO,,,,,,2017/7/8 9:20,2017/7/8 9:45
HU9979,昆明-深圳,,,B1588,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,8L9979,SF,2017/7/8 16:20,SZX,,,,,,2017/7/8 18:03,2017/7/8 18:30
HU9987,昆明-北京,,,B8731,,D,A320,,,33-计划,CSF,2017/7/8,,PAX,,8L9987,SF,2017/7/8 21:30,PEK,,,,,,2017/7/9 0:27,2017/7/9 1:00
HU9991,昆明-兰州-乌鲁,,,B5409,ZGC,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,8L9991,SF,2017/7/8 12:25,URC,,,,,,2017/7/8 14:20,2017/7/8 14:40
HU9995,昆明-银川,,,B5732,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,8L9995,SF,2017/7/8 6:40,INC,,,,,,2017/7/8 8:59,2017/7/8 9:20
JD5156,昆明-丽江,JD5155,,B1643,,D,A319,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:05,LJG,,,,,,2017/7/8 16:58,2017/7/8 17:10
JD5158,昆明-杭州,JD5157,,B6898,,D,A322,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 14:30,HGH,,,,,,2017/7/8 16:54,2017/7/8 17:20
JD5166,昆明-丽江,JD5792,,B6180,,D,A319,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 15:50,LJG,,,,,,2017/7/8 16:41,2017/7/8 16:55
JD5790,昆明-版纳,JD5789,,B8170,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:20,JHG,,,,,,2017/7/8 13:07,2017/7/8 13:25
JD5791,昆明-芒市,JD5165,,B6180,,D,A319,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:45,LUM,,,,,,2017/7/8 12:35,2017/7/8 12:40
KA761,昆明-香港,KA760,,BHSN,,R,A320,,,33-计划,REG,2017/7/8,,PAX,,,1,2017/7/8 15:20,HKG,,,,,,,2017/7/8 17:45
KL4000,昆明-成都,,,B1887,,D,A320,,,33-计划,CSF,2017/7/8,,PAX,,3U8662,SF,2017/7/8 23:00,CTU,,,,,,2017/7/9 0:04,2017/7/9 0:35
KL4285,昆明-成都,,,B1907,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MU5841,SF,2017/7/8 8:00,CTU,,,,,,2017/7/8 9:05,2017/7/8 9:35
KY8203,昆明-南京,KY8220,,B5673,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:55,NKG,,,,,,2017/7/8 14:15,2017/7/8 14:50
KY8205,昆明-济南-哈尔滨,KY8266,,B5025,TNA,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 9:05,HRB,,,,,,2017/7/8 11:43,2017/7/8 12:10
KY8209,昆明-版纳,KY8252,,B7870,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:55,JHG,,,,,,2017/7/8 13:44,2017/7/8 14:05
KY8219,昆明-深圳,KY8204,,B5673,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:25,SZX,,,,,,2017/7/8 23:10,2017/7/8 23:35
KY8221,昆明-重庆,KY8274,,B6493,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:25,CKG,,,,,,2017/7/8 18:41,2017/7/8 19:00
KY8231,昆明-丽江,KY8256,,B7872,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:40,LJG,,,,,,2017/7/8 17:33,2017/7/8 17:50
KY8233,昆明-太原,KY8308,,B6491,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:55,TYN,,,,,,2017/7/8 16:23,2017/7/8 17:00
KY8235,昆明-杭州,KY8206,,B2669,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:15,HGH,,,,,,2017/7/8 10:43,2017/7/8 11:10
KY8239,昆明-青岛,KY8284,,B7089,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:20,TAO,,,,,,2017/7/8 19:23,2017/7/8 19:50
KY8243,昆明-普洱,KY8298,,B5026,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:15,SYM,,,,,,2017/7/8 18:58,2017/7/8 19:10
KY8245,昆明-芒市,KY8340,,B2678,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 15:00,LUM,,,,,,2017/7/8 15:52,2017/7/8 16:00
KY8247,昆明-芒市,KY8244,,B5026,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:55,LUM,,,,,,2017/7/8 22:46,2017/7/8 22:55
KY8249,昆明-丽江,KY8316,,B7871,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:10,LJG,,,,,,2017/7/8 21:04,2017/7/8 21:10
KY8251,昆明-保山,KY8210,,B7870,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 7:55,BSD,,,,,,2017/7/8 8:44,2017/7/8 9:00
KY8253,昆明-西安,KY8302,,B5672,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:10,XIY,,,,,,2017/7/8 10:01,2017/7/8 10:20
KY8255,昆明-临沧,KY8248,,B7872,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:50,LNJ,,,,,,2017/7/8 9:33,2017/7/8 9:50
KY8257,昆明-郑州,KY8282,,B1991,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:25,CGO,,,,,,2017/7/8 10:40,2017/7/8 11:10
KY8265,昆明-杭州,KY8236,,B2669,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:50,HGH,,,,,,2017/7/8 19:16,2017/7/8 19:50
KY8269,昆明-丽江,KY8314,,B1459,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 19:10,LJG,,,,,,2017/7/8 20:04,2017/7/8 20:15
KY8273,昆明-武汉,KY8222,,B6493,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 10:20,WUH,,,,,,2017/7/8 12:13,2017/7/8 12:35
KY8281,昆明-上海,KY8254,,B5672,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 14:40,PVG,,,,,,2017/7/8 17:29,2017/7/8 17:50
KY8283,昆明-上海,KY8234,,B7089,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 7:40,PVG,,,,,,2017/7/8 10:27,2017/7/8 10:50
KY8285,昆明-广州,KY8296,,B6495,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:40,CAN,,,,,,2017/7/9 0:23,2017/7/9 0:50
KY8295,昆明-重庆-南通,KY8276,,B6495,CKG,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 7:05,NTG,,,,,,2017/7/8 8:19,2017/7/8 8:40
KY8297,昆明-石家庄-长春,KY8270,,B2679,SJW,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 9:40,CGQ,,,,,,2017/7/8 12:21,2017/7/8 12:55
KY8301,昆明-惠州,KY8246,,B2678,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:40,HUZ,,,,,,2017/7/8 20:29,2017/7/8 20:45
KY8307,昆明-南昌,KY8258,,B1991,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:50,KHN,,,,,,2017/7/8 18:49,2017/7/8 19:25
KY8313,昆明-腾冲,KY8232,,B1459,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:00,TCZ,,,,,,2017/7/8 8:53,2017/7/8 9:00
KY8315,昆明-腾冲,KY8250,,B7871,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 7:20,TCZ,,,,,,2017/7/8 8:13,2017/7/8 8:35
KY8321,昆明-成都,KY8240,,B5702,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:15,CTU,,,,,,2017/7/8 9:19,2017/7/8 9:45
KY8333,昆明-西安-大连,KY8334,,B1507,XIY,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 9:50,DLC,,,,,,2017/7/8 11:43,2017/7/8 12:10
KY8337,昆明-临汾,KY8286,,B1926,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 10:40,LFQ,,,,,,2017/7/8 12:58,2017/7/8 13:15
KY8339,昆明-运城,KY8298,,B2678,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:10,YCU,,,,,,2017/7/8 10:17,2017/7/8 10:35
