FLT,RFC,STA,VI1,LKF,ITY,REG,VIP,TAR,TOF,FSA,OPE,POP,RCP,NAT,SDT,FLX,MFF,SST,HDL,ORG,ETA,TDT,ATA,ABP,CAR,STP
MU5988,保山-昆明,10:55,,MU5740,B737,B5271,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,BSD,,,,,,2017/6/18 9:50
MU5990,重庆-昭通-昆明,18:20,ZAT,,B737,B5259,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CKG,,,,,,2017/6/18 17:30
MU714,马累-科伦坡-昆明,7:55,CMB,MU2031,B738,B6149,,,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,MLE,,,,,,2017/6/18 3:15
MU734,香港-昆明,19:45,,,B738,B5795,,,R,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,HKG,,,,,,2017/6/18 17:05
MU742,曼谷-昆明,19:20,,,B738,B5683,,,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,BKK,,,,,,2017/6/18 16:45
MU748,大阪-上海-昆明,0:25,PVG,,B738,B1788,,,M,33-计划,REG,REG,,PAX,2017/6/19,,,0,CES,KIX,,,,,,2017/6/18 21:05
MU756,迪拜-昆明,7:10,,MU5707,A33E,B5930,,134,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,DXB,,,,,,2017/6/18 0:30
MU758,加德-昆明,22:10,,,B737,B5816,,,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,KTM,,,,,,2017/6/18 18:50
MU768,旧金山-青岛-昆明,21:35,TAO,,A33E,B5902,,,M,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,SFO,,,,,,2017/6/18 18:00
MU774,巴黎-昆明,7:40,,MU756,A33E,B5926,,107,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CDG,,,,,,2017/6/17 20:50
MU778,悉尼-昆明,5:30,,MU9751,A33E,B5921,,106,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,SYD,,,,,,2017/6/17 18:50
MU784,万象-南宁-昆明,17:20,NNG,MU5715,B738,B1790,,,M,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,VTE,,,,,,2017/6/18 16:00
MU9731,长沙-昆明,14:10,,MU5983,B737,B5822,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,HHA,,,,,,2017/6/18 12:00
MU9732,拉萨-昆明,21:15,,MU9732,B737,B5828,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,LXA,,,,,,2017/6/18 18:55
MU9737,芒市-昆明,19:15,,,B737,B5293,Y,314,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,LUM,,,,,,2017/6/18 18:05
MU9738,天津-昆明,13:10,,MU5737,B738,B1702,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,TSN,,,,,,2017/6/18 9:35
MU9744,北京-昭通-昆明,11:45,ZAT,MU5815,B737,B5265,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,PEK,,,,,,2017/6/18 10:50
MU9756,保山-昆明,11:30,,,B737,B5807,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,BSD,,,,,,2017/6/18 10:25
NS3269,石家庄-昆明,19:20,,NS3270,B737,B5212,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,SJW,,,,,,2017/6/18 16:15
OQ2327,重庆-昆明,8:43,,OQ2328,A320,B9976,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,CKG,,,,,,2017/6/18 7:15
OQ2357,重庆-昆明,20:53,,OQ2358,A320,B9976,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,YAG,CKG,,,,,,2017/6/18 19:25
PN6393,重庆-昆明,7:55,,PN6393,A320,B8846,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,CKG,,,,,,2017/6/18 6:10
PN6394,版纳-昆明,11:45,,PN6394,A320,B8846,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,JHG,,,,,,2017/6/18 10:45
QV815,万象-昆明,9:50,,QV816,A320,RDPL34223,,,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,VTE,,,,,,2017/6/18 7:20
QW9855,青岛-屯溪-昆明,0:10,TXN,,A320,B8443,,,D,33-计划,REG,REG,,PAX,2017/6/19,,,0,YAG,TAO,,,,,,2017/6/18 21:20
SC1162,沈阳-济南-昆明,1:00,TNA,,B738,B7978,,,D,33-计划,REG,REG,,PAX,2017/6/19,,,0,YAG,SHE,,,,,,2017/6/18 21:45
SC4695,青岛-南京-昆明,12:35,NKG,SC4696,B738,B5531,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,TAO,,,,,,2017/6/18 9:40
SC4719,重庆-昆明,21:30,,SC4720,B738,B5333,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,CKG,,,,,,2017/6/18 19:55
SC4737,青岛-昆明,20:05,,SC4738,B738,B5347,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,TAO,,,,,,2017/6/18 16:30
SC4769,厦门-昆明,9:50,,SC4770,B738,B7086,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,XMN,,,,,,2017/6/18 7:10
SC4859,青岛-昆明,1:00,,,B738,B7885,,,D,33-计划,REG,REG,,PAX,2017/6/19,,,0,YAG,TAO,,,,,,2017/6/18 21:20
SC4873,烟台-济南-昆明,12:00,TNA,SC4874,B738,B5117,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,YNT,,,,,,2017/6/18 8:50
SC8827,济南-昆明,9:45,,SC8827,B738,B6988,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,TNA,,,,,,2017/6/18 6:35
SC8828,德里-昆明,23:00,,SC8828,B738,B6988,,,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,DEL,,,,,,2017/6/18 18:15
SC8844,大阪-济南-昆明,0:10,TNA,,B738,B7808,,,M,33-计划,REG,REG,,PAX,2017/6/19,,,0,YAG,KIX,,,,,,2017/6/18 20:50
SC8885,乌鲁-昆明,23:30,,SC8885,B738,B7087,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,URC,,,,,,2017/6/18 19:20
SC8886,曼谷-昆明,5:55,,SC8886,B738,B6986,,108,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,BKK,,,,,,2017/6/18 4:05
TG612,曼谷-清迈-昆明,14:05,CNX,TG613,A333,HS-T,,,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,BKK,,,,,,2017/6/18 11:30
TV6007,兰州-丽江-昆明,11:45,LJG,TV6008,A320,B8841,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,ZGC,,,,,,2017/6/18 10:45
TV9820,芒市-昆明,17:50,,TV9894,A319,B6438,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,LUM,,,,,,2017/6/18 16:45
TV9893,拉萨-昆明,13:25,,TV9819,A319,B6438,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,LXA,,,,,,2017/6/18 11:00
UO273,香港-昆明,11:25,,UO274,A320,BLPH,,,R,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,HKG,,,,,,2017/6/18 7:50
ZH9265,西安-昆明,11:05,,ZH9266,A320,B6740,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,XIY,,,,,,2017/6/18 8:35
ZH9411,深圳-昆明,9:40,,ZH9412,A322,B6856,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,SZX,,,,,,2017/6/18 7:10
ZH9413,深圳-昆明,16:30,,ZH9414,B737,B5381,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,SZX,,,,,,2017/6/18 14:05
ZH9415,深圳-昆明,22:35,,,B738,B1713,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,SZX,,,,,,2017/6/18 20:05
ZH9451,广州-昆明,22:45,,,B737,B5360,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,CAN,,,,,,2017/6/18 20:05
ZH9455,广州-昆明,21:30,,,A320,B6568,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,CAN,,,,,,2017/6/18 18:50
ZH9531,无锡-昆明,18:15,,ZH9532,B738,B1757,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,WUX,,,,,,2017/6/18 15:10
ZH9533,无锡-昆明,14:05,,ZH9534,A322,B1602,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,WUX,,,,,,2017/6/18 11:05
ZH9561,南京-昆明,11:10,,ZH9562,B738,B5776,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,NKG,,,,,,2017/6/18 8:20
ZH9714,沈阳-太原-昆明,23:25,TYN,,A320,B6615,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,SHE,,,,,,2017/6/18 20:20
ZH9773,南昌-昆明,12:25,,ZH9774,A320,B8636,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,KHN,,,,,,2017/6/18 9:55
ZH9789,泉州-昆明,16:45,,ZH9456,A320,B6935,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,JJN,,,,,,2017/6/18 14:05
ZH9793,泉州-昆明,12:40,,ZH9794,A322,B9909,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,YAG,JJN,,,,,,2017/6/18 10:00
